"i","asc1","desc1","pol1","dem1","p"
1,2.30303384317085,2.35300340220005,0.797654708388681,0.48956056709836,-122.328975487072
2,1.94066160083354,2.48594029755936,0.0790020930968255,0.986928925159127,-121.543908945869
3,0.448033744500881,2.65629889416181,0.0970769493713693,1.22003423197831,-119.553595459888
4,0.824345005545257,1.88542557412019,0.298872582899919,1.61553238380023,-120.21381673011
5,0.563584225703632,2.16365264539799,0.379408472163134,0.520393982541491,-120.301897089583
6,0.601723505402585,3.58089798085382,0.374911315519859,0.529013494274322,-120.784053584151
7,0.162676960394675,3.51620564593185,0.419940964459502,0.600448854932385,-119.594661981236
8,0.294377179654161,3.85763932305571,0.345586392935475,0.619787965784811,-120.215765036946
9,0.290110785124336,3.26121657977063,0.501988195269638,0.691837484851047,-120.020678835228
10,0.903290960362795,5.49397153623585,0.554377800230965,0.0556180022443137,-126.34271954729
11,1.21843813459558,4.77032648010362,0.392878877832775,1.25745888951479,-125.960619952471
12,0.820865782630442,4.06465238953367,0.259654583829915,0.229434076773979,-123.296822303199
13,1.44365173412844,3.37454346023857,0.933409491274705,0.0155167918292088,-122.713453405941
14,1.47176662585091,2.82998543736882,1.21378833173952,0.276371338205988,-122.604033897136
15,0.41453858064395,2.26599432473428,0.700075502399019,1.04064934456152,-121.298373686284
16,1.14101171534704,1.30524718124777,0.993437815656133,0.856199429400344,-121.325315769008
17,1.239933752639,1.97421464132899,0.913255726028363,0.951081402959295,-121.621577121381
18,0.575133461456529,1.69026460842983,0.134085029141889,1.94614060537268,-119.380983892715
19,0.808560468927508,0.869590042079493,0.129949716478513,1.71109171443175,-118.944246401855
20,0.449458867386773,0.776608958101494,0.107802773554649,1.50720648442882,-119.059360577484
21,1.43659411289031,0.637408411457333,0.069172587463831,1.51658605573255,-119.623343734797
22,0.58073438569682,1.21578877154658,0.123691361458071,1.58464246620091,-118.342903869723
23,0.866981315014533,1.2266448479231,0.314157657997344,1.64678667379472,-119.756980958864
24,2.52774549274302,1.38021011350048,0.534597957098203,1.70660550217913,-124.472117089629
25,0.727500367358637,1.64476852805233,0.438368089815534,1.44150050218054,-120.029476904279
26,0.93490602943678,0.823600574550017,0.112952422219403,1.68722812971869,-119.08247081847
27,0.761266015227061,0.726626557416072,0.0162722530866419,2.20727007558958,-120.200588625635
28,0.234044755763745,2.37528970337172,0.0779176136018069,1.60599734310449,-119.279980646483
29,0.0919793056488683,3.2692903213918,0.0711433788171873,1.4445969797262,-119.512191670171
30,0.0103389511423437,2.82541779254263,0.345075597548116,0.724106511335181,-119.203056536287
31,0.213111893085496,3.5619220206565,0.475226482234481,0.252174096962434,-120.999454943366
32,0.408828321851389,2.64847343965013,0.822142354536388,0.944680151618338,-121.48432997555
33,0.474318594157561,2.5852718363947,0.322130150617386,1.62109212897093,-121.185270066211
34,0.692225703932906,0.71185768565428,0.252733309169188,1.27499554391193,-119.947420058455
35,3.79597674213406,0.560669641335566,0.0298346957354647,1.80866960313098,-123.06805904423
36,4.07824520240459,0.740514166312752,0.00558950325911388,0.708723197392385,-123.94978843187
37,2.38989496123898,0.977667292718528,0.2157096743511,1.70430136773749,-121.533529508506
38,1.78961561331229,1.96263093015571,0.146340756094267,1.56069855907283,-121.371535397062
39,0.460783224958541,2.24135462407414,0.116045096659512,2.019324976738,-120.393246333932
40,0.180074949713824,2.8959864408562,0.0969158599597791,1.77520141310191,-120.107395589656
41,0.312286973626558,2.65817390715044,0.0190104951896001,1.75931207589955,-119.683486872368
42,0.306696678500623,3.20956268284742,0.0198625250595521,1.68241351620444,-120.256693859992
43,0.139859652575556,1.7248127354278,0.0256645488482368,2.34809164224343,-119.453165881036
44,0.431536218764884,1.9673077282063,0.145145787246367,0.818864093342932,-120.341372604492
45,0.691478819381647,1.90120280202642,0.566195736542015,0.896546125957518,-120.001474011851
46,1.16844646084167,1.42573911643802,0.822899224565852,1.03638627327934,-121.067746344208
47,0.416983660813304,1.79813976819835,0.817830039034432,0.781753336041929,-121.3973306126
48,1.83375959084782,2.15865999345876,0.220051692465324,0.753335004721376,-120.842264509181
49,1.59572881826482,1.98792648853011,0.079960282719085,1.53255418017747,-120.694268253162
50,1.30206975650245,2.58300070297369,0.0904283940603266,1.44627806849432,-121.224130804292
51,0.691531349227431,2.41181498655026,0.156186939906946,1.0243615969329,-119.828157800164
52,0.653349418513307,1.10297345460237,0.221803628704536,1.69331214695755,-119.039584792897
53,0.524291112902139,1.85182070513188,0.181743883871871,1.80783759525564,-119.613568709841
54,0.207421968973865,1.50631189003017,0.0132297378843779,1.76150165002592,-118.298158972591
55,0.536233056738982,1.35536727710988,0.0787227871287475,1.5029743943431,-118.318857873893
56,0.975546689052138,0.655860447384305,0.0340458006501111,2.13199550482189,-120.47465751019
57,1.68313685115746,1.5551615446094,0.110261549457325,1.29413630780139,-120.005491861106
58,1.28540673109732,0.610787285280935,0.235620013979454,1.4136736110256,-120.507420548686
59,0.429618643392166,2.22640689697448,0.0971357497794523,1.61521577382767,-119.599253971082
60,0.39068944542694,0.726872039282284,0.189661789202922,1.56963824447551,-119.822834110895
61,0.590245538197733,2.19377254464064,0.0745458144153125,1.46980837578935,-119.605912017727
62,0.259127859522041,2.40358850527051,0.10475125321465,1.60789482677818,-119.478317737793
63,0.315508228633736,1.72786827971655,0.13230537771097,2.22637188158467,-119.885732718871
64,0.64336810610318,0.817354314272151,0.305900423091212,1.85769182350675,-120.624043205367
65,0.92605569575878,2.21946188147353,0.383524277237656,1.16639979370127,-120.340190963485
66,0.817488604759606,2.09607772683898,0.0314075916397422,1.06438849261219,-119.867886565953
67,1.00559972091629,1.94625855205829,0.597982307838464,0.40361601198907,-120.098072308218
