"i","asc1","desc1","pol1","dem1","p"
1,9.85473869066191,4.97608107463415,0.175667604652413,0.611339916517701,-242.654104780685
2,6.22758549375272,4.2283272998869,1.76962700558622,0.745056858062575,-236.035297085564
3,2.55708732123274,4.02679203748661,1.28762661943181,0.557141836585048,-230.871960418683
4,2.38382991373326,4.62143648387822,1.17730024568152,1.12704494717682,-233.335141776409
5,0.613867122429967,9.06493006548802,1.85156246771085,0.836600750742132,-234.4573149735
6,1.54263331268046,5.52029402456204,0.567138597710385,1.42134889151812,-233.727341995472
7,1.88658439942699,4.8338073573071,0.105070906525783,0.645948212972811,-231.332256372655
8,3.28005362154979,4.91154228169429,0.267549239273962,0.682050365025273,-230.72124595718
9,1.43560936783504,4.75663009770173,0.692828805952877,1.05983967691959,-232.693281318643
10,3.42436038276244,3.34952740995172,0.196534534697648,1.62619715385823,-235.816334040841
11,3.28278677235087,3.57898090276965,1.2171272250273,0.367527663644088,-230.35533422948
12,3.76563508505663,2.2929337125747,0.316228458356437,0.863533999398584,-231.490347192048
13,2.9203354078318,4.24264608612382,0.19874616092364,0.947722878714275,-230.984238665705
14,2.65258887269004,4.01448329532337,0.988524557926309,0.818101823647846,-231.453837900599
15,3.5477754503808,4.06863427039985,0.665412886959233,0.683025303182771,-230.559809814454
16,3.33681173128551,2.39276225067493,0.254472213483653,0.576978137024622,-231.033374276591
17,3.29880311730793,5.20163329568509,0.257305283776958,0.848533059204913,-231.263500881319
18,1.91937470081738,5.48860623763822,0.416591942449451,1.59304238756998,-234.581379343209
19,0.936348736700699,9.26128193323449,0.21066590021544,0.853926264324766,-232.497691850284
20,0.950238469689279,5.58101640603209,0.822126957523721,0.489216554959738,-233.192733971769
21,4.80462879494683,1.1057548076723,1.34890212894032,0.197321024558342,-234.584246768338
22,5.36625562694775,2.74570908568504,0.801250448053368,0.712136553494469,-231.524216595246
23,3.69990286271007,4.79118175230625,1.23661283512775,0.412291166585391,-231.202751332636
24,3.28098782564433,2.64334136998231,1.65763977505801,0.392563597977361,-230.785611720254
25,2.92771311609925,4.71803452778558,1.87290002630704,0.564743648331615,-231.543150429178
26,3.66536047212153,3.61429072774378,0.842009453406015,0.390450342839586,-230.165149803819
27,2.34068500409208,6.10972850697477,0.536695351223172,0.99094965370648,-231.733029607157
28,1.34117062944293,7.35906394196105,0.557730418113959,0.279389762257495,-233.861976194513
29,3.82080611432819,6.56382335952845,0.0181566457024524,0.517897750410102,-232.388108092822
30,1.17106665571438,8.59429319759262,0.0195697813338902,0.733112089262194,-231.554649957267
31,0.833002998791286,7.76513669544262,0.514668962867181,1.07052504649723,-232.044768632602
32,0.835285220021893,7.68502998861847,0.161345431068773,0.894368332820041,-231.813486201497
33,1.72787592138716,5.2610642200672,0.27605999966983,1.15866828510332,-231.878854824118
34,1.53156226713352,7.26311442357124,0.721794126746742,0.424208996759517,-232.593014440921
35,1.99880771670154,4.00689327166052,2.15847027380963,0.807798661932138,-232.501073249992
36,0.754071913944918,6.52350313014918,1.07579339637301,1.01349711246192,-232.662668075115
37,1.14010987885912,6.56894238862475,0.439877625535736,0.551882536665569,-231.983381851569
38,1.5777413888244,6.33512753961234,0.916007623832801,0.628467466570989,-231.658023421655
39,1.90931669449118,7.61109063858724,1.01111223364721,0.624517130837609,-232.70420125436
40,1.95731751994352,5.65884711701049,1.22774045326683,0.861434784228477,-232.011925261496
41,2.12915402897691,2.04497394050098,2.14690002979646,0.913293989766736,-231.502804651797
42,1.45554228327295,1.90107831676117,1.86040707462403,0.950428394910956,-231.877371320591
43,2.07402081801614,2.16892989453791,2.48564435099345,0.74539692190824,-231.49543760549
44,4.06497208355919,5.8027626606456,0.199903649247743,0.39873252881313,-232.217777800587
45,4.68039671984494,4.92528758452339,0.409170555764504,0.392490009345516,-232.296682196749
46,3.8184794178325,4.2936016248825,2.47234773600921,0.571087318463416,-232.96836392354
47,3.82701519157435,2.66687473629666,0.749587652882127,0.58731043117951,-230.128706874901
48,3.43759983896907,2.27917136925338,0.00567704894643997,0.503395329106851,-232.088346958979
49,3.4984466363925,6.72342549751578,0.00956317066067087,0.66123602510448,-232.513478504657
50,3.49138653387735,3.85662983891619,0.842960199425573,0.726197503438005,-230.729544593753
51,1.40206931966776,8.73389363845875,0.632298349185476,0.722941045343569,-232.863375836978
52,2.34296056045197,4.19674238560786,0.166451152233227,0.707176845274405,-230.726698491251
53,4.83141130045034,3.18158299916489,1.79139631233084,0.749148398287278,-232.516831070908
54,3.93435192596145,2.97585704385368,1.751751050286,0.669744310228764,-231.145188218531
55,3.25380823504157,5.69067764559826,0.944508264829436,0.671526743426691,-231.884262109824
56,1.79954542195402,5.65896785513563,1.51667353755927,0.704480436236783,-231.868206533802
57,1.86801743370053,6.21015743420524,0.311442166289701,0.998839558032407,-231.19713380287
58,1.56454566635695,6.18933509640562,0.520741321953403,1.26352118484217,-232.535894109426
59,1.17311376953955,6.22337685319694,0.538256990937102,0.399420405668272,-232.956562185361
60,2.85371446915911,2.84804125395961,1.74407837847287,0.404889011877733,-231.337012966266
61,3.24943796789933,3.01947273952313,1.29652025424611,0.438826794890647,-230.262852252434
62,5.61976993758779,2.82344801850043,0.769599528433245,0.375390641774935,-231.093609585487
63,3.10471600154031,3.86710204930228,1.00508294261625,0.642517750447284,-230.535416727704
64,4.73055267566431,2.0153682908832,1.21563364875136,0.39043123815156,-230.676432649126
65,4.59457089937839,2.63126398692257,1.19738362100451,0.50861874232234,-230.125323611853
66,3.50098166172009,3.56520392489038,0.38848197488423,0.376428184677146,-230.694226121879
67,3.31770909688575,2.72996348142042,0.146321214807006,0.343597902949749,-232.258664753283
68,5.44737888958862,2.39409076375305,2.14337558353019,0.664107237293727,-233.409862026517
69,5.12848171660849,1.75670262216009,2.37231171083317,0.298243577988635,-232.938866160111
70,5.34839310659268,2.78498737355283,2.21926046931897,0.349302365739469,-232.426519915333
71,3.43706247861669,3.27471234327702,1.50585814631655,0.788966234418099,-231.468285289927
72,4.55544547456489,3.25791647126487,1.21204168035992,0.28077538367962,-230.647263340832
73,4.05225584631958,1.63250851239598,1.11443784938537,0.479992703598802,-231.641807080901
74,5.19927205413885,4.68253120714387,1.05366675126685,0.868429441966177,-234.464632659117
