"i","asc1","desc1","pol1","p"
1,1.47882833598114,0.0368507930862487,1.67045972866095,-58.9235921000944
2,2.16977604359097,0.158842743621794,1.76944130221882,-58.4327972827693
3,2.19983073902956,0.334746458827919,1.19504775408274,-59.1158333859814
4,2.05856129244609,0.215546932865527,1.28511732021688,-58.5458299527361
5,2.23809647599701,0.183209723352239,1.63624409722506,-58.4897922540596
6,2.04858533518855,0.269487430439371,2.07860369604422,-59.0670842598244
7,1.10978674670729,0.567441445087227,2.24200357283807,-59.4766350768027
8,0.567579123678105,1.83316747868541,2.03565541232346,-57.2841603974685
9,0.653237665130332,1.58804525885985,1.24597857307053,-57.2285594607199
10,2.09944789546884,0.484082281968463,2.15197091183908,-59.9408940040193
11,1.305562362026,0.508401159829119,2.03710594658569,-59.6938675884266
12,2.10213503816601,0.817505088952291,2.7324145390958,-61.9956085904509
13,1.93209487594637,0.372183499484754,2.30819359884643,-59.7506576626585
14,3.19789948592866,0.0181555387197498,2.77817662455032,-61.6855547859471
15,1.76245433396815,0.0575421752601365,3.10722469956505,-60.7116043997207
16,2.17049215293644,1.62774766711988,3.2316992750753,-64.8954578826872
17,0.959566802917028,1.05040994482585,2.42058232891264,-58.7340683440884
18,0.473251940488932,1.85512557347098,1.68020027036669,-56.8007452511895
19,0.316375753338197,1.70437217225114,1.48660023393,-56.3974900131927
20,0.0600418080665819,2.483529346999,1.38959259794916,-58.1493734346644
21,0.633262965937443,1.50524940527357,2.20040410895723,-57.462543074453
22,0.645391386261663,1.55380516730118,1.82491892831291,-57.103384107714
23,0.079980914540732,0.956698702783887,1.65478757024219,-58.8984458282493
24,1.38082955205914,1.00095591106564,0.746833504181703,-60.3973388786371
25,1.35385583755147,1.55515391669038,1.86424830765871,-59.3807376066874
26,0.036191918614017,2.14982709857437,1.9375099726062,-57.8998755890546
27,0.552936747908621,2.45046894918406,2.65007435750784,-59.5038597128798
28,0.0546996745776621,1.2911334891499,1.30782206502136,-58.1187207122954
29,0.46711232246669,1.2459071514024,2.09152400196854,-57.1342841172224
30,0.138837484417356,1.78046964298138,1.52261311962594,-56.6539816695597
31,0.416155686758664,1.97276915193671,1.56027433669728,-56.8279040479865
32,0.2988062233145,2.45762830323675,1.16183522504356,-58.0067935444285
33,0.181072080723594,1.48914876047658,1.18090807085458,-56.8044205736989
34,0.919065053265452,0.900923573257754,0.873314624396826,-58.9705772040406
35,0.487431527757495,2.33721412912419,0.966676037641246,-58.4765093802839
36,0.191657805381407,2.16735789304076,0.937930971480679,-57.8583553550774
37,0.0900531681026479,1.78655103695055,2.48445242909133,-57.8053404689198
38,0.720891360058268,2.86236972820419,1.84907825556934,-60.0582525769356
39,0.360391710445176,1.31033971544494,2.98621742111049,-58.5400379595027
40,0.538956045170808,1.77158239616641,0.588907767047078,-59.4899358016057
41,0.374768444934984,1.84503744605557,3.21373604109902,-59.1148825357879
42,0.353869847493549,1.96750221107748,0.946641614691934,-57.5388741606397
43,0.33760649701234,1.5062439386864,1.04614995663567,-56.9504899434935
44,0.0544771618459565,1.72551674080461,2.35220676997258,-57.9107500058831
45,0.591966266460998,1.19752346921161,2.70534339022404,-58.4423980225269
46,0.551250122060848,1.60013199095994,1.58593965994901,-56.7776250775818
47,0.574631741743937,1.34721018266925,1.78431093317068,-56.9379998796919
48,0.358131143968368,1.48247625269057,2.35589264557896,-57.1066060099677
49,0.270272614404713,1.65880150427171,2.56141546027114,-57.4012394621451
50,0.657909266707079,2.27249112045621,0.754961896983544,-59.5984232668617
51,0.435884444122278,2.39465730535477,2.26435338490855,-58.3700123747171
52,0.468412834688362,2.2706422025799,0.638109133483369,-59.7734221140777
53,0.812909281064915,1.96385410148606,0.653584997412699,-60.0677519527613
54,0.983266996306006,0.85417031563896,1.02458811133257,-58.6435155111163
55,0.94500343510193,2.12083278910855,1.03532721875757,-59.2309980447824
56,0.781038598945063,1.38282372581439,3.08868577173943,-59.6362387897804
57,0.975376650248235,1.66987124951709,1.46502736565689,-58.116786398469
58,1.03900559556989,0.895565762232654,1.45992773326408,-58.127760983504
59,1.34438978348278,1.18150938074257,1.85017405965443,-58.9571594651186
60,0.0738127910990147,2.27991840597465,1.95086695035544,-57.7049244546837
61,0.539270495809309,1.88710602552616,1.56701777005193,-56.9911498481388
62,0.564446356925286,1.45965192646705,2.43326206970779,-57.6571910915964
63,0.473460888368763,1.65184328112215,1.67727616382582,-56.626048581736
64,0.0794822535637209,2.40585756966308,1.28761757722863,-57.8984516674887
65,0.308872847510093,1.43861965695642,2.16489042430449,-56.8087302280983
66,0.574690073309393,1.74136066390447,2.2043310855076,-57.4226637166459
67,0.90819833453115,0.61478163211542,1.46724428534772,-58.5326191007168
68,0.699263387656426,1.74113640704128,1.25115050694895,-57.4632672312953
69,0.0998929710001053,1.93143890120756,2.2658448573485,-57.4657826579375
70,0.484625845273897,1.63643507875701,3.06125835976458,-58.7983724985328
71,0.426156933392597,1.17456294478842,2.74563614188648,-58.3272636592817
72,0.216317219495142,1.93503022961312,1.15978116594499,-56.9434418329055
73,0.571174020340129,1.74047380668034,2.68358675466163,-58.2524891803073
74,0.512630987374245,1.50911782548768,2.41002491752146,-57.4839563503932
75,0.39373102876247,1.64802027989184,1.60303170916154,-56.4528428923376
76,0.37443175415965,1.45926688408484,0.920461301007734,-57.377778280609
77,0.242280628536614,2.19973398658452,1.04885623442517,-57.5955358161822
78,0.149882638757275,1.31048063513797,2.3799633899867,-57.5552103652642
79,0.998718496660603,1.39724590037844,1.40715577771658,-58.0108944901937
80,1.13046789679316,1.9953448046932,3.37292234475398,-62.1953919975897
81,0.8940868588141,0.821311207253106,2.91940829999278,-59.8550117999546
82,0.756908783286461,0.845889140116795,3.23596249570603,-60.5056767822548
83,0.437293987495404,2.75209380868897,3.53017166097181,-62.2427418726804
84,0.36207006431577,1.20652910527848,3.29001138502265,-59.4897524514475
85,0.0885527603567439,2.28816780102413,2.01429384923915,-57.6986826090093
86,0.357425576859548,1.20403608776603,1.12366994400884,-57.1843426614217
87,0.576665521434514,1.73103240415428,2.34589632298241,-57.6348937370456
88,0.174725467925772,1.78605819520514,1.92245025188106,-56.6857520833378
89,1.22818571276501,0.824513639461237,1.3561808741689,-58.6281587559245
90,0.872346985738781,1.40700132204032,1.61785512914026,-57.6159853799435
91,0.266498103471668,2.33696560598722,0.859810922025458,-58.4808817793384
92,0.311727047960572,1.53042325693926,2.52595397709937,-57.3371536390494
93,0.211887930959734,1.74641476305945,1.52633876675808,-56.4394626638631
94,0.212631326995252,1.78720574094726,1.43422477991389,-56.4994461020531
95,0.162876914071338,1.70775863937846,1.79871194945717,-56.5897180791891
96,0.987047356953865,1.61212862435139,3.1810035418819,-60.6195753649033
97,1.05550849292049,0.846541081214017,1.64149899220088,-58.1909117385557
98,0.477874114816952,1.91437844781547,1.10655175566667,-57.2844722281836
99,0.482242066928571,2.55951556086882,2.42804662206204,-59.2068095065087
100,0.275059121365523,2.85626701068475,1.22677098123649,-59.0572975419607
101,0.467591794429156,1.2910925978245,1.25378817228893,-56.9230141891091
102,0.478570812981231,2.03956728539626,1.43719414075642,-57.105077889792
103,0.247346781698276,1.41957726440588,1.60096702603506,-56.42317725468
104,0.267641124555444,2.47080877487744,2.52350125270778,-58.7261908165126
105,0.359056518371389,2.34566985284489,2.20722066578082,-58.0084265556865
106,0.291363252693779,2.20119266373646,2.48518007554263,-58.0279952942399
107,0.170952256744912,1.78369861674348,2.31670915559104,-57.1741925737513
108,0.911382500873363,1.21065657651836,2.61668221554192,-58.9422452867664
109,0.947853060285762,0.685740152664809,0.693490520533493,-60.2348140896059
110,0.70395463268682,1.25042437372017,1.31918766971016,-57.3333186213716
111,0.587898904315331,1.30815510425162,1.35404252442181,-57.0128371432073
112,1.35590690555605,1.61360223782064,1.32629711868607,-59.4053569965396
113,1.16196858358595,0.6488873482306,1.7760091618485,-58.8125956796937
114,0.770201776288709,0.73660739101986,1.54509848728263,-58.1107200546845
115,0.426995951252318,2.61898838948044,2.55116577595032,-59.4777671820121
116,0.150888495202526,1.4563239328363,1.61551902708157,-56.6394843266432
117,0.99904474371549,1.8031131364205,1.48565998519331,-58.3565728620506
118,0.729432960158057,1.20587291333685,1.19744090428716,-57.570365834012
119,0.764031117624137,1.97543451676937,1.12435022224812,-58.1669986125991
120,0.198142519315661,1.22557665382373,1.93439434976457,-56.9970585786143
121,0.5982238951623,1.93619553859207,2.18068291475205,-57.696445463393
122,0.0903158843764012,1.91669324892086,2.14763777745096,-57.344369247901
123,0.0610269930400413,1.88169572958235,1.76917457180238,-57.2057375277588
124,0.403147140734644,2.43951529233983,2.09490376426978,-58.1865524377076
125,0.263804899212613,1.70134612631319,2.1069150839015,-56.7102010548587
126,0.246347602463423,2.0295035359622,2.09317663586839,-57.0792107216492
127,0.423903815687803,1.07474977850774,1.7541075930479,-57.176806257979
128,0.440675584399487,0.974191869160625,1.27159309395856,-57.636600656477
129,1.15893248614788,0.908070708721869,1.79704246983953,-58.4109276992933
130,0.153280566511006,0.745438184453167,0.949149132231584,-60.6540801303404
131,2.24383371629161,1.49278081656738,1.87084610358124,-62.2455218965894
132,0.970550154274884,3.12240241055104,1.23851714602915,-61.7366217075157
133,1.01156748253077,2.57861258294766,2.3160584060779,-60.7601431202265
134,1.023065275712,0.630218711405591,0.576964021391027,-61.3009342509748
135,0.771726804140029,2.12311982196157,2.40868305457828,-58.9509384750311
136,0.684710424243436,0.642276628434562,2.47243377329854,-59.3431147744548
137,1.06355019069598,0.539573372911921,2.64628853109738,-60.2273038846688
138,1.05715882878185,1.42064161390753,2.02873394253292,-58.4515509616392
139,0.336115451488082,2.04796973804826,0.709515000606159,-58.6627205125792
140,0.343381663152171,2.0660395515419,2.63677690402252,-58.1015502680569
141,0.270892751050368,1.93762767124597,1.61292721674094,-56.6043835332847
142,0.248235749827448,1.75595166856099,1.77123691228466,-56.4558990734509
143,0.453813149252649,1.64629139141787,1.89361767518317,-56.7021765455928
144,0.402969886040475,1.93307023025725,1.51649281406965,-56.7466760380917
145,0.347331926825689,2.03316408834096,1.66254477739524,-56.8283091752058
146,0.49031131145847,1.17833787175503,2.61126412289407,-58.1213643976835
147,0.45288077536654,1.37888330340498,1.37438841374781,-56.6879665299034
148,0.661732279505718,1.25943101968729,1.3344780970477,-57.222573939862
