"i","asc1","desc1","pol1","p"
1,1.35371492049749,1.46405738242902,0.359041917584289,-251.598778737723
2,8.65949312309827,0.370290148461292,0.330474999982882,-240.971902210216
3,3.15135524623188,1.58434606564319,0.224970683220774,-233.335754992851
4,5.76919881153013,0.547430608953738,0.231003526176391,-231.321794928092
5,5.32627311014663,1.23305389498313,0.344484498768179,-231.446361252516
6,5.48764975919481,0.956813228120554,0.261724159398182,-230.991149524451
7,5.43608577354903,1.48907285964814,0.220733151558005,-231.529647218414
8,4.42182437940412,1.08873018263224,0.168464914383609,-231.383649927937
9,4.38672750471071,1.02967547824923,0.25997856182086,-231.209397284605
10,5.46345319764162,0.590660566229791,0.365116981246472,-231.706894381914
11,6.14654824675465,2.9234503904087,0.0805233196397949,-238.970765082669
12,2.76507936373758,1.129217542774,0.314812614601748,-235.812879409099
13,5.26245375320184,1.02579970629082,0.194905759823318,-230.971416575226
14,5.63031361990477,2.36652181981981,0.202972737447303,-234.136563238109
15,5.82031674373764,2.06588259987775,0.319296232498195,-233.621387503239
16,5.60347621019799,0.667863438164116,0.144305578949841,-231.622134088309
17,5.36289289936292,1.10967153127049,0.26247782962117,-230.993436327076
18,4.59152790029193,1.72595347597243,0.323937906427448,-231.812878987306
19,4.92202264778907,0.705346827532699,0.137480264520825,-231.793331586341
20,5.47849820716928,0.661545752403394,0.210638429959421,-231.102846629256
21,5.25651114779651,1.55905175276945,0.254196666588142,-231.516703331076
22,4.47883563955451,0.826580601026363,0.250225893307792,-231.394023703764
23,5.43278309458875,1.06454062090791,0.205374505401675,-231.027639309434
24,5.27221303208108,1.21834984028088,0.262611334991475,-231.03697538782
25,4.56129964355688,0.705458324137552,0.30018706326355,-231.719960212928
26,6.07459747030708,1.21102329582017,0.227767899029426,-231.880422475698
27,5.50697936986882,1.25205286970403,0.410222548833181,-232.110530129487
28,5.09510099972286,1.13573921539578,0.220914065900412,-230.899660085136
29,6.20776737038026,0.777036231712363,0.384761488974396,-232.427687165604
30,5.85227670240196,1.88270667770222,0.292871683308441,-233.033920031812
31,3.40157784483624,2.40637046115831,0.448864902030221,-235.000622742881
32,4.30597776003509,1.94795204134085,0.268710129101468,-232.034542082911
33,4.35577056921414,1.19509675417453,0.257470569711817,-231.144195486183
34,5.88472982193439,1.66745290642962,0.225107684856565,-232.437129481992
35,6.08990450117594,1.68628980446033,0.265891827219795,-232.843772029794
36,5.87685023581466,1.01077791373755,0.321630863075032,-231.623076523395
37,5.75108784723884,0.377553903800329,0.343705156646051,-232.046713661358
38,5.60898110036167,0.692940988363198,0.51407664552273,-233.058338104895
39,5.28574490061777,0.831604503811768,0.188501868444539,-231.026161131328
40,5.11192438795507,0.608396676387137,0.172303535148114,-231.46075211913
41,3.7965707878796,1.75308130522987,0.237206491331045,-232.005774552253
42,5.22447994255737,0.620104470881875,0.123309908124093,-232.014586309717
43,4.63764406878508,2.07472871810172,0.400949847388343,-233.104140278352
44,3.74895947947259,1.8450983832441,0.40733316345132,-232.982753810629
45,5.65501719558704,0.20745257513255,0.382150707485828,-233.020603094851
46,6.51025126575226,1.14430587346465,0.342037712504219,-233.030791992778
47,5.76382770369995,1.46037165792544,0.514104674207598,-233.771837788789
48,4.61390708879802,1.38762404815379,0.241585448658042,-231.089188162178
49,5.17424969216112,1.20282573416723,0.205991187018732,-231.003516025148
50,6.20756013229724,0.917109826687985,0.216102719338348,-231.809167764112
51,5.17388273220744,0.65904528029848,0.344069301535431,-231.499096181464
52,5.3836523202714,0.725650204824384,0.199891560790153,-231.058877900538
53,5.09969014525417,0.95365700057159,0.419686548733442,-231.839557092678
54,5.29551243327284,1.209169533985,0.229983428047019,-231.016777742319
55,4.49301049752818,1.23235943577295,0.251262840756932,-231.047663328465
56,4.09647323365049,1.89637548978483,0.263392558881516,-231.988764311783
57,3.70885441346751,1.12840234648412,0.24069623715512,-232.080677319828
58,5.88442293076502,1.25138130218895,0.331082708111342,-231.953031767529
59,3.80600343352841,1.50432656661718,0.206131781923827,-231.815509969134
60,4.75941490557949,1.27567010681417,0.225067313111444,-230.980055754645
61,5.65256827547188,1.38952193980445,0.282251162954595,-231.638368377172
62,5.08272070194568,1.33031958665646,0.29219699174631,-231.166891801117
63,5.52737501695726,0.886469827131191,0.213200835391826,-231.005105768213
64,5.13869277982946,0.43360257798213,0.273529881144957,-231.765836414644
65,6.74976392406012,1.95797748448943,0.145249335327269,-235.441690584246
66,3.00798996481087,1.06561979074461,0.319601484702435,-234.777270074605
67,5.47343912081766,0.968106806447761,0.19446954439931,-231.050846342031
68,4.70863554616432,0.64991787227345,0.402129105807279,-232.357583242342
69,4.44534587466057,0.736261161160742,0.272022308698331,-231.705555407305
70,4.8279180082203,0.579524152214923,0.226197345774017,-231.589673858676
71,6.47337474442917,0.885678507257591,0.181686615930266,-232.436419224317
72,5.74095792336225,0.955658957662916,0.240353594524885,-231.171506897792
73,6.28864916194066,0.224827514460571,0.273003610329965,-232.578529855081
74,6.45526387964586,0.812057796082738,0.314375640754404,-232.425698283008
75,6.87756019624161,1.27936196058958,0.311771283963819,-233.99058460143
76,6.0488500239356,0.269247362406184,0.264303560615115,-232.159574701256
77,6.08341497304202,1.61820199841179,0.145626336627521,-233.150755164133
78,7.27926833527444,2.02878942108101,0.40856753519041,-237.504522491655
79,6.60082818004584,1.96103465602753,0.169345714875573,-234.828074114793
80,6.26634744935639,0.165950028865429,0.279332353033105,-232.829697430774
81,6.22612789421312,0.655905759936605,0.224298699616224,-231.754684424192
82,4.95518109932512,1.60644685186243,0.256730625694965,-231.448288929197
83,5.11304390764765,0.727664695844003,0.221241481891249,-231.035736579637
84,5.34917219527036,1.14657900497383,0.20620426930476,-231.034434975333
85,5.13017325507447,1.13747052093106,0.157667429815341,-231.261939898954
86,4.26142247774608,1.56375055851458,0.351961195702695,-231.792402956991
87,4.53982677458756,0.907535157473112,0.435027370683139,-232.295378618257
88,5.81158865670644,1.62972025800469,0.48053361234762,-233.814388466409
89,3.58022653483787,1.1616639197172,0.468302284353528,-233.710485897927
90,4.68614090709017,1.1462354972592,0.102031548145581,-232.315978066065
91,5.33965619122099,0.704229917781076,0.130934870991755,-231.733107592623
92,5.61730285924349,1.10328507597653,0.149043147903921,-231.612650392263
93,4.11273808548648,2.30193036000769,0.0764072347976487,-235.265450366489
94,5.7812559868158,1.14795370404067,0.273173333933921,-231.425896731196
95,5.00268630338323,1.12435093665885,0.251832897937124,-230.880385664363
96,5.23023067911541,0.758639489108868,0.170761496210141,-231.199199596741
97,4.60303169659724,1.26331960322008,0.114729676734296,-232.068308619852
98,5.10446419109044,0.869670917565453,0.17622765182818,-231.087030868835
99,4.84981093633374,1.45678623607986,0.358143986038572,-231.633049452857
100,4.41514382123401,1.33402128779002,0.318343024075585,-231.341381101833
101,4.95472551505491,1.48828557697729,0.298031234557205,-231.365592080213
