"i","asc1","desc1","pol1","p"
1,16.1397198493274,20.7894429501612,0.566088350059386,-5050.72341141317
2,15.0637423215581,21.4305768862832,0.668802772658162,-5044.07013853639
3,10.8394469929541,17.6421340773813,0.560456988980263,-5012.52330674774
4,8.11536352067795,19.9556544109934,0.599439903368658,-4995.13110798898
5,8.19455158185755,18.7340581430472,0.658656245333062,-4995.40182812773
6,5.26873941730317,19.8655818511616,0.727116464861381,-4989.92949103548
7,5.22385217749123,19.8726199008583,0.732009153014971,-4990.09626092744
8,4.74313910013606,20.5990400558862,0.564011259944006,-4991.191507081
9,6.20195460702489,19.7396290912352,0.585555505762292,-4990.53427693519
10,4.80319072409729,19.400562628819,0.616975854499217,-4989.70990473391
11,5.62828500356868,20.8448931808477,0.647817566701922,-4989.36598070096
12,5.94878802283078,21.2848579220833,0.681930356637658,-4990.57823256201
13,5.09740730768412,19.9829861992864,0.596211551493515,-4989.35603993657
14,7.31495350829668,17.6203272916271,0.616444097387617,-4993.42253954132
15,5.44333316400302,18.1999807313971,0.661670160581993,-4990.99785947121
16,6.19415365546597,18.6005347889404,0.676988979796663,-4990.48427801058
17,5.96146108084188,20.6698260457742,0.693768129911989,-4989.96911526249
18,6.56210013027132,19.3217220095939,0.667032444479077,-4991.13312581284
19,6.48053494598546,17.630730084984,0.648101978497559,-4991.64659629053
20,6.82962151304648,21.2338090465892,0.715437901698927,-4992.93280069553
21,6.57610911773347,17.6231661743041,0.670369975499108,-4991.92556901557
22,6.50224652845789,18.5228801822777,0.778508200773269,-4993.20724255696
23,6.51471218290465,16.9721675553847,0.7111895482381,-4993.54079834285
24,5.98951314236695,18.620735766508,0.648416427011182,-4990.37586411468
25,5.74215151519241,17.9097282140538,0.71097558415546,-4991.21960872859
26,6.19110203940148,18.087232563088,0.734864420537417,-4991.65321048712
27,6.25834180559307,19.1123204747237,0.603974645540408,-4990.84797523593
28,4.79380769823022,19.6891903806235,0.626904594142347,-4989.62176847545
29,5.76884831632762,20.5360996973458,0.662374749000106,-4989.17869233485
30,6.04369944702498,19.7593099594804,0.618480012520439,-4989.66809603475
31,5.06772823022343,20.7507582538518,0.631002837769955,-4989.52362229311
32,6.21148027754984,20.2810754489172,0.729964348258229,-4991.14842683594
33,6.21373564280234,16.7460091187742,0.624102646022813,-4993.14657825027
34,5.59441703504816,19.2677489436821,0.526051750642957,-4992.07285018817
35,5.77200133953666,19.3991658717052,0.601249089682554,-4989.8563063596
36,5.20644104126332,21.1458099481308,0.697797622965846,-4990.51739278478
37,5.66499432613564,20.5033341347364,0.659196321863561,-4989.08025494134
38,5.62465907130362,19.8192809193072,0.637705987330406,-4988.73718669596
39,5.34678981602164,19.4799119843312,0.623164573949771,-4988.96020423867
40,5.4584509380428,20.0137546791422,0.718561840170651,-4989.69757824872
41,6.16162004268597,19.8635916451651,0.723747852235995,-4991.13543780231
42,4.68428995453621,21.0535221009242,0.718751984803313,-4992.09472459492
43,4.89692917645778,19.6816916165601,0.625659963906019,-4989.35797194631
44,5.82197095586787,17.781517670742,0.685075356223829,-4990.93851247544
45,6.08540070981587,19.1901807298611,0.645673291669629,-4990.47701249869
46,5.68288573918733,20.0702238006245,0.704422256736606,-4989.48032124139
47,5.37361904413308,20.211345183616,0.604142601429074,-4989.00107899962
48,5.84242891560177,20.1223294698814,0.588284560423852,-4989.2187798767
49,5.55514671327615,19.6794780442672,0.721417242669357,-4989.92225706442
50,4.85112272011868,18.7509987495748,0.596317624255085,-4991.07625062043
51,6.03213892546303,19.4245254562145,0.63352548251486,-4990.14397458847
52,5.92404912244349,21.213837749269,0.567080953219494,-4990.69285448834
53,6.29031231202937,20.8361012804696,0.643940127296101,-4990.03597113667
54,6.30011359900056,20.2272075027782,0.593266753558771,-4990.07895692798
55,4.86482937093644,20.2475927942919,0.663689163455579,-4989.59575277411
56,5.86256775185286,20.4483092830538,0.594145373498509,-4989.25412271835
57,5.9132473281231,20.4492296960733,0.656123165416009,-4989.1455742047
58,5.74711222514699,19.8047694449841,0.663052944517926,-4989.03813675848
59,5.45603111984972,19.4707278410231,0.652103694081131,-4989.02207492133
60,5.57967449880969,20.3379248319119,0.543054341496724,-4990.42350348068
61,5.91192529786211,18.2328959653545,0.744602958357478,-4991.77868764481
62,6.12028696171772,18.2153427269235,0.767670102461882,-4992.50960704885
63,6.20472439930607,19.7533847988974,0.507800804036722,-4993.26429130904
64,5.41879373665732,22.9147907904274,0.67674736533123,-4994.23574061997
65,5.59140199276451,22.8118431406487,0.635173027151361,-4994.10380323341
66,5.20468678248879,23.1346186631284,0.601136722951825,-4993.84772705833
67,5.09815074259001,17.7574636404328,0.681984505440713,-4992.0874188452
68,6.10946248343732,21.0301961057279,0.589686746130768,-4990.2404100066
69,5.46203811967331,20.1504514805432,0.67750226933936,-4988.98241248962
70,5.23377430182703,19.0621996311396,0.598554146076267,-4990.02760059804
71,5.52000070875332,20.4675830205828,0.71605049902362,-4989.99718853231
72,5.5546733015199,19.3132374066928,0.642987902426252,-4989.41603672086
73,5.25139897870396,19.5932835071881,0.640861390800663,-4988.79978120971
74,5.00498136244279,20.5957209453055,0.571571340148474,-4990.31876346293
75,6.13229107944791,20.7982544262496,0.643633341035487,-4989.71119117
76,5.05952514307138,20.2419866397114,0.537764353969708,-4991.20093983994
77,4.97062361689278,19.4526423673679,0.609314441471514,-4989.39674668135
78,5.39581704912118,21.0181130852153,0.636657264629651,-4989.50997408601
79,5.01529792051011,21.2253386677777,0.663870836963714,-4990.60869193795
80,5.74457652242515,19.0629019449999,0.618838295632857,-4990.29304572018
81,4.55092807723801,19.4630140858791,0.688485411900827,-4990.60259072307
82,5.80731690982017,19.71412716723,0.672818817579892,-4989.36676901821
83,4.97352145968096,19.7818738092757,0.658528101472741,-4989.1912482587
84,5.02095966653058,18.3628074281006,0.611600644143406,-4991.83242728721
85,5.49101035745905,21.8894191250294,0.599201401031951,-4991.57951497242
86,5.93809095835246,18.675050159087,0.635990647250551,-4990.43789250386
