"i","asc1","desc1","dem1","p"
1,8.719556680182,3.07189476607917,0.756220589056082,-128.248081629128
2,5.23497301153839,2.76500662487549,1.35228079337713,-126.139130099288
3,7.0027981128078,3.08474834101824,0.225335363094638,-126.936257244407
4,2.42367090843618,2.71767515341369,3.34380944838364,-127.230342307026
5,3.04124677507207,2.37539212395584,1.54569625773769,-126.21300077603
6,4.21586555358954,5.78527509690409,8.3069691715366,-128.363567646532
7,0.438994845858866,6.83709958860797,14.0814071180369,-128.337204001111
8,2.67659722491058,3.3829259850472,15.717489924115,-127.763925394511
9,4.40091570665951,7.33803066298512,19.8294745004055,-129.772212187487
10,0.847610563152762,5.19533047582169,19.2670351518568,-126.97057785502
11,2.52266069835169,8.00621064812091,6.35873549224516,-128.802626416072
12,2.79264964287287,5.48542932876532,19.5096734768434,-127.467953398401
13,2.82103141204358,5.68720708940325,6.8485398251174,-127.456486064721
14,2.02883092202476,4.75086768729759,10.0489772486854,-126.86490863769
15,4.57768969405672,5.41447060242442,10.2808418173447,-128.416941744186
16,4.72347916662353,4.67043166411256,11.525162465165,-128.017282344492
17,1.10150394006292,6.60670262308938,4.92626089765002,-127.692767049068
18,10.1934082835948,6.71433960682859,6.03090211792385,-132.534898149397
19,11.1480174953433,2.05205358461623,5.06889494483318,-131.527736222393
20,10.0128780362977,2.74119695666057,1.05567354395906,-129.12634340839
21,3.33657202188281,3.37025973241587,2.30737169917754,-126.172362961096
22,3.74422887846252,3.78345338319239,0.724690580992922,-126.005431976884
23,2.79128417226842,1.89905682014112,1.63354257734819,-127.080253974914
24,4.0782433475217,4.20015833101977,17.4166634705534,-127.923869849833
25,1.65750012470765,3.94978880108145,5.58453154802226,-127.503339683696
26,1.03715829675879,4.6648164931107,4.59634266077444,-127.297679060975
27,4.72652039871413,6.04809128277746,0.208236488421511,-128.034875134111
28,5.89785433964666,5.60731845948656,0.990912590481233,-128.146645618642
29,5.70064102213333,5.86843097297285,0.651224633199832,-128.228746926988
30,2.71380880528564,1.45277169713561,1.06296200048489,-128.295839634005
31,8.58935871936816,4.78707367580923,0.17879018680805,-129.019518181116
32,4.30855797331284,1.5105993333606,0.760604522171507,-127.124104638485
33,6.9869621608636,3.67424026344511,3.32640421130159,-127.779305454611
34,7.8240220761622,3.0652897328006,4.1976263713656,-128.285449848923
35,2.86011503923188,4.20676891485768,2.01725221515854,-127.036067600303
36,6.8141357340614,5.74082637115921,2.67480474667912,-129.098377909515
37,4.86691411636069,1.76997370814182,0.0689994503585887,-126.434896938787
38,3.85686179134028,2.88457727536999,0.410971456407381,-125.53572795643
39,6.10053877904975,2.78560479843296,0.642066026292276,-126.442203913114
40,3.60893828654626,2.63183364128933,5.35630658504952,-126.333126050745
41,2.06991856545174,2.2185937596602,0.523570134687322,-128.029979486646
42,2.94157586200127,2.12650258323416,4.02164759803575,-126.860517579158
43,7.0634834482331,1.90619273806229,4.26207119779446,-128.009275908004
44,9.19089625566231,3.51030157250064,11.4767193760617,-130.463239870568
45,3.33776089531869,4.2411975876865,2.91811400875866,-126.852658419347
46,4.52380595851258,3.85215559502895,17.8663078911427,-127.871151484
47,4.34219129901879,4.15244984201918,15.7666075558003,-127.849574125994
48,6.53294367610682,2.23758683371189,17.9546195845369,-128.993862770997
49,6.00188856001217,5.14454059692862,0.992656546339603,-127.78239264896
50,3.87789436906781,2.17963611165824,0.964988820980859,-125.963786176538
