"i","asc1","desc1","p"
1,12.5053504550268,2.98209952190518,-96.9480227337972
2,12.7761934241884,1.20739044551738,-96.4138953702766
3,9.18716273346433,2.08564076223411,-90.6182281635825
4,10.9451481014936,0.978775000954713,-93.804915337041
5,9.64759182715594,4.35927623213335,-93.1378937312729
6,5.56262433363743,3.56999308528445,-84.6491884165392
7,3.12655607886289,3.87763849389776,-80.8579132184189
8,2.37478506539793,4.8300257446248,-79.9923405318119
9,1.99737493226035,4.29063675586371,-79.3345497400879
10,3.64035390284911,4.56834861180981,-81.8840559580811
11,2.58100729534949,3.44128826434029,-80.3396505951784
12,1.04542804363932,3.66467824076539,-78.8052017777782
13,1.09074451522377,4.47399667777357,-78.1936130897274
14,0.945496887797469,5.77704159596433,-78.3206600697408
15,0.113763568028672,5.52235392790717,-77.3116476002725
16,0.53279041954552,5.43002072891649,-77.6374962306914
17,0.950215908564022,4.38470614941288,-78.0834370157954
18,2.38299251216593,4.30959291181025,-79.8501979245441
19,0.134322369658279,4.45328653145079,-78.0109384395376
20,0.561012433463953,3.77017123538498,-78.4927266040677
21,2.78292738390771,3.83635260691732,-80.4019803193738
22,0.169566112983217,6.09565024535037,-77.5353952164035
23,0.0758623368866594,5.98521715976164,-77.3710269484064
24,0.635780316333136,3.67623308711551,-78.6412596899475
25,0.482972726464218,6.15063593551382,-77.9493427100612
26,0.0810162083932033,5.4004167708648,-77.3158551475485
27,0.0653312809381443,5.30417007385619,-77.34657474104
28,0.119297240104939,5.39789839126967,-77.3325652465314
29,1.38888892764132,4.29853414044771,-78.5844405086486
30,0.411533467653714,6.06322035541813,-77.7949014963878
31,0.0965033026921469,3.73377662468596,-79.4289933437073
32,3.67601159217258,5.53682102509668,-82.8130268166093
33,0.643082873007983,4.40779386963589,-77.842118548951
34,0.393522935621923,5.08420542105926,-77.5050915945192
35,0.148790482160652,5.27882895002175,-77.3739128376309
36,0.246369465138405,5.72710865189355,-77.4436842936227
37,0.10910642619478,5.27010798803868,-77.3680564952281
38,0.895273272451959,3.79823206435295,-78.5363747918329
39,1.07224305586342,5.70613014013627,-78.4621956972825
40,0.705451380596249,4.41291141407685,-77.874796087559
41,0.869613785880556,6.96569977016309,-79.4055471224114
42,1.02876187878834,7.02017055256413,-79.7307590160468
43,0.537222830764433,4.95129942555596,-77.6048151309455
44,0.267369431794241,5.79349002578911,-77.4866428962228
45,0.290877148592466,4.08502875931245,-78.2050008010582
46,1.30149603705866,5.2959207795715,-78.5728529465991
47,0.530849123804722,5.25891867267583,-77.6030578328445
48,0.565799625047684,5.97279780834597,-77.9269818701588
49,0.544408290120516,5.63040905223843,-77.716304050489
50,0.537364785791053,5.45575586554278,-77.6489443474844
51,0.830346230552161,5.10881508019861,-77.8831131227347
52,0.854102266325098,3.56699900998842,-78.8682366887593
53,0.924284831298324,3.78109250794273,-78.5749688152762
54,1.62867375237785,3.84065018681917,-79.0927710305296
55,3.56541393860748,3.85734779983159,-81.4869777544376
56,1.22386716624213,6.12404421520751,-79.0300918768634
57,0.267871201351016,4.33279912513081,-77.9386169005819
58,0.0967146411923128,5.47431785929348,-77.3070316222923
59,0.603909926632093,5.54555941060517,-77.7502500384194
60,0.513397150421717,5.24332574046548,-77.5861836661441
61,1.83409345964446,4.11613561435934,-79.1671732645908
62,0.262459686669959,6.6602953240681,-78.1802046957282
63,0.129507375405704,6.70819843224581,-78.090882656482
64,0.222417381666182,4.94748566662293,-77.5094189821677
65,0.628364338938165,5.11570587346914,-77.675577638647
66,1.29277993440481,4.50934928296636,-78.4181927150769
67,0.702776856425625,4.50799867757167,-77.8276864455212
68,0.282087149963408,5.46245541809629,-77.4254748355025
69,0.00519264493062894,4.03222624621856,-79.6599993163129
70,0.185502394494089,3.90431286361571,-78.6946735519688
71,0.0974575727907605,4.88648426057342,-77.6167540563532
72,0.30815656533906,5.55864000855693,-77.4589074565
73,0.344271709176272,4.96608995157042,-77.5101049862952
74,0.462593786856809,5.16755584957899,-77.5424288555341
75,0.160263976038479,5.11635101265163,-77.4364731401273
76,0.0831536994980036,6.50393635621183,-77.7938606205087
77,0.765605830862612,4.76744841369689,-77.8066146804864
78,1.39726123262845,5.8969464633832,-79.1211302348161
79,0.967494553112773,5.69671966985187,-78.3015079858401
80,0.788757564570255,4.51933308027073,-77.8874072013533
81,0.773340776303429,5.66184644319436,-78.0121557329662
82,0.948979813724144,6.61817096301674,-79.0883229147749
83,0.40963721971106,3.86344041710107,-78.409718779429
84,0.564993006848583,6.82116345071553,-78.7694187940628
85,0.398446001917134,3.80500156816414,-78.5135850698591
86,0.732487624181615,6.95674701209499,-79.1890228919096
87,0.0421473145158153,5.28607955912447,-77.352908968126
88,3.25047944056761,4.23344970948382,-81.0952211880352
89,3.69126953047062,3.98611431592613,-81.7011551350226
90,3.20377542561865,4.24725980314247,-81.0283316062426
91,1.05666334448757,6.66188819057129,-79.3134204983832
92,0.726804143823955,4.15157885339863,-78.0668853321956
93,0.788081623341267,4.89308820709941,-77.8192165567511
94,0.52337734891424,6.11750850778428,-77.9759790873485
95,0.405288788176649,7.47040975232033,-79.6051774884775
96,0.427279645371416,4.33007304950972,-77.8523172089354
97,0.465794922663015,5.36091847483424,-77.5604387560217
98,0.596226811637612,5.02675206794759,-77.6443287466277
99,0.229570347794596,5.29985655959119,-77.3990377229724
100,0.128443001942711,5.10850245762958,-77.4432887646423
101,0.475164999066061,7.04572847253984,-78.969700193059
102,0.930214311171352,7.56964843348941,-80.4451127035926
103,0.0341224918972287,4.07145822724669,-79.1463820753264
104,0.766254644938177,4.64430545690811,-77.8304387619984
105,0.494018057353441,7.78296278232119,-80.3066542419795
106,0.112485382846944,8.56305669435641,-81.9597833993849
107,0.772343335592072,3.66194045381962,-78.6837053674062
108,1.46620678675411,4.11713349407628,-78.7484115516228
109,0.0535079961300336,6.59586853634655,-77.8679882668947
110,0.0737143132019549,6.99649756013505,-78.4561342136858
111,0.841695084294805,5.22235328595243,-77.9218244887878
112,1.1307320971915,4.89944437270142,-78.2135054342065
113,2.01439430029362,5.62614335010849,-79.9418642984619
114,2.45061173581974,3.39192467528442,-80.2476366718138
115,3.24878727739983,3.78615230760584,-81.0305343815597
116,0.473237468357936,3.93527300722013,-78.2703052692449
117,0.255051331454305,6.32681144840131,-77.8147596289128
118,0.677693807381513,6.02801636905456,-78.1152817795023
119,0.421535217835912,6.38594438714022,-78.0766170733154
120,1.31741411803183,6.03684326699982,-79.107666772036
121,0.890395372352007,5.83203110956634,-78.2771820754679
122,0.675623375379859,6.04400380697148,-78.1243878808426
123,0.365719183242822,4.32258513892117,-77.8777921602117
124,0.996548757334202,5.04983350410424,-78.0699038595804
125,1.58736561523152,3.74078615297861,-79.1379504682019
126,1.24420147149141,5.15073347007223,-78.4291144498021
127,0.986641093498353,5.98933559298645,-78.5362030746629
128,1.00349950821923,6.45477444763425,-78.9941163269543
129,1.19906440703827,7.65159460684414,-80.9951493558508
130,1.20433799176964,7.1146731583042,-80.1531020585424
131,0.445176704373063,4.04923231286126,-78.1330393696628
132,1.12548493921723,6.30205361117738,-79.036294868915
133,0.09875281495656,4.02814592063557,-78.7854822133447
134,3.04971000914372,3.7646824692461,-80.7624817473096
135,3.72978607591225,3.16475683052553,-81.848712759947
136,4.61321945522076,3.48475196792273,-83.0553021069109
137,2.99530016807408,2.80329281092424,-81.4020696846017
138,0.701497004968453,7.77150630625698,-80.5144621949871
139,0.699573592269674,4.32481871895294,-77.9228606600904
140,0.667901540067205,3.68015182205278,-78.6354094225366
141,3.51040930226298,4.47737954697374,-81.6143042166314
142,0.456287439617844,5.70736443352085,-77.6502234522353
143,0.170536169319475,5.94838033717256,-77.4530782342673
144,0.227427112960814,5.16155506747905,-77.4275421868457
145,0.250060784899302,3.42696499692407,-79.5946267621365
146,1.7833231040128,4.54907252460849,-79.0497232884368
147,0.817434353455031,5.09822363600265,-77.8667257060933
148,0.240327593898806,5.48756305306148,-77.3968440246851
149,0.276240856821646,4.41411980628896,-77.8512504525451
150,0.735728386753342,2.91749368765874,-80.5217973664568
151,2.99939958800396,5.20601800456299,-81.272638772697
152,1.54658250937541,4.44710237416095,-78.7413590301033
153,0.76149926649865,4.98932655367692,-77.7949074806005
154,0.42868374232132,5.24013900782605,-77.519411306395
155,0.156436924916149,4.97710878683877,-77.5107100349596
156,0.34172786802509,5.12491902059567,-77.474687853141
157,0.528847081148078,5.83391680284382,-77.7957062492273
158,0.0518465839035023,5.65267118277405,-77.2636999408419
159,0.390824097849232,6.79425867531826,-78.5069209267539
160,1.21011751562053,6.34085135605563,-79.216057233525
161,0.895560676300594,4.75567634172183,-77.9348770926091
162,1.71976156502623,6.29865612742868,-80.0657887996987
163,1.13107696972623,4.44308792614755,-78.246568278164
164,1.19463419710021,3.99445343037587,-78.5557268808298
165,0.708972579796208,5.12220886276554,-77.7543398409002
166,0.504372826505499,6.81715232247006,-78.6828817731432
167,0.19024829498029,6.9579425733209,-78.509501196577
168,0.890326849543609,5.95870893864412,-78.3673933645854
169,0.194347648150697,5.60281720265265,-77.3719530358254
170,1.63112654652353,3.96068105936501,-79.0128583987979
171,0.331672866309751,5.87447257057283,-77.5896934325835
172,1.15240853799212,4.73219165598493,-78.2293849371949
173,0.23397041774333,6.85697419730043,-78.4079192157834
174,1.05699326383507,6.74387665440356,-79.4131138082788
175,0.981309632400066,5.25423363757347,-78.1066697373249
176,1.59998821186425,4.60971387660159,-78.8059343114274
177,1.53610136599582,7.70756319163395,-81.6507738700411
178,0.872494976173309,7.03831299252836,-79.5121239376674
179,0.748454334066709,7.509231477259,-80.0863690782802
180,0.164002416952894,3.37852989810547,-80.0470390892138
181,1.71987889285398,7.00278104011287,-80.9162180842017
182,1.21337194274223,3.20474349752263,-79.6988459081792
183,0.884037811998712,4.47147139672385,-77.9871531055479
184,0.764934845667488,3.92264717582808,-78.317020392646
185,0.637343556667225,4.57633592629069,-77.7581405843698
186,0.367094287127279,4.53351713598901,-77.7120961563833
187,3.15283337500869,5.0037018243495,-81.3700507633725
188,0.752290732554168,5.52121072309196,-77.917428207844
189,0.215032952397867,7.03967544599541,-78.6624798549341
190,1.15563860517704,3.3914091533526,-79.3063219344747
191,1.09515356548002,4.05690110242099,-78.4159023726753
192,1.31468831352177,4.25608672970079,-78.5168839795288
193,1.33889038227551,4.76520934049145,-78.46889897691
194,0.0795297505040054,4.90794547469901,-77.6160815474927
195,0.823559516738118,5.65845331395591,-78.0774125372637
196,1.18457370791676,4.45590097116852,-78.3026963864589
197,1.16086561125023,4.24753122855524,-78.3564851546977
198,1.16506666944707,5.73485236181492,-78.6233242302561
199,0.616974259159627,5.04359609502913,-77.6617902312032
200,0.6898296887058,3.97132628666144,-78.2311399296772
201,0.779838434747799,4.6731478853611,-77.8354705572719
202,0.260477379415567,4.68890281789878,-77.6453426748081
203,0.700302657853057,4.34797841194027,-77.9087691906582
204,0.91894144570464,4.37606268063918,-78.0587068301456
205,1.4641718723485,3.76850057896025,-79.0013394008907
206,0.626871286543433,5.61954685128093,-77.8073306280174
207,0.44116096433222,4.25934300073221,-77.9115986678194
208,2.64125327843032,4.15368110299844,-80.1941059497284
209,2.39554988060114,3.61700036455679,-80.027938349771
210,0.920108696916618,5.46371766997783,-78.1097079682182
211,0.290306622250173,5.51351595696344,-77.4369851622549
212,1.20695336949558,6.35630510797075,-79.2265331882082
213,1.43718320452412,5.22656332541539,-78.7424690265689
214,1.90865349094313,5.085969796435,-79.3966161550944
215,1.18289062805147,4.28008136668524,-78.3637246179358
216,1.8428822643366,3.1650109023629,-80.0553750786497
217,0.558976170109723,4.52755385966322,-77.7401904079613
218,0.191130442985579,7.81833532665207,-80.1335431435175
219,0.0146044456161876,4.23343999477385,-78.9643381122993
220,1.73922240485774,4.87559989004678,-79.0520629531916
221,0.592382911004804,6.53530066788446,-78.4612542704333
222,0.449532151812625,3.89694600757609,-78.3346868236457
