"i","asc1","desc1","pol1","p"
1,0.743664789712057,0.522074677050114,0.256575713831542,-44.3214366003988
2,1.20648860898228,0.449230740110764,0.262290912819475,-45.0228444964455
3,0.810054802264782,1.01293366464559,0.414938394426772,-47.055769510665
4,0.937853771072759,1.45235853473356,0.391198700910707,-49.2379350786263
5,0.24532576579121,0.524669907269416,0.359932619784517,-46.8158112707494
6,0.340111138896197,0.519420703388167,0.566230180521842,-48.2584593425537
7,0.708602673299941,0.247768382763388,0.272139521083481,-45.7514063923122
8,1.14859023820216,0.405690310703286,0.0962044672072111,-43.4083851672167
9,0.966368550275448,0.882040003970333,0.134704694034688,-44.2406728781486
10,0.932935457450192,0.575962514917434,0.102238292135055,-43.63028266854
11,0.492052839039121,0.830889751445756,0.117921731111798,-43.3583165830858
12,0.839321453025792,0.383869353518448,0.205120118923273,-44.4439412097744
13,0.7075513500201,0.348294797548396,0.134773574137142,-43.9735321475549
14,1.3886137795876,0.360661978447831,0.0694409217110955,-43.7515220496406
15,1.53809129635423,0.291548002024798,0.0567399679688851,-44.4171689996631
16,1.33697735399928,0.402735042598209,0.180456118463259,-44.3243624253997
17,0.481082748158358,1.7344956854276,0.114794438340689,-47.6291045732834
18,0.7321100396336,0.322982285861947,0.141403313990627,-44.1562657309528
19,0.684799867337696,1.02552360507709,0.0809996624601441,-43.9252572519305
20,1.05676419112832,0.62406423903142,0.0569642840817318,-43.9703309311738
21,0.244372845436862,0.756417359747709,0.22184011103851,-45.7728694468408
22,1.56906069709564,0.160762448392015,0.146719920452236,-45.3417127396076
23,0.900018820181663,0.622589759985501,0.243517146173222,-44.6254379622944
24,0.450207118880798,0.637858219991714,0.109951365266703,-42.883091683288
25,0.64062746327827,1.2502820235272,0.0592478805297368,-45.2793493097107
26,0.765603465656436,1.33651784550731,0.0494692984940024,-45.8408347923464
27,0.509503618631971,0.619790577262659,0.198188157520719,-43.3825173257756
28,0.754388519079034,0.708402541658814,0.176491620610446,-43.4875126373377
29,0.710787274547051,0.623484571400092,0.245478082833941,-43.9739832476836
30,0.424890570970941,0.609548804901295,0.306075728022729,-44.7019809600556
31,0.496680624014456,0.670623849154113,0.0426780654651025,-42.8005406954182
32,0.820848160908599,0.757542743573507,0.212384936672121,-44.0818370857024
33,0.41878694399818,0.576621116341862,0.272009261738703,-44.347155276576
34,1.16712046822609,0.32836465275748,0.234656916205747,-44.4471860807978
35,1.223113625198,0.357101604783761,0.100107597637329,-43.4198832077995
36,0.9395703642547,1.16146728766076,0.222633967804552,-45.9831936265616
37,0.920293178634882,0.457942287733161,0.144476902621135,-43.8918995919806
38,1.04235277368241,0.360722335816675,0.142104876245934,-43.5815930627258
39,1.21437441130855,0.284638578656469,0.341792797521996,-45.7502265524209
40,0.551640432085956,0.287861376842117,0.292084803665816,-45.9029949544052
41,0.482258771972655,1.05121081027166,0.0944567018266448,-44.428888092082
42,0.89285300940757,0.624677786741225,0.0942249489665804,-43.4132398331989
43,0.962490491374359,0.781454152565269,0.0290278789269509,-44.0501889176794
44,0.326721828122783,0.343634295389941,0.0246958556216215,-44.5545765742573
45,1.8268179649266,0.0469679363926841,0.085169226989023,-45.630445735173
46,1.97909920195167,0.135743918115954,0.123954529373579,-45.7589349828461
47,1.08208527623725,0.0902193401177714,0.0290797596809048,-45.1639938858809
48,1.45298515059286,0.198744197854327,0.0197608161901134,-44.9551088498629
49,0.736358157804433,0.611236087059157,0.258682857495933,-44.1821255998179
50,0.501961818300123,0.472875452853209,0.28867488532213,-44.450182097238
51,0.812879199444614,0.701380937657942,0.37803348174848,-45.7568618079286
52,0.424839167905338,0.609364152527229,0.22491755754854,-43.8606018342392
53,0.786814760699235,0.573993922153887,0.0600327775152871,-43.0072774301385
54,0.532395259294026,0.586698935185102,0.0526467640073824,-42.5925351153382
55,0.685136982522272,0.247614666801189,0.111771882697639,-44.4196143915886
56,1.43572377153452,0.668142749090116,0.133055135369164,-45.1059443899908
57,0.645064199338934,0.845557150778909,0.143723653823968,-43.4098779864269
58,0.499998452365861,1.56647551753496,0.0956336088786599,-46.8257598699701
59,0.64166883695506,0.499963962602904,0.12147067254566,-42.9178270704834
60,0.512623689971943,0.535072462064689,0.155131189814029,-43.0219634636575
61,0.518405608849634,0.527946131485128,0.192390595392103,-43.3418245104393
62,0.850509537105892,0.523661127960854,0.183377663513578,-43.9889275482825
63,1.3821913046337,0.461521938554598,0.163313683510416,-44.4171169429482
64,0.745883190119398,0.367684110555011,0.0754266630832682,-43.6159689301974
65,1.4469465938805,0.266498870002938,0.252891508853876,-45.5127782656521
66,1.81396131210873,0.974398216728622,0.248809982241951,-48.8549876103203
67,0.8663883239195,0.0745086738758875,0.270469001256719,-46.9698469956653
68,0.912224927654142,0.835563059955213,0.0539004960013145,-43.6850676095042
69,0.88064607470664,0.866575378074612,0.152272247951125,-44.0083775376739
70,0.813357472616448,0.567096209873275,0.224045258777858,-44.1460195162491
71,0.5537745699241,0.789906925524708,0.154104996254242,-43.3229189850965
72,0.655877953478382,0.686652225012694,0.235615672109358,-43.8130843331625
73,0.726798921708095,0.479146190874755,0.086175451353178,-43.0526435820849
