"i","asc1","desc1","dem1","p"
1,0.216504681328007,1.27930340691128,2.49616013793856,-122.89719616695
2,0.20136474048143,1.17392019412984,2.46046794136636,-122.911060634617
3,0.578722222953059,1.37377275833823,2.5758362945693,-124.064755607707
4,0.177406706435357,1.52018862631993,2.27797177993342,-124.17827959802
5,0.506759099530533,1.02195165171093,2.08088736702338,-124.084804142381
6,0.492554042123735,0.943106863178171,2.09899899620213,-124.417388084879
7,0.6923042292453,1.07936851263036,2.51445971341047,-125.391804582062
8,0.33564430301562,1.32873739415538,1.83920294283962,-123.06075216455
9,0.381915191011893,1.11265929715466,3.17732900582795,-123.369643087388
10,0.389239009589374,1.33189229971393,2.03994631689583,-122.983645242267
11,0.277872013743714,1.36880659767429,2.94129238619079,-123.088670199267
12,0.191040294410766,1.23211005882358,2.85091189446258,-123.213134939838
13,0.174638879384295,1.39162954984231,2.48789350956078,-123.623427357502
14,0.152828483370256,0.958927698311956,2.38410909671667,-123.948508435661
15,0.403784861045647,1.40617500652522,1.7567623254131,-123.534051423938
16,0.353887487255032,1.70680132053755,2.0322136819582,-124.481406344535
17,0.768621447131987,1.59564546802759,2.18898592464098,-126.144319593919
18,0.383696330347116,1.67045562928289,2.29278627357849,-124.159163721955
19,0.314419068344016,1.35706464159049,2.59876763644064,-122.805732335337
20,0.105430829152828,1.60344540367283,2.36568192611815,-126.255361300229
21,0.570270638611369,1.05170907601631,2.50084877737904,-124.37769346907
22,0.515772798822506,1.31343647279656,2.68232233684616,-123.593003749282
23,0.312694647511275,1.00871302747047,1.96399730445924,-123.200284119658
24,0.26039533479362,1.5691607512373,2.42891650020251,-123.728290676295
25,0.608013192891927,1.32571383735021,2.39989534488054,-124.219116372176
26,0.679798409466966,1.38792352385829,2.32731554163312,-124.883288829775
27,0.345428841613325,1.70977045278735,2.68406564271701,-124.45777027359
28,0.349890483105647,1.16183646241873,2.586438623673,-122.714848540731
29,0.578555760932385,0.927975498230379,1.4909135929278,-126.233533884976
30,0.259658708037879,1.1411802266948,2.41061733296878,-122.641342010301
31,0.273332503193588,1.50059676476974,2.43216780104059,-123.332818587399
32,0.450527244414811,1.82639247014401,2.15048557167258,-125.330428305008
33,0.302240663629724,1.88002190688741,2.20949301236625,-125.727272870926
34,0.647954436813957,1.49884649342423,2.48037987711224,-124.826272055722
35,0.382204466646237,1.15083556202737,2.23458048511613,-122.830859360874
36,0.202809931436703,1.18840372072727,3.21757926672082,-123.431437506673
37,0.14966738891044,0.921632750697011,3.18239743545619,-124.681677636151
38,0.223405641262627,1.11351619967403,2.58849508970943,-122.84174461776
39,0.236605294813984,1.42729939035182,1.90639451141843,-123.439974975056
40,0.348130163182847,1.06276608332102,3.52579149296881,-123.822666898225
41,0.220531256788033,1.33514530116268,1.90477283876763,-123.242640872235
42,0.406639851239406,1.35487990265288,1.85087111168915,-123.288043179893
43,0.232076551215784,1.07254787345924,2.53129916214758,-122.862637165927
44,0.167864651597264,1.23759773934217,3.72107665573301,-124.542101342041
45,0.468573693358245,0.942331586051303,4.14516868937814,-126.08960627396
46,0.365387606021152,1.51777298575122,3.56899421653214,-124.376815181589
47,0.115845125233643,1.41113753875712,3.3722191822293,-125.585938544679
48,0.148475467974242,1.53533812778065,2.16799523462977,-124.772997068615
49,1.00752829750482,1.60470390787022,2.19477331000816,-128.448320142139
50,0.0954436949437384,1.63261778703724,2.08159284727152,-126.920651030574
51,0.336859567404647,1.21276055416315,1.39456962179828,-123.978981645212
52,0.336124637412964,1.47931628947319,2.35376936397951,-123.163412965247
53,0.333443769994975,1.16552882751623,2.60593602831574,-122.676297378573
54,0.235542454371712,1.25201030078117,2.23050188251869,-122.758095219723
55,0.134451032956267,1.23834234595071,2.64770310653472,-123.939913796885
56,0.167514568708249,1.08641586939997,4.62982731291191,-126.25157092767
57,0.320392201514815,1.22133964199845,3.58462811716346,-123.618840592364
58,0.377579742898481,1.22873909236581,1.42726653086922,-123.986349817007
59,0.467208213727238,1.45000025700496,2.10519206983938,-123.546136501534
60,0.629492360288771,1.46583265485891,1.48839542520202,-125.658215704462
61,0.337291748476281,0.961171541835156,2.03523469128615,-123.446355863957
62,0.477965530008489,1.62599761634625,2.54181423777683,-124.226950223779
63,0.457163549760552,1.02199188097872,3.44405535013218,-124.435003654739
64,0.434662652012336,1.70571204451404,2.74898532512691,-124.592172168085
65,0.725760885498286,1.73727077191906,2.17253282229563,-126.34386866149
66,0.769557458336982,1.29138144470962,2.12628684780707,-125.767343608329
67,0.559075970967712,1.32305564095476,2.40117558490954,-123.831249203183
68,0.431014743183644,0.932866001726222,2.94279280052058,-124.208753711026
69,0.320057530915945,1.65322834451725,2.28284352741673,-124.050628652389
70,0.892697450261198,1.83700425838669,2.48088929945141,-128.152597160795
71,1.2927255708388,2.03008069033141,2.45793178184516,-132.732565244946
72,0.263604724528747,1.32788390819081,2.2187500933241,-122.786531621177
73,0.281561793702319,1.35745840822681,2.94956435084348,-123.057751645907
74,0.142828622395674,1.1768460196942,3.22585441924636,-124.195964788813
75,0.280134766419762,1.09876377341902,3.27073557561043,-123.279829096111
76,0.241605073654587,1.06037019461449,3.05611088897812,-123.199568023589
77,0.20567397814485,1.24118025077563,2.50668804792467,-122.923485748899
78,0.396591333216084,1.32368270845302,1.86233440006294,-123.182404078831
79,0.635941167311739,1.22631546042077,3.16418534458757,-124.963749883607
80,0.621552866764378,1.22193637390258,1.51569441366382,-125.36640602099
81,0.10780139703476,1.02871430447594,1.91331636247834,-124.904141249651
82,0.363943079381465,1.08002896878206,1.88403914304128,-123.178865150274
83,0.433474506535513,1.07036282393419,2.90551691977213,-123.496668859344
84,0.136208827772965,1.26397636466588,3.69070950574927,-125.074323597121
85,0.136955180525341,1.06065920400204,1.51084116257411,-124.889645315087
86,0.303981309756127,1.34135860576989,2.2009254614139,-122.760355155309
87,0.556938796948272,1.08021841682351,2.10045616847796,-124.231686823449
88,0.507394341418394,1.89158755955143,3.07789103894778,-126.315613029271
89,0.243243137559499,0.944319578562013,1.67824131178953,-123.956794844794
90,0.382458625688136,1.34125716639136,3.13326046055466,-123.30108351276
91,0.194706176127735,1.32130678002176,2.64717921799332,-123.220913136043
92,0.474077429145856,1.38107840232005,2.63134219682171,-123.396844076248
93,0.285132101674372,1.43541916039272,2.70531563855103,-123.122874490827
94,0.311135387146784,1.35551338431856,3.03291232044204,-123.104681238256
95,0.437728631236458,1.42041430435872,1.70593481509342,-123.79936681157
96,0.412572431304359,1.38980826766168,3.44168886144972,-123.895542981961
97,0.445531835586971,1.2105344168641,3.16110792591564,-123.538285265433
98,0.32174228964905,1.32817645113113,2.68670632975915,-122.785674771703
99,0.514292251859149,1.29074201027308,2.60616664105834,-123.535707056305
100,0.457597493444597,1.54414227458093,2.12320503715234,-123.815288153216
101,0.528015623494921,1.14464307592627,3.25024199887918,-124.294750765027
102,0.133954889007936,1.75816913548826,1.93319871463279,-126.833755585038
103,0.158630500659616,1.17234206566556,2.49782423139947,-123.399331849219
104,0.210958425346296,1.55735469381283,2.41061003483298,-123.994265322137
105,0.342314341642234,1.06901004467975,1.99082825077164,-123.021292003269
106,0.188455710392978,1.27787249605056,1.99258713750566,-123.295241022912
107,0.140331767239209,1.14761346415501,2.36227952767791,-123.70000019128
108,0.495137477474103,1.38093750019169,2.36623365906695,-123.463349419624
109,0.208177182531408,1.05140528575128,1.80335467154498,-123.42765476875
110,0.397832393850464,1.27081844410111,1.69280583666453,-123.406218343561
111,0.448486871252118,1.43760632247847,3.58459401408957,-124.384272420796
112,0.341255725474472,1.45607340081966,1.38488529691288,-124.485026491331
113,0.316609532256268,1.03168048070878,4.22427577524262,-125.023084021584
114,0.48457212628657,1.65895817137636,1.56724541677627,-125.252508151573
115,0.479288652802217,1.9219457475686,3.71665690067689,-127.312771785136
116,0.356030787536135,0.768458736042574,1.78098251226811,-125.563922095763
117,0.653401664473343,1.2297435646477,2.59978443053621,-124.682974165883
118,0.162484201976358,0.928820885165677,2.77478892872783,-124.102312705869
119,0.422313849448557,1.05717348235864,2.82402773322279,-123.415659736172
120,0.260277629229876,1.42903165496317,3.1125878675815,-123.504790004702
121,0.240438645224511,1.76104061264298,1.75980330449196,-125.56970614015
122,0.608994518023224,0.897498777764704,3.27011805497708,-126.200468557508
123,0.126301871739828,1.19292196135488,4.44070949038594,-126.546125506092
124,0.429959008109553,1.24064537082267,3.45434934046223,-123.81065867249
125,0.375410038280609,1.17449823113956,5.43091883398329,-127.514364831334
126,0.749940748475738,1.31820267310466,2.86384572349225,-125.687828524938
127,0.283229316782255,1.04156660416263,2.16576629480408,-122.890946013783
128,0.272226159145216,0.812080578156675,2.5992122196971,-124.421736099084
129,0.419279894382064,0.88661756806534,1.85026548126773,-124.580291729921
130,0.357580187313777,1.19138718083188,2.79924764669561,-122.823850723605
131,0.350912604112483,1.4243550007869,2.26356440455714,-122.995786018666
132,0.346705602579124,0.979621260969352,3.70423546106615,-124.435391720917
133,0.53092916686445,1.55832553033942,2.68825797270113,-124.271181385248
134,0.237064408089123,0.970534883641989,1.88107712030472,-123.500975629976
135,0.53343628041471,1.71390177064223,3.81615535467447,-126.347595495698
136,0.384170795163404,1.73322656118157,2.06610600878069,-124.639943849613
137,0.404284605492854,1.32714301134305,3.00909165315912,-123.230514992701
138,0.350548667969226,1.34343887429073,3.21762790553854,-123.317217207348
139,0.410848364705702,0.913130789324869,2.04745307936915,-124.107703566977
140,0.191503960667796,0.865380902337138,2.03323426679359,-124.273492755197
141,0.250177743918458,1.60746336222264,2.16372757940204,-124.045834243132
142,0.561535340433989,1.42989845626625,3.26789108127938,-124.608587692006
143,0.255072404224228,1.06800416257801,2.32644325983361,-122.789105349483
144,0.357730367331767,1.28927360504503,1.96378370205455,-122.897463703313
145,0.31024590528065,1.07933434581809,3.95711432740606,-124.372333691243
146,0.409553658787228,1.31962575866589,4.39646115241155,-125.397746026054
147,0.366711213944238,1.39422426676031,1.7983459650404,-123.325869116744
148,0.511131165659569,1.15482122249195,1.6615447710072,-124.223558224328
149,0.24758169420632,1.19685057374358,3.02337280816102,-122.979539165951
150,0.373781923012628,1.25527751425481,2.54763685717882,-122.748870406903
151,0.776374122568746,1.70972094707177,2.95778044096541,-126.870967810288
152,0.436340520309684,0.962857765658126,3.27021513220269,-124.386188741821
153,0.366274259696227,1.15676217740431,2.20418005729171,-122.770748672982
154,0.284246919606523,1.53395987370169,3.00772779587733,-123.782380249116
155,0.248795581602335,1.37833366794283,2.73937954487356,-123.061080669908
156,0.463061361653487,1.19774116640681,3.99106707259673,-124.876185553598
157,0.196634922954942,1.16219897439743,3.22257333131168,-123.48788974347
158,0.561174929326908,1.07766917428973,2.58061965390701,-124.219717796512
159,0.517850244248528,1.44147833028848,2.89003172438081,-123.95509944414
160,0.162370382536548,1.55630232169759,1.69453230235215,-125.194024683087
161,0.44125649537671,1.26315692401957,1.65197411007668,-123.693380397253
162,0.255813600354629,1.47687055470438,1.93893991846195,-123.510444993941
163,0.351714813536769,0.967225724337782,2.2572500651061,-123.34505035058
164,0.224460396314562,1.33480462266148,3.22301342071141,-123.50269288795
165,0.398743336337878,1.18410090557152,3.00116392400222,-123.151458184847
166,0.409493564360793,0.760196063805756,2.420240127138,-125.492878643377
167,0.266497064847926,0.78897974325507,2.51614649680487,-124.651623483513
168,0.286994507782258,0.88747542630221,2.27525968911839,-123.715063284239
169,0.284009167554448,0.979472954052419,2.51208655668204,-123.118271590605
170,0.312648284577424,1.47237693081434,2.52603666200682,-123.15586246847
171,0.337780571185952,1.08940829505037,3.72078408762261,-124.010580002524
172,0.233672548202336,1.16252380959602,2.49553322042718,-122.719970724946
