"i","asc1","desc1","dem1","p"
1,0.596567403770501,1.50122003280558,1.02888637886171,-1610.08998223288
2,0.629711167527968,1.49918796122074,1.56047608203043,-1605.50925711459
3,0.0604177801131082,1.00180141651072,1.29182370687941,-1587.41716583911
4,0.0824801816170468,1.01932558672999,1.51408546238126,-1583.37985740335
5,0.289666948012595,1.15667047815333,1.32132066664621,-1578.72695342887
6,0.232660898741336,1.16504063255485,1.41571410673828,-1577.5068855262
7,0.221271541061209,1.22713786483877,1.4715777047863,-1578.74391856424
8,0.223483809505175,1.08067618835621,1.34638497478356,-1576.86099965602
9,0.203095890816818,1.0100576920797,1.31104685797383,-1577.25480912725
10,0.19154808751103,1.01521127790028,1.50841432901281,-1577.17719930161
11,0.226641068026638,1.1119612455629,1.56903393564928,-1578.26315102282
12,0.247823994908181,1.03903156315816,1.28986271604993,-1577.66287522145
13,0.18159188886318,1.04106916726475,1.50191410160373,-1577.21407523602
14,0.239242093542722,0.95688782715913,1.55980904432335,-1578.29598143977
15,0.175655734417702,1.15067156511102,1.45484427923856,-1577.64662742481
16,0.178374387779195,0.93299406640897,1.54077207322751,-1578.47333697748
17,0.263352044988763,1.13188345382477,1.22073512723959,-1579.25852860593
18,0.255347103095954,1.05336993631462,1.61142799062012,-1579.08830248674
19,0.2196846626563,1.02899365928565,1.54996197826631,-1577.57065251056
20,0.235562712110772,1.10771480883694,1.29741427972367,-1577.46998181618
21,0.197089740130159,1.1074959897878,1.54182512144944,-1577.78869190665
22,0.250639201196882,0.967537811895954,1.5442063253784,-1578.12174071888
23,0.219685748663562,0.997875152775151,1.27381812903129,-1577.84980433429
24,0.218145321087986,1.05534016854573,1.5253542966973,-1577.264508414
25,0.171108699469412,0.97705028519964,1.47109827076271,-1577.46630890073
26,0.160800714668931,1.08059906055398,1.42620232680999,-1577.34011536701
27,0.188502255104947,1.02287773510408,1.2671678115636,-1577.86628677659
28,0.198451568491474,1.0268674455766,1.4638301360863,-1576.75932057325
29,0.21228390144191,0.919601720284082,1.33774919631847,-1578.0220299485
30,0.192211528320514,0.958823965799174,1.25236040480391,-1578.76216630164
31,0.242528833500759,0.990393258429693,1.24189602309167,-1578.70281773011
32,0.33054193012349,1.04778098807074,1.52296100789259,-1579.80153343228
33,0.212617736171461,1.02884841655862,1.29433669615115,-1577.33467546129
34,0.208553017337603,0.989744809767225,1.47953761315533,-1576.95042885613
35,0.193452788492082,0.923519137522436,1.51115095009706,-1578.04790386747
36,0.191355594945492,1.16812261674705,1.64929982218283,-1580.56396820205
37,0.197564139691926,0.962865962695649,1.48258884210371,-1577.24598443995
38,0.254241828229819,1.10493741911123,1.377806408271,-1577.21455392943
39,0.212538386950494,1.0350260320607,1.53191836127993,-1577.3085547286
40,0.239192658848585,1.03902979062338,1.30252745572204,-1577.38516174538
41,0.219794209013555,1.04284714713411,1.55777573698193,-1577.68795646851
42,0.164779616708202,1.10344910064212,1.43998904297929,-1577.3825907464
43,0.249032984021174,1.01602095324573,1.37415165338012,-1577.01872159493
44,0.23120720078228,1.03137636510015,1.37665479829296,-1576.74562614983
45,0.163362898755664,0.989168308564681,1.32782228283525,-1577.8824123591
46,0.312280880540767,0.974241400667211,1.52956663371703,-1579.48414317894
47,0.229114300548284,1.17632527533246,1.29313998211933,-1578.04917607037
