Family,Genus,Species,Subspecies,Cvalue,Source
Solanaceae,Capsicum,frutescens,,3.4,"Moscone et al.,2003"
Solanaceae,Capsicum,chinense,,3.42,"Moscone et al.,2003"
Solanaceae,Nicotiana,nudicaulis,,3.56,"Leitch et al.,2008"
Solanaceae,Solanum,macranthum,,3.7,"Ohri,1996"
Solanaceae,Capsicum,baccatum,var. baccatum,3.71,"Moscone et al.,2003"
Solanaceae,Nicotiana,thyrsiflora,,3.7,"Narayan,1987"
Solanaceae,Capsicum,chacoense,,3.83,"Belletti,1998"
Solanaceae,Nicotiana,goodspeedii,,3.9,"Narayan,1987"
Solanaceae,Capsicum,tovarii,,3.97,"Belletti,1998"
Solanaceae,Nicotiana,longiflora,,4.1,"Narayan,1987"
Solanaceae,Physalis,heterophylla,,4.05,"Bai et al.,2012"
Solanaceae,Capsicum,eximium,,4.06,"Moscone et al.,2003"
Solanaceae,Nicotiana,bonariensis,,4.1,"Narayan,1987"
Solanaceae,Nicotiana,clevelandii,,4.14,"Leitch et al.,2008"
Solanaceae,Nicotiana,plumbaginifolia,,4.1,"Narayan,1987"
Solanaceae,Nicotiana,bigelovii,,4.2,"Narayan,1987"
Solanaceae,Nicotiana,quadrivalvis,,4.25,"Leitch et al.,2008"
Solanaceae,Nicotiana,raimondii,,4.3,"Narayan,1987"
Solanaceae,Nicotiana,langsdorffii,,4.3,"Narayan,1987"
Solanaceae,Withania,somnifera,strain WS-22,4.4,"Bahl and Srivastava,1987"
Solanaceae,Capsicum,pubescens,,4.47,"Moscone et al.,2003"
Solanaceae,Nicotiana,carodifolia,,4.5,"Narayan,1987"
Solanaceae,Capsicum,cardenasii,,4.49,"Belletti,1998"
Solanaceae,Nicotiana,benavidesii,,4.5,"Narayan,1987"
Solanaceae,Capsicum,campylopodium,(cytotype 2),4.53,"Moscone et al.,2003"
Solanaceae,Capsicum,praetermissum,,4.57,"Belletti,1998"
Solanaceae,Nicotiana,stocktonii,,5,"Leitch et al.,2008"
Solanaceae,Nicotiana,nesophila,,5.03,"Leitch et al.,2008"
Solanaceae,Nicotiana,arentsii,,5.06,"Leitch et al.,2008"
Solanaceae,Nicotiana,tabacum,,5.18,"Leitch et al.,2008"
Solanaceae,Nicotiana,solanifolia,,5.2,"Narayan,1987"
Solanaceae,Nicotiana,rustica,,5.3,"Leitch et al.,2008"
Solanaceae,Nicotiana,glauca,,5.3,"Narayan,1987"
Solanaceae,Nicotiana,repanda,,5.44,"Leitch et al.,2008"
Solanaceae,Capsicum,parvifolium,,5.77,"Moscone et al.,2003"
Solanaceae,Nicotiana,acaulis,,5.9,"Narayan,1987"
Solanaceae,Nicotiana,debneyi,,6,"Narayan,1987"
Solanaceae,Nicotiana,suaveolens,,6.4,"Narayan,1987"
Solanaceae,Cyphomandra,corymbiflora,subsp. mortoniana,6.8,"Pringle and Murray,1991"
Solanaceae,Lycium,fremontii,,7.47,"Chen et al.,2012"
Solanaceae,Cyphomandra,luteoalba,,7.6,"Pringle and Murray,1991"
Solanaceae,Cyphomandra,betacea,,7.8,"Pringle and Murray,1991"
Solanaceae,Cyphomandra,diploconos,,7.9,"Pringle and Murray,1991"
Solanaceae,Cyphomandra,cajanumensis,,8,"Pringle and Murray,1991"
Solanaceae,Cyphomandra,diversifolia,,8.4,"Pringle and Murray,1991"
Solanaceae,Cyphomandra,obliqua,,8.4,"Pringle and Murray,1991"
Solanaceae,Cyphomandra,crassifolia,,10.3,"Anderson et al.,1985"
Solanaceae,Cyphomandra,uniloba,,12.5,"Pringle and Murray,1991"
Solanaceae,Cyphomandra,sibundoyensis,,15.3,"Pringle and Murray,1991"
Solanaceae,Cyphomandra,hartwegii,var. ramosa,24.8,"Pringle and Murray,1991"
Gymnospermae,Gnetum,ula,,2.25,"Ohri and Khoshoo,1986"
Gymnospermae,Gnetum,gnemon,,3.87,"Leitch et al.,2001"
Gymnospermae,Gnetum,costatum,,3.98,"Leitch et al.,2001"
Gymnospermae,Microcachrys,tetragona,,4.15,"Zonneveld,2012"
Gymnospermae,Microstrobos (= Pherosphaera),niphopheles,,4.2,"Zonneveld,2012"
Gymnospermae,Microstrobos (= Pherosphaera),fitzgeraldii,,4.3,"Zonneveld,2012"
Gymnospermae,Lepidothamnus,fonkii,,4.75,"Zonneveld,2012"
Gymnospermae,Saxegothaea,conspicua,,5.1,"Zonneveld,2012"
Gymnospermae,Afrocarpus,mannii,,5.1,"Zonneveld,2012"
Gymnospermae,Dacrycarpus,imbricatus,,5.35,"Zonneveld,2012"
Gymnospermae,Prumnopitys,ladei,,5.6,"Zonneveld,2012"
Gymnospermae,Nageia,nagi,,5.6,"Zonneveld,2012"
Gymnospermae,Afrocarpus,falcatus,,5.8,"Zonneveld,2012"
Gymnospermae,Retrophyllum,rospigliosii,,5.9,"Zonneveld,2012"
Gymnospermae,Lepidothamnus,intermedius,,6.6,"Davies et al.,1997"
Gymnospermae,Dacrydium,elatum,,6.55,"Zonneveld,2012"
Gymnospermae,Dacrydium,gracile,,6.65,"Zonneveld,2012"
Gymnospermae,Lepidothamnus,laxifolius,,6.7,"Davies et al.,1997"
Gymnospermae,Prumnopitys,amara,,6.8,"Zonneveld,2012"
Gymnospermae,Acmopyle,sahniana,,6.9,"Zonneveld,2012"
Gymnospermae,Dacrydium,nidulum,,6.95,"Zonneveld,2012"
Gymnospermae,Dacrydium,naussoriense,,7,"Zonneveld,2012"
Gymnospermae,Dacrydium,balansae,,7.05,"Zonneveld,2012"
Gymnospermae,Welwitschia,mirabilis,,7.2,"Leitch et al.,2001"
Gymnospermae,Taxus,chinensis,,7.75,"Zhang et al.,2013"
Gymnospermae,Halocarpus,kirkii,,7.85,"Davies et al.,1997"
Gymnospermae,Prumnopitys,ferruginea,,7.9,"Davies et al.,1997"
Gymnospermae,Podocarpus,lawrencei,,7.95,"Zonneveld,2012"
Gymnospermae,Prumnopitys,taxifolia,,7.95,"Davies et al.,1997"
Gymnospermae,Phyllocladus,asplenifolius,,7.95,"Zonneveld,2012"
Gymnospermae,Podocarpus,acutifolius,,8.2,"Davies et al.,1997"
Gymnospermae,Callitris,glauca,,8.25,"Ohri and Khoshoo,1986"
Gymnospermae,Halocarpus,bidwillii,,8.4,"Zonneveld,2012"
Gymnospermae,Podocarpus,cunninghamii,,8.45,"Zonneveld,2012"
Gymnospermae,Chamaecyparis,formosensis,,8.55,"Zonneveld,2012"
Gymnospermae,Podocarpus,gnidioides,Red Tip',8.65,"Zonneveld,2012"
Gymnospermae,Podocarpus,hallii,,8.7,"Davies et al.,1997"
Gymnospermae,Acmopyle,pancheri,,8.75,"Zonneveld,2012"
Gymnospermae,Ephedra,campylopoda,,8.79,"Bou Dagher-Kharrat et al.,2013"
Gymnospermae,Ephedra,tweediana,,8.9,"Ohri and Khoshoo,1986"
Gymnospermae,Callitris,rhomboidea,,9,"Zonneveld,2012"
Gymnospermae,Diselma,archeri,,9.05,"Zonneveld,2012"
Gymnospermae,Taxodium,mucronatum,,9.05,"Zonneveld,2012"
Gymnospermae,Chamaecyparis,obtusa,Nana gracilis',9.3,"Zonneveld,2012"
Gymnospermae,Ginkgo,biloba,,9.39,"Šmarda et al.,2016"
Gymnospermae,Juniperus,drupacea,,9.51,"Bou Dagher-Kharrat et al.,2013"
Gymnospermae,Araucaria,cookii,,9.55,"Ohri and Khoshoo,1986"
Gymnospermae,Podocarpus,macrophyllus,,9.7,"Zonneveld,2012"
Gymnospermae,Juniperus,communis,ssp. alpina (Sutter) Celak.,9.84,"Siljak-Yakovlev et al.,2010"
Gymnospermae,Juniperus,oxycedrus,,9.91,"Siljak-Yakovlev et al.,2010"
Gymnospermae,Sequoiadendron,giganteum,,9.93,"Hizume et al.,2001"
Gymnospermae,Podocarpus,nivalis,,9.95,"Davies et al.,1997"
Gymnospermae,Taxodium,distichum,,9.95,"Hizume et al.,2001"
Gymnospermae,Phyllocladus,trichomanoides,,9.95,"Davies et al.,1997"
Gymnospermae,Juniperus,intermedia,,9.99,"Siljak-Yakovlev et al.,2010"
Gymnospermae,Glyptostrobus,pensilis,,9.99,"Hizume et al.,2001"
Gymnospermae,Athrotaxis,selaginoides,,10.05,"Zonneveld,2012"
Gymnospermae,Athrotaxis,x laxifolius,,10.1,"Zonneveld,2012"
Gymnospermae,Athrotaxis,cupressoides,,10.1,"Zonneveld,2012"
Gymnospermae,Microbiota,decussata,,10.17,"Hizume et al.,2001"
Gymnospermae,Chamaecyparis,pisifera,,10.21,"Hizume et al.,2001"
Gymnospermae,Chamaecyparis,thyoides,,10.4,"Zonneveld,2012"
Gymnospermae,Widdringtonia,nodiflora,,10.4,"Zonneveld,2012"
Gymnospermae,Callitris,verrucosa,,10.4,"Ohri and Khoshoo,1986"
Gymnospermae,Platycladus,orientalis,,10.46,"Hizume et al.,2001"
Gymnospermae,Actinostrobus,pyramidalis,,10.65,"Zonneveld,2012"
Gymnospermae,Widdringtonia,cedarbergensis,,10.75,"Zonneveld,2012"
Gymnospermae,Cupressus,lusitanica,,10.75,"Zonneveld,2012"
Gymnospermae,Cupressus,funebris,,10.76,"Hizume et al.,2001"
Gymnospermae,Araucaria,robusta,,10.8,"Ohri and Khoshoo,1986"
Gymnospermae,Widdringtonia,schwarzii,,10.88,"Hizume et al.,2001"
Gymnospermae,Austrocedrus,chilensis,,10.9,"Zonneveld,2012"
Gymnospermae,Metasequoia,glyptostroboides,,11.04,"Hizume et al.,2001"
Gymnospermae,Cryptomeria,japonica,,11.05,"Hizume et al.,2001"
Gymnospermae,Taxus,baccata,,11.05,"Greilhuber,1988"
Gymnospermae,Phyllocladus,alpinus,,11.05,"Davies et al.,1997"
Gymnospermae,Taxus,sumatrana,,11.15,"Zonneveld,2012"
Gymnospermae,Juniperus,cedrus,,11.2,"Zonneveld,2012"
Gymnospermae,Falcatifolium,taxoides,,11.2,"Zonneveld,2012"
Gymnospermae,Juniperus,excelsa,,11.23,"Siljak-Yakovlev et al.,2010"
Gymnospermae,Podocarpus,totara,,11.25,"Davies et al.,1997"
Gymnospermae,Juniperus,scopulorum,,11.3,"Zonneveld,2012"
Gymnospermae,Cupressus,arizonica,,11.3,"Zonneveld,2012"
Gymnospermae,Cupressus,sempervirens,,11.35,"Ohri and Khoshoo,1986"
Gymnospermae,Podocarpus,gracilior,,11.4,"Ohri and Khoshoo,1986"
Gymnospermae,Biota (= Platycladus),orientalis,,11.4,"Ohri and Khoshoo,1986"
Gymnospermae,Phyllocladus,glaucus,,11.4,"Davies et al.,1997"
Gymnospermae,Xanthocyparis (= Cupressus),nootkatensis,,11.4,"Zonneveld,2012"
Gymnospermae,Cryptomeria,fortunei,,11.44,"Hizume et al.,2001"
Gymnospermae,Larix,decidua,,11.45,"Greilhuber,1986"
Gymnospermae,Taxus,brevifolia,,11.45,"Zonneveld,2012"
Gymnospermae,Taxus,cuspidata,Nana',11.45,"Zonneveld,2012"
Gymnospermae,Cupressus,glabra,var. conica,11.5,"Ohri and Khoshoo,1986"
Gymnospermae,Chamaecyparis,lawsoniana,,11.53,"Hizume et al.,2001"
Gymnospermae,Taxus,canadensis,,11.6,"Zonneveld,2012"
Gymnospermae,Halocarpus,biformis,,11.7,"Davies et al.,1997"
Gymnospermae,Juniperus,horizontalis,Wiltonii',11.75,"Zonneveld,2012"
Gymnospermae,Cupressus,guadalupensis,,11.85,"Ohri and Khoshoo,1986"
Gymnospermae,Taxus,wallichiana,,11.85,"Zonneveld,2012"
Gymnospermae,Taiwania,cryptomerioides,Flousiana',11.85,"Zonneveld,2012"
Gymnospermae,Cupressus,x leylandii,,11.85,"Zonneveld,2012"
Gymnospermae,Juniperus,virginiana,Sky Rocket',11.95,"Zonneveld,2012"
Gymnospermae,Thuja,koraiensis,,11.95,"Zonneveld,2012"
Gymnospermae,Juniperus,conferta,var. maritima Wilson,11.98,"Hizume et al.,2001"
Gymnospermae,Papuacedrus,var. papuana,,12,"Zonneveld,2012"
Gymnospermae,Juniperus,squamata,,12.05,"Zonneveld,2012"
Gymnospermae,Thuja,sutchuensis,,12.1,"Zonneveld,2012"
Gymnospermae,Taxus,celebica,,12.15,"Zonneveld,2012"
Gymnospermae,Juniperus,rigida,,12.15,"Hizume et al.,2001"
Gymnospermae,Larix,laricina,,12.23,"Sonnier,2016"
Gymnospermae,Larix,sibirica,,12.3,"Ohri and Khoshoo,1986"
Gymnospermae,Cupressus,torulosa,,12.31,"Hizume et al.,2001"
Gymnospermae,Thuja,occidentalis,,12.36,"Hizume et al.,2001"
Gymnospermae,Juniperus,phoenicea,,12.36,"Loureiro et al.,2007"
Gymnospermae,Fokienia,hodginsii,,12.53,"Hizume et al.,2001"
Gymnospermae,Cycas,petraea,,12.55,"Zonneveld,2012"
Gymnospermae,Cunninghamia,konishii,,12.75,"Zonneveld,2012"
Gymnospermae,Neocallitropsis,pancheri,,12.75,"Zonneveld,2012"
Gymnospermae,Bowenia,serrulata,,12.78,"Leitch et al.,2001"
Gymnospermae,Chamaecyparis,nootkatensis,,12.78,"Hizume et al.,2001"
Gymnospermae,Thuja,plicata,,12.84,"Hizume et al.,2001"
Gymnospermae,Tetraclinis,articulata,,12.85,"Zonneveld,2012"
Gymnospermae,Larix,gmelinii,ssp. olgensis,12.85,"Zonneveld,2012"
Gymnospermae,Cycas,hainanensis,,12.95,"Zonneveld,2012"
Gymnospermae,Cycas,sexseminifera,,12.95,"Zonneveld,2012"
Gymnospermae,Cycas,diannanensis,,13.1,"Zonneveld,2012"
Gymnospermae,Larix,kaempferi,,13.2,"Zonneveld,2012"
Gymnospermae,Juniperus,foetidissima,,13.2,"Zonneveld,2012"
Gymnospermae,Taiwania,flousiana,,13.4,"Hizume et al.,2001"
Gymnospermae,Larix,griffithii,,13.4,"Zonneveld,2012"
Gymnospermae,Thuja,standishii,,13.43,"Hizume et al.,2001"
Gymnospermae,Agathis,dammara,,13.45,"Zonneveld,2012"
Gymnospermae,Cycas,thouarsii,,13.5,"Zonneveld,2012"
Gymnospermae,Cycas,revoluta,,13.7,"Zonneveld,2012"
Gymnospermae,Manoao,colensoi,,13.8,"Davies et al.,1997"
Gymnospermae,Cycas,micholitzii,,13.8,"Zonneveld,2012"
Gymnospermae,Wollemia,nobilis,,13.94,"Hanson L.,2001"
Gymnospermae,Thujopsis,dolabrata,,13.97,"Hizume et al.,2001"
Gymnospermae,Libocedrus,uvifera,,14.05,"Zonneveld,2012"
Gymnospermae,Cunninghamia,lanceolata,,14.17,"Hizume et al.,2001"
Gymnospermae,Cupressus,macrocarpa,,14.2,"Ohri and Khoshoo,1986"
Gymnospermae,Cycas,circinalis,,14.75,"Ohri and Khoshoo,1986"
Gymnospermae,Ephedra,likiangensis,,15.17,"Leitch et al.,2001"
Gymnospermae,Lagarostrobos,franklinii,,15.2,"Davies,1996"
Gymnospermae,Calocedrus,decurrens,,15.25,"Zonneveld,2012"
Gymnospermae,Larix,x eurolepis,,15.4,"Ohri and Khoshoo,1986"
Gymnospermae,Araucaria,muelleri,,15.65,"Zonneveld,2012"
Gymnospermae,Araucaria,columnaris,,15.75,"Zonneveld,2012"
Gymnospermae,Abies,sibirica,,15.8,"Ohri and Khoshoo,1986"
Gymnospermae,Agathis,australis,,15.8,"Davies et al.,1997"
Gymnospermae,Araucaria,nemorosa,,15.85,"Zonneveld,2012"
Gymnospermae,Araucaria,scopulorum,,15.85,"Zonneveld,2012"
Gymnospermae,Araucaria,luxurians,,15.9,"Zonneveld,2012"
Gymnospermae,Cedrus,brevifolia,,15.9,"Bou Dagher-Kharrat et al.,2001"
Gymnospermae,Ephedra,gerardiana,,15.94,"Leitch et al.,2001"
Gymnospermae,Araucaria,laubenfelsii,,15.95,"Zonneveld,2012"
Gymnospermae,Araucaria,subulata,,15.95,"Zonneveld,2012"
Gymnospermae,Ephedra,viridis,,15.98,"Leitch et al.,2001"
Gymnospermae,Araucaria,schmidii,,16,"Zonneveld,2012"
Gymnospermae,Cedrus,libani,,16,"Bou Dagher-Kharrat et al.,2013"
Gymnospermae,Araucaria,biramulata,,16,"Zonneveld,2012"
Gymnospermae,Ephedra,monosperma,,16.04,"Leitch et al.,2001"
Gymnospermae,Araucaria,montana,,16.05,"Zonneveld,2012"
Gymnospermae,Araucaria,humboldtensis,,16.1,"Zonneveld,2012"
Gymnospermae,Araucaria,bernieri,,16.1,"Zonneveld,2012"
Gymnospermae,Araucaria,rulei,Elegans',16.15,"Zonneveld,2012"
Gymnospermae,Picea,glauca,,16.15,"Bai et al.,2012"
Gymnospermae,Cedrus,atlantica,,16.2,"Bou Dagher-Kharrat et al.,2001"
Gymnospermae,Cedrus,libani,,16.25,"Bou Dagher-Kharrat et al.,2001"
Gymnospermae,Araucaria,heterophylla,,16.25,"Zonneveld,2012"
Gymnospermae,Cedrus,deodara,,16.3,"Bou Dagher-Kharrat et al.,2001"
Gymnospermae,Abies,balsamea,Nana',16.4,"Zonneveld,2012"
Gymnospermae,Zamia,tuerckheimii,,16.85,"Zonneveld & Lindström,2016"
Gymnospermae,Tsuga,sieboldii,Nana',16.9,"Zonneveld,2012"
Gymnospermae,Picea,omorika,,16.9,"Siljak-Yakovlev et al.,2002"
Gymnospermae,Calocedrus,formosana,,17,"Zonneveld,2012"
Gymnospermae,Ephedra,fragilis,ssp. fragilis,17.01,"Leitch et al.,2001"
Gymnospermae,Tsuga,x jeffreyi,Iron Spring',17.05,"Zonneveld,2012"
Gymnospermae,Zamia,splendens,,17.1,"Zonneveld & Lindström,2016"
Gymnospermae,Zamia,standleyi,,17.15,"Zonneveld & Lindström,2016"
Gymnospermae,Abies,fraseri,,17.2,"Auckland et al.,2001"
Gymnospermae,Abies,procera,Glauca',17.2,"Zonneveld,2012"
Gymnospermae,Tsuga,heterophylla,,17.2,"Zonneveld,2012"
Gymnospermae,Zamia,lacondona,,17.2,"Zonneveld & Lindström,2016"
Gymnospermae,Pinus,divaricata,,17.25,"Ohri and Khoshoo,1986"
Gymnospermae,Abies,alba,,17.29,"Puizina et al.,2008"
Gymnospermae,Zamia,decumbens,,17.3,"Zonneveld & Lindström,2016"
Gymnospermae,Pseudotaxus,chienii,,17.3,"Zonneveld,2012"
Gymnospermae,Araucaria,cunninghamii,ssp. papuana (Lauterb.) Silba,17.35,"Zonneveld,2012"
Gymnospermae,Zamia,grijalvensis,,17.35,"Zonneveld & Lindström,2016"
Gymnospermae,Zamia,socunuscensis,,17.45,"Zonneveld & Lindström,2016"
Gymnospermae,Zamia,inermis,,17.45,"Zonneveld & Lindström,2016"
Gymnospermae,Picea,mariana,,17.45,"Bai et al.,2012"
Gymnospermae,Fitzroya,cupressoides,,17.5,"Zonneveld,2012"
Gymnospermae,Zamia,purpurea,,17.55,"Zonneveld & Lindström,2016"
Gymnospermae,Abies,nordmanniana,,17.6,"Zonneveld,2012"
Gymnospermae,Zamia,oreillyi,,17.65,"Zonneveld & Lindström,2016"
Gymnospermae,Juniperus,x pfitzeriana,Mint Julep',17.7,"Zonneveld,2012"
Gymnospermae,Zamia,spartea,,17.75,"Zonneveld & Lindström,2016"
Gymnospermae,Zamia,variegata,,17.75,"Zonneveld & Lindström,2016"
Gymnospermae,Zamia,vazquezii,,17.8,"Zonneveld & Lindström,2016"
Gymnospermae,Zamia,prasina,,17.8,"Zonneveld & Lindström,2016"
Gymnospermae,Zamia,loddigesii,,17.85,"Zonneveld & Lindström,2016"
Gymnospermae,Araucaria,cunninghamii,,17.85,"Zonneveld,2012"
Gymnospermae,Zamia,cremnophila,,17.95,"Zonneveld & Lindström,2016"
Gymnospermae,Dacrydium,cupressinum,,18,"Davies et al.,1997"
Gymnospermae,Abies,concolor,,18.05,"Barow and Meister,2001"
Gymnospermae,Abies,cephalonica,,18.1,"Zonneveld,2012"
Gymnospermae,Dacrycarpus,dacrydioides,,18.1,"Davies et al.,1997"
Gymnospermae,Zamia,furfuracea,,18.15,"Zonneveld,2012"
Gymnospermae,Picea,pungens,f. glauca,18.15,"Greilhuber,1988"
Gymnospermae,Tsuga,mertensiana,,18.15,"Zonneveld,2012"
Gymnospermae,Ephedra,distachya,ssp. helvetica,18.21,"Leitch et al.,2001"
Gymnospermae,Ephedra,americana,ssp. andina,18.22,"Leitch et al.,2001"
Gymnospermae,Abies,koreana,,18.25,"Zonneveld,2012"
Gymnospermae,Zamia,herrerae,,18.25,"Zonneveld & Lindström,2016"
Gymnospermae,Zamia,paucijuga,,18.3,"Zonneveld & Lindström,2016"
Gymnospermae,Zamia,onan-reysii,,18.35,"Zonneveld & Lindström,2016"
Gymnospermae,Calocedrus,macrolepis,,18.46,"Hizume et al.,2001"
Gymnospermae,Zamia,sandovalli,,18.5,"Zonneveld & Lindström,2016"
Gymnospermae,Zamia,meermanii,,18.55,"Zonneveld & Lindström,2016"
Gymnospermae,Abies,cilicica,,18.56,"Bou Dagher-Kharrat et al.,2013"
Gymnospermae,Tsuga,canadensis,,18.6,"Zonneveld,2012"
Gymnospermae,Picea,orientalis,,18.6,"Ohri and Khoshoo,1986"
Gymnospermae,Zamia,portoricensis,,18.65,"Zonneveld & Lindström,2016"
Gymnospermae,Zamia,fischeri,,18.65,"Zonneveld & Lindström,2016"
Gymnospermae,Zamia,neurophyllidea,,18.85,"Zonneveld,2012"
Gymnospermae,Zamia,pumila,,18.95,"Zonneveld & Lindström,2016"
Gymnospermae,Pseudotsuga,menziesii,,19.05,"O'Brien et al.,1996"
Gymnospermae,Abies,pinsapo,,19.05,"Zonneveld,2012"
Gymnospermae,Ginkgo,biloba,,19.08,"Šmarda et al.,2016"
Gymnospermae,Zamia,integrifolia,,19.1,"Zonneveld,2012"
Gymnospermae,Zamia,dressleri,,19.2,"Zonneveld & Lindström,2016"
Gymnospermae,Zamia,lucayana,,19.3,"Zonneveld & Lindström,2016"
Gymnospermae,Zamia,erosa,,19.35,"Zonneveld & Lindström,2016"
Gymnospermae,Zamia,stevensonii,,19.45,"Zonneveld & Lindström,2016"
Gymnospermae,Picea,engelmannii,,19.45,"Teoh and Rees,1976"
Gymnospermae,Pinus,contorta,Latifolia',19.45,"Zonneveld,2012"
Gymnospermae,Zamia,stricta,,19.45,"Zonneveld & Lindström,2016"
Gymnospermae,Libocedrus,bidwillii,,19.5,"Davies et al.,1997"
Gymnospermae,Stangeria,eriopus,,19.5,"Zonneveld,2012"
Gymnospermae,Zamia,neurophyllidia,,19.6,"Zonneveld & Lindström,2016"
Gymnospermae,Zamia,angustifolia,,19.6,"Zonneveld & Lindström,2016"
Gymnospermae,Zamia,elegantissima,,19.75,"Zonneveld & Lindström,2016"
Gymnospermae,Juniperus,sabina,,19.81,"Siljak-Yakovlev et al.,2010"
Gymnospermae,Abies,homolepis,,19.85,"Zonneveld,2012"
Gymnospermae,Zamia,obliqua,,19.95,"Zonneveld & Lindström,2016"
Gymnospermae,Libocedrus,plumosa,,20,"Davies et al.,1997"
Gymnospermae,Picea,abies,,20.01,"Fuchs et al.,2008"
Gymnospermae,Zamia,skinneri,,20.05,"Zonneveld & Lindström,2016"
Gymnospermae,Zamia,pseudoparasitica,,20.05,"Zonneveld & Lindström,2016"
Gymnospermae,Pinus,mugo,,20.15,"Greilhuber,1986"
Gymnospermae,Zamia,lecointei,,20.2,"Zonneveld & Lindström,2016"
Gymnospermae,Araucaria,hunsteinii,,20.2,"Zonneveld,2012"
Gymnospermae,Zamia,imperialis,,20.2,"Zonneveld & Lindström,2016"
Gymnospermae,Zamia,nesophila,,20.25,"Zonneveld & Lindström,2016"
Gymnospermae,Zamia,hamannii,,20.25,"Zonneveld & Lindström,2016"
Gymnospermae,Pinus,virginiana,,20.35,"Zonneveld,2012"
Gymnospermae,Zamia,pygmaea,,20.45,"Zonneveld & Lindström,2016"
Gymnospermae,Pinus,tecunumanii,,20.49,"Hall et al.,2000"
Gymnospermae,Zamia,ipetiensis,,20.5,"Zonneveld & Lindström,2016"
Gymnospermae,Microcycas,calocoma,,20.6,"Zonneveld,2012"
Gymnospermae,Zamia,wallisii,,20.65,"Zonneveld & Lindström,2016"
Gymnospermae,Pinus,greggii,,20.68,"Hall et al.,2000"
Gymnospermae,Bowenia,spectabilis,,20.7,"Zonneveld,2012"
Gymnospermae,Zamia,oligodonta,,20.75,"Zonneveld & Lindström,2016"
Gymnospermae,Sciadopitys,verticillata,,20.8,"Hizume et al.,2001"
Gymnospermae,Zamia,lindenii,,20.8,"Zonneveld & Lindström,2016"
Gymnospermae,Tsuga,chinensis,,20.85,"Zonneveld,2012"
Gymnospermae,Zamia,encephalartoides,,20.85,"Zonneveld & Lindström,2016"
Gymnospermae,Pinus,glabra,,20.9,"Joyner et al.,2001"
Gymnospermae,Tsuga,caroliniana,,20.95,"Zonneveld,2012"
Gymnospermae,Zamia,fairschildiana,,21,"Zonneveld & Lindström,2016"
Gymnospermae,Zamia,restrepoi,,21.1,"Zonneveld & Lindström,2016"
Gymnospermae,Encephalartos,villosus,,21.1,"Ohri and Khoshoo,1986"
Gymnospermae,Zamia,roezlii,,21.2,"Zonneveld & Lindström,2016"
Gymnospermae,Chigua (Zamia),restrepoi,,21.25,"Zonneveld,2012"
Gymnospermae,Pinus,pseudostrobus,,21.35,"O'Brien et al.,1996"
Gymnospermae,Zamia,cunaria,,21.35,"Zonneveld & Lindström,2016"
Gymnospermae,Zamia,manicata,,21.45,"Zonneveld & Lindström,2016"
Gymnospermae,Zamia,cupatiensis,,21.45,"Zonneveld & Lindström,2016"
Gymnospermae,Pinus,serotina,,21.5,"Wakamiya et al.,1993"
Gymnospermae,Zamia,melanorrhachis,,21.6,"Zonneveld & Lindström,2016"
Gymnospermae,Torreya,taxifolia,,21.6,"Zonneveld,2012"
Gymnospermae,Zamia,nana,,21.6,"Zonneveld & Lindström,2016"
Gymnospermae,Zamia,amplifolia,,21.6,"Zonneveld & Lindström,2016"
Gymnospermae,Zamia,disodon,,21.6,"Zonneveld & Lindström,2016"
Gymnospermae,Zamia,psuedomonticola,,21.65,"Zonneveld & Lindström,2016"
Gymnospermae,Zamia,incognita,,21.65,"Zonneveld & Lindström,2016"
Gymnospermae,Pinus,brutia,,21.67,"Bou Dagher-Kharrat et al.,2013"
Gymnospermae,Zamia,acuminata,,21.7,"Zonneveld & Lindström,2016"
Gymnospermae,Pinus,oocarpa,,21.74,"Hall et al.,2000"
Gymnospermae,Zamia,chigua,,21.75,"Zonneveld & Lindström,2016"
Gymnospermae,Pinus,jaliscana,,21.78,"Hall et al.,2000"
Gymnospermae,Zamia,lindleyi,,21.8,"Zonneveld & Lindström,2016"
Gymnospermae,Zamia,boliviana,,21.9,"Zonneveld & Lindström,2016"
Gymnospermae,Pinus,patula,,21.92,"Hall et al.,2000"
Gymnospermae,Zamia,poeppigiana,,21.95,"Zonneveld & Lindström,2016"
Gymnospermae,Pinus,banksiana,,21.98,"Grotkopp et al.,2004"
Gymnospermae,Torreya,californica,,22.05,"Zonneveld,2012"
Gymnospermae,Pinus,taeda,,22.1,"O'Brien et al.,1996"
Gymnospermae,Pinus,clausa,,22.1,"Wakamiya et al.,1993"
Gymnospermae,Pinus,contorta,ssp. contorta,22.1,"Grotkopp et al.,2004"
Gymnospermae,Zamia,amazonum,,22.1,"Zonneveld & Lindström,2016"
Gymnospermae,Zamia,ulei,,22.1,"Zonneveld & Lindström,2016"
Gymnospermae,Zamia,hymenophyllidia,,22.2,"Zonneveld & Lindström,2016"
Gymnospermae,Araucaria,bidwillii,,22.2,"Zonneveld,2012"
Gymnospermae,Juniperus,pingii,Loderi',22.25,"Zonneveld,2012"
Gymnospermae,Pinus,nigra,subsp. dalmatica (Vis.) Franco,22.25,"Bogunic et al.,2003"
Gymnospermae,Torreya,nucifera,,22.3,"Zonneveld,2012"
Gymnospermae,Pinus,pringlei,,22.34,"Hall et al.,2000"
Gymnospermae,Araucaria,angustifolia,,22.35,"Zonneveld,2012"
