"","variance","entropy"
"empirical",9.93243243243243,1.71362163653185
"sim_1",7.04433497536946,1.89772955220052
"sim_2",1.05172413793104,1.4027562616686
"sim_3",18.4655172413793,1.93181535268517
"sim_4",7.35221674876848,1.36549798698755
"sim_5",17.0073891625616,1.75909368512204
"sim_6",5.96551724137931,1.56449358338899
"sim_7",19.2093596059113,1.85925652611186
"sim_8",11.8645320197044,1.22786658251046
"sim_9",5.97536945812808,1.69324739185017
"sim_10",2.82266009852216,0.47875333041029
"sim_11",16.6133004926108,1.25423971049585
"sim_12",10.6133004926108,1.68153021689876
"sim_13",1.3128078817734,1.39342603392554
"sim_14",1.37684729064039,1.45084403628539
"sim_15",29.8522167487685,2.06156930034418
"sim_16",1.54679802955665,1.54645054394883
"sim_17",3.88423645320197,1.70890348408198
"sim_18",20.179802955665,2.08794242832957
"sim_19",5.79064039408867,2.01276590731463
"sim_20",1.8768472906404,1.55996256691449
"sim_21",6.7216748768473,1.41907959783735
"sim_22",20.2487684729064,1.6313400158587
"sim_23",0.761083743842364,1.18745886319788
"sim_24",5.14778325123153,1.25285684814616
"sim_25",19.8374384236453,2.04013917449785
"sim_26",1.45566502463054,1.38205896493094
"sim_27",24.4704433497537,1.85625216285755
"sim_28",3.66748768472906,1.61236242239245
"sim_29",19.6896551724138,1.97971680888368
"sim_30",1.59605911330049,1.38626519230051
"sim_31",14.1699507389163,1.89617758212846
"sim_32",19.076354679803,2.00204887156105
"sim_33",28.4039408866995,1.99271864381799
"sim_34",10.9950738916256,2.14207154665004
"sim_35",6.28571428571429,1.90250344661721
"sim_36",14.8374384236453,1.85925652611186
"sim_37",0.901477832512315,1.30918659525669
"sim_38",2.2807881773399,1.59919285425879
"sim_39",5.92857142857143,1.53473336899742
"sim_40",13.8103448275862,1.92748976659208
"sim_41",23.0369458128079,1.79150815681111
"sim_42",16.1699507389163,2.24106514071966
"sim_43",0.751231527093597,1.24020117350784
"sim_44",18.4802955665025,1.78169305788858
"sim_45",3.85221674876848,1.25786148979614
"sim_46",5.38177339901478,1.40483563046792
"sim_47",5.17241379310345,2.00104873236322
"sim_48",11.820197044335,1.82493997839392
"sim_49",14.7413793103448,1.69324739185017
"sim_50",15.8768472906404,1.84498724189056
"sim_51",16.4014778325123,1.9532454785315
"sim_52",18.923645320197,2.31862860894294
"sim_53",15.6428571428571,1.65681120701305
"sim_54",24.8128078817734,1.94114558042823
"sim_55",29.9926108374384,2.1922617476901
"sim_56",7.43349753694582,0.860914271331054
"sim_57",3.99261083743843,1.35685508386575
"sim_58",4.09852216748769,1.62795292945252
"sim_59",18.1133004926108,1.815227027499
"sim_60",17.0295566502463,1.75117558224137
"sim_61",17.8571428571429,2.202592114631
"sim_62",13.3226600985222,2.01137909930412
"sim_63",27.2142857142857,1.9840058321209
"sim_64",2.15024630541872,1.56943263986723
"sim_65",11.3325123152709,1.61229683722071
"sim_66",18.256157635468,1.98894883425995
"sim_67",6.60591133004926,0.719071754348727
"sim_68",21.6009852216749,1.6607175070984
"sim_69",7.00738916256159,1.53718590137751
"sim_70",21.2807881773399,2.28886839455138
"sim_71",18.8374384236453,1.69289728589336
"sim_72",1.61822660098522,1.33542495801942
"sim_73",17.2339901477832,1.23228307062716
"sim_74",2.45320197044335,1.70222751363642
"sim_75",17.5665024630542,2.07567342250393
"sim_76",1.75862068965517,1.4742783861882
"sim_77",7.32019704433498,1.68153021689876
"sim_78",3.79064039408867,1.63434437911301
"sim_79",11.179802955665,1.59690805507806
"sim_80",1.03694581280788,1.22786658251046
"sim_81",0.322660098522168,0.779277120604701
"sim_82",7.39162561576355,1.30984653885045
"sim_83",3.96551724137931,1.31855935054754
"sim_84",11.8325123152709,1.68353444095524
"sim_85",46.2413793103448,2.14307168584787
"sim_86",9.0911330049261,1.8395959314279
"sim_87",9.064039408867,1.51869455361375
"sim_88",7.28078817733989,1.76074780322172
"sim_89",10.423645320197,1.54983763035501
"sim_90",11.179802955665,1.3234730901739
"sim_91",27.7093596059113,1.90882931110596
"sim_92",16.5985221674877,1.35323330456547
"sim_93",10.9704433497537,1.49411627364261
"sim_94",16.5985221674877,1.68847349743348
"sim_95",1.86206896551724,1.0700721237313
"sim_96",5.2807881773399,1.807448769828
"sim_97",27.435960591133,2.15417144475331
"sim_98",9.66256157635468,1.67281740520167
"sim_99",0.908866995073892,1.27380072829
"sim_100",4.18965517241379,1.67043045799332
"sim_101",6.73891625615763,1.75093270429918
"sim_102",3.32758620689655,1.50230168661245
"sim_103",1.90147783251231,1.62024025695326
"sim_104",10.3275862068966,1.93381563108083
"sim_105",25.4088669950739,2.25278231567106
"sim_106",2.74384236453202,1.7245595763138
"sim_107",13.9950738916256,1.92116390210333
"sim_108",16.3275862068965,1.94453266683441
"sim_109",4.59113300492611,1.55996256691449
"sim_110",0.741379310344827,1.14600679070679
"sim_111",3.66256157635467,1.38170885897413
"sim_112",27.5,1.77081086007345
"sim_113",15.3916256157635,1.87574759547996
"sim_114",7.76108374384236,2.05818221393801
"sim_115",9.7512315270936,1.37414086205026
"sim_116",7.19458128078818,2.07861220058651
"sim_117",8.82266009852217,1.98994897345779
"sim_118",1.43596059113301,1.25762679690203
"sim_119",1.70935960591133,1.52895933538291
"sim_120",8.61822660098522,1.5368357954207
"sim_121",27.9039408866995,1.94791975324058
"sim_122",15.4950738916256,1.70312945046746
"sim_123",10.1502463054187,1.36636260437926
"sim_124",6.02709359605912,1.42826998037073
"sim_125",1.10098522167488,1.36636260437926
"sim_126",6.39408866995074,1.9957230070723
"sim_127",1.52709359605911,1.2864524572675
"sim_128",1.45566502463054,1.10695661689202
