"","variance","entropy"
"empirical",99.0676072035905,3.0488361991013
"sim_1",2.97923556207508,1.79811165017042
"sim_2",7.61101886107308,2.35120500206536
"sim_3",3.52940651976174,1.91388750775744
"sim_4",60.2998686807674,2.17331401852295
"sim_5",4.08920135256109,2.05630937672666
"sim_6",600.713835078869,2.69784367030738
"sim_7",6.9763635268696,2.21283831459247
"sim_8",5.3394107802214,2.07010993439581
"sim_9",4.99490686311527,2.08795180170792
"sim_10",4.28591315852873,2.08397065494852
"sim_11",3.3028333854655,1.97714735069024
"sim_12",5.50190147731888,2.18177723458697
"sim_13",2.90341987279738,1.90169576058284
"sim_14",2.95456264673427,1.91199864714694
"sim_15",4.52869248828813,2.14407668691004
"sim_16",59.5531175958797,1.95779136608022
"sim_17",25.4685124164537,2.42905240571998
"sim_18",5.08878357583822,2.1827577906149
"sim_19",332.181501964844,2.45397064103943
"sim_20",313.987671541926,2.57034369709477
"sim_21",6.11342638033511,2.18754556021093
"sim_22",3.7732669636405,1.97172567517133
"sim_23",3.60258207227317,1.95670356210348
"sim_24",4.10078405042085,2.02028254306506
"sim_25",3.94806877136955,1.9649063222821
"sim_26",6.48820976202562,2.27520988289519
"sim_27",6.69666569592891,2.29957595172617
"sim_28",61.7625000449425,2.20200863822649
"sim_29",3.21257752418753,1.9816668771653
"sim_30",375.693116661098,2.61114318424606
"sim_31",679.1848230561,2.98020753894932
"sim_32",3.2656210563783,1.96065776943187
"sim_33",6.53112859038098,2.21924353038028
"sim_34",5.91945025688584,2.24580523918153
"sim_35",5.60457720779892,2.14696138950819
"sim_36",202.525990871472,2.29398288418657
"sim_37",3.69335008754621,1.99425237065237
"sim_38",3.11581897899957,1.83587472215392
"sim_39",6.24076441994831,2.24862422235048
"sim_40",4.57170515461697,2.08519746959352
"sim_41",270.953894275883,2.54994137950274
"sim_42",3.66831692067644,2.01940919584299
"sim_43",5.2387389039293,2.15513418270178
"sim_44",3.51036415245619,1.99886125695291
"sim_45",4.95268912306429,2.1758459748389
"sim_46",9.87060246854985,2.14839539516654
"sim_47",3.64500546489344,2.02388385377535
"sim_48",18.4476609716725,2.22412375418301
"sim_49",4.88814297887024,2.18700637093751
"sim_50",3.6850530669916,2.00093246882785
"sim_51",8.34452764624882,2.40697725361376
"sim_52",6.10821271019164,2.27852345558563
"sim_53",4.48617094330521,2.01853207001797
"sim_54",625.049099820605,2.81731714046725
"sim_55",4.1914639802401,2.04265127314479
"sim_56",5.04163457839419,2.14801654452686
"sim_57",5.44164239822535,2.1595580853627
"sim_58",3.98941886970179,1.98939662241978
"sim_59",4.13406534143006,2.1055575177036
"sim_60",3.46233205339776,1.98847517541051
"sim_61",2.62442699513544,1.83878883116525
"sim_62",3.15846069770879,1.93721655760253
"sim_63",522.725114331314,2.63069217741381
"sim_64",602.697977629896,3.13463259019245
"sim_65",638.984092755776,2.58393686813483
"sim_66",3.21973833227275,1.92349982021244
"sim_67",4.30383764952057,2.08257034472751
"sim_68",518.083213698911,2.86571848961357
"sim_69",2.74373811295785,1.83710554128749
"sim_70",593.884341911771,2.73542645926314
"sim_71",3.53034274229794,1.98189245857187
"sim_72",363.911351878013,2.67391561619435
"sim_73",5.86639836556547,2.26790108221661
"sim_74",4.01533010473196,2.05838594873391
"sim_75",128.301215489379,2.19857575198692
"sim_76",3.63013088779356,2.03544903515361
"sim_77",173.523147778628,2.23879072444684
"sim_78",328.137157949801,2.421401641705
"sim_79",3.16555067789846,1.93531418305341
"sim_80",497.741281068094,2.66075515902675
"sim_81",3.81068233868642,2.02501208909042
"sim_82",5.80860361186305,2.21441574681827
"sim_83",209.534875637716,2.60855799118717
"sim_84",5.96188093003856,2.23781249827114
"sim_85",610.432501644845,2.83591357400291
"sim_86",399.274996674324,2.29367010029577
"sim_87",3.81612610960712,2.02186444142502
"sim_88",6.94774833806133,2.30576581348797
"sim_89",4.47691118469551,2.10496133026193
"sim_90",6.77870336414514,2.30690402205984
"sim_91",2.97127686156926,1.83484356167141
"sim_92",3.62715872279701,1.89770970777336
"sim_93",4.36702799679307,2.03429126120013
"sim_94",7.54091003059615,2.21671096811452
"sim_95",136.061180111383,2.41775260637065
"sim_96",690.752935672444,2.72755429980794
"sim_97",6.90541635656984,2.30497049324014
"sim_98",3.0391271091073,1.89837284788788
"sim_99",281.803319563242,2.91707209734041
"sim_100",3.02086079262527,1.93988261679556
"sim_101",591.389526459782,2.92894460338561
"sim_102",5.06290164270378,2.1365021578792
"sim_103",4.85476245690105,2.12654021924624
"sim_104",4.63420088516891,2.12011604395427
"sim_105",6.05179631407323,2.2110105729066
"sim_106",6.18600304164455,2.18723998039715
"sim_107",8.98400431079431,2.46939341149386
"sim_108",4.97768777481759,2.1056929853218
"sim_109",5.41497272946276,2.0913367079023
"sim_110",410.213380719707,2.71601891292527
"sim_111",2.88829074671306,1.82985741424704
"sim_112",4.59787291605998,2.10290039836043
"sim_113",47.6324956226922,2.11806861754151
"sim_114",8.00961380820384,2.30455432690038
"sim_115",5.46380254117542,2.19223330791883
"sim_116",4.05001375211684,2.0644239957804
"sim_117",4.77201606031519,2.13735528186375
"sim_118",7.09501930689325,2.28421498871658
"sim_119",263.42807292397,2.21163733484311
"sim_120",5.39146748568165,2.18718572106777
"sim_121",5.0593723821542,2.15700497053908
"sim_122",4.15149035194634,2.07959656517238
"sim_123",27.6457282150289,2.23821518050685
