"","variance","entropy"
"empirical",7.73899340096521,1.64796056130185
"sim_1",0.472596153846154,0.90732491857675
"sim_2",0.496634615384616,0.957838832057928
"sim_3",2.75384615384615,1.62017382913638
"sim_4",6.87163461538461,1.55576276238529
"sim_5",0.225,0.534903361101534
"sim_6",0.585096153846155,1.12701394589619
"sim_7",0.383653846153846,0.744172121310625
"sim_8",0.785096153846155,1.18996936982923
"sim_9",1.13846153846154,1.32595009535128
"sim_10",0.205288461538462,0.475504807039092
"sim_11",0.372596153846154,0.706236029656551
"sim_12",7.24038461538461,1.21804361894087
"sim_13",9.94711538461539,1.64931649987848
"sim_14",1.01538461538462,1.14710590145313
"sim_15",0.365384615384616,0.78647729780581
"sim_16",0.427884615384616,0.786504151420765
"sim_17",0.3375,0.786808711357397
"sim_18",0.664903846153846,0.996322078886918
"sim_19",0.347115384615384,0.830207342887243
"sim_20",23.6153846153846,1.26353490202465
"sim_21",0.180288461538461,0.540204142388861
"sim_22",1.44086538461538,1.45663421230536
"sim_23",0.0899038461538461,0.216408404758475
"sim_24",0.410096153846154,0.877796537500928
"sim_25",3.77740384615385,1.58500805685906
"sim_26",0.171634615384615,0.52100404091788
"sim_27",1.71875,1.60003043068266
"sim_28",1.88846153846154,1.64569474093482
"sim_29",19.1836538461538,1.69386955845056
"sim_30",0.689903846153847,0.926167209810318
"sim_31",13.06875,1.848449595413
"sim_32",0.664903846153845,1.06895564337718
"sim_33",0.25625,0.506218201520079
"sim_34",0.202884615384616,0.554640298146557
"sim_35",0.210096153846154,0.60420504154701
"sim_36",2.63461538461538,1.65307696241696
"sim_37",21.3740384615385,1.32557528811606
"sim_38",1.87403846153846,1.54558898792949
"sim_39",0.83028846153846,1.06116230759718
"sim_40",14.8725961538462,1.51164257663067
"sim_41",0.482211538461537,0.762506729902842
"sim_42",0.597115384615386,0.623850777484256
"sim_43",0.521634615384616,0.726762856867424
"sim_44",0.594711538461538,0.979324756334859
"sim_45",2.25384615384615,1.77919468946292
"sim_46",5.06490384615384,1.47438578159613
"sim_47",6.99615384615384,1.85679499384857
"sim_48",0.424038461538462,0.789247360341239
"sim_49",16.4552884615385,1.36970126106993
"sim_50",1.63846153846154,1.37274200693662
"sim_51",0.919711538461539,1.06872218838835
"sim_52",0.278846153846154,0.686623405321343
"sim_53",0.284615384615385,0.702565339917577
"sim_54",0.310096153846154,0.696536685215688
"sim_55",4.37163461538462,1.50657462450716
"sim_56",0.0302884615384615,0.137406006452769
"sim_57",19.1788461538462,1.2515828478967
"sim_58",0.774038461538462,1.13345070774422
"sim_59",0.624038461538463,1.13788889979954
"sim_60",0.592788461538462,1.09373855150478
"sim_61",0.289903846153847,0.717267300004633
"sim_62",0.652403846153846,1.14246629269136
"sim_63",0.315865384615384,0.799301554085533
"sim_64",9.07596153846153,1.82263286118492
"sim_65",1.06346153846154,1.4113654194862
"sim_66",1.17403846153846,1.23977859974004
"sim_67",0.287500000000001,0.527635615722951
"sim_68",4.50865384615384,1.53765218956949
"sim_69",0.758653846153845,1.0826219987265
"sim_70",0.0850961538461537,0.307844715960164
"sim_71",0.746153846153846,1.17745311878346
"sim_72",10.6884615384615,1.71008777213958
"sim_73",1.43990384615385,1.51820695824758
"sim_74",0.121153846153846,0.402160871784955
"sim_75",0.234615384615384,0.633170837904633
"sim_76",0.440865384615384,0.879346115450353
"sim_77",0.633653846153846,1.05886754836839
"sim_78",0.378846153846154,0.879756184158008
"sim_79",0.517788461538461,0.784869430693191
"sim_80",4.18990384615385,1.4262506356105
"sim_81",0.267788461538462,0.713078686175877
"sim_82",0.282211538461538,0.60844325201596
"sim_83",0.600000000000001,1.09631106418091
"sim_84",0.30625,0.764453684205184
"sim_85",5.6875,0.931663770710585
"sim_86",5.02163461538461,1.71973215864117
"sim_87",0.19375,0.531274663448798
"sim_88",0.455288461538462,0.751850800712461
"sim_89",1.13125,1.36815366583176
"sim_90",0.462500000000001,0.877564176984884
"sim_91",0.330288461538462,0.761666156041194
"sim_92",1.96009615384615,1.57927056895691
"sim_93",3.89038461538461,0.928642899722118
"sim_94",12.4384615384615,1.52940230177284
"sim_95",1.12163461538462,1.36111868155149
"sim_96",5.46009615384616,1.6734873865291
"sim_97",0.503846153846154,0.919822526343478
"sim_98",11.8711538461538,1.95502848778948
"sim_99",0.952884615384614,1.2491321962115
"sim_100",0.289903846153846,0.717267300004633
"sim_101",17.275,1.65335763182952
"sim_102",0.315865384615385,0.714794544312403
"sim_103",18.1259615384615,1.58974582582915
"sim_104",0.7125,1.03128943307862
"sim_105",0.282211538461538,0.576426517342705
"sim_106",0.299038461538462,0.743117349787593
"sim_107",0.772596153846155,1.16171510415924
"sim_108",0.234615384615384,0.633170837904633
"sim_109",2.27163461538461,1.72648134872746
"sim_110",0.999038461538463,1.26445171991569
"sim_111",3.20336538461539,1.6744357579524
"sim_112",0.0975961538461538,0.341663182894414
"sim_113",4.45336538461539,1.78154389482888
"sim_114",16.3283653846154,1.57707064170345
"sim_115",0.163461538461538,0.450460700440144
"sim_116",1.53509615384615,1.5224649805861
"sim_117",0.584134615384615,1.01126367468655
"sim_118",0.371634615384616,0.813285085025739
"sim_119",0.450961538461538,0.744172121310625
"sim_120",10.4841346153846,1.32126728666672
"sim_121",5.36634615384616,1.72048396207886
"sim_122",0.205288461538462,0.475504807039092
"sim_123",1.12115384615385,1.34636488408396
"sim_124",0.171634615384615,0.52100404091788
"sim_125",3.04903846153846,1.47195582317173
"sim_126",0.357211538461538,0.738594905560324
"sim_127",0.469711538461538,0.827037727000431
"sim_128",0.366346153846154,0.68505920174205
"sim_129",0.669711538461538,1.06094643423767
"sim_130",22.5634615384615,1.22954777883483
"sim_131",0.121153846153846,0.402160871784955
"sim_132",19.0024038461539,1.5283850606735
"sim_133",21.5490384615385,1.72033351067471
"sim_134",1.87884615384615,1.53230123864697
"sim_135",17.5240384615385,1.88637837252887
"sim_136",0.952884615384614,1.27710332071972
"sim_137",0.289903846153847,0.632913544730606
"sim_138",8.05913461538461,1.50399263415381
"sim_139",1.07211538461538,1.32635570729694
"sim_140",0.202884615384616,0.554640298146557
"sim_141",5.875,1.58129194621286
"sim_142",0.964903846153847,1.21309035377838
"sim_143",4.775,1.86158046739689
"sim_144",1.65384615384616,0.527635615722951
"sim_145",0.1625,0.500402423538188
"sim_146",0.813461538461537,1.24520717339757
"sim_147",0.502403846153846,0.908984714074641
"sim_148",0.334134615384615,0.774821386126562
"sim_149",0.405288461538461,0.906394431854387
"sim_150",1.32115384615385,1.40169395982304
"sim_151",0.777403846153847,1.17095005245504
"sim_152",0.921634615384615,1.25632590569792
"sim_153",15.9822115384615,1.20109627101762
"sim_154",10.7850961538461,1.27849813138152
"sim_155",1.37259615384615,1.46928512189877
"sim_156",2.51778846153846,0.946259211103527
"sim_157",1.97836538461538,1.23144740401007
"sim_158",6.4653846153846,1.14127143363953
"sim_159",0.409615384615384,0.853035572063741
"sim_160",0.591346153846154,1.02581188713811
"sim_161",21.3134615384615,1.47356505847954
"sim_162",1.62115384615385,1.55301590167414
"sim_163",0.0759615384615385,0.158733612008459
"sim_164",7.09038461538462,1.51179640412938
"sim_165",1.37740384615385,1.47868630164391
"sim_166",0.928846153846155,1.28221095221465
"sim_167",0.796634615384616,1.15837290563555
"sim_168",0.211538461538461,0.576426517342705
"sim_169",0.272596153846154,0.669391948338225
"sim_170",2.77788461538462,0.527635615722951
"sim_171",2.65625,1.67118354588946
"sim_172",0.73653846153846,1.23951131449089
"sim_173",0.234615384615385,0.633170837904633
"sim_174",1.50096153846154,1.00379950758581
"sim_175",0.250961538461539,0.609336786395383
"sim_176",1.44375,1.54093907487147
"sim_177",5.92403846153846,1.51134842780783
"sim_178",0.597115384615385,0.828976789334523
"sim_179",3.32211538461538,1.71397852236703
"sim_180",0.132211538461538,0.429323021930616
"sim_181",0.439903846153846,0.866176451551392
"sim_182",0.70528846153846,1.02063409325453
"sim_183",0.097596153846154,0.341663182894414
"sim_184",7.14903846153847,1.45121608239801
"sim_185",22.4841346153846,1.56679987775952
"sim_186",0.597115384615385,1.01872150378903
"sim_187",0.315865384615384,0.799301554085533
"sim_188",0.414903846153846,0.751959161640513
"sim_189",0.278846153846154,0.686623405321343
"sim_190",0.334134615384616,0.774821386126562
"sim_191",0.140865384615384,0.385829555633165
"sim_192",7.99278846153847,1.05161272768732
"sim_193",0.407211538461538,0.847495194492414
"sim_194",0.596153846153847,0.899239109429368
"sim_195",1.65528846153846,1.54206817339895
"sim_196",0.0447115384615385,0.187030827760252
"sim_197",0.121153846153846,0.402160871784955
"sim_198",0.171634615384615,0.52100404091788
"sim_199",1.43846153846154,1.46829056349135
"sim_200",0.584134615384615,1.02042287485317
"sim_201",0.247596153846153,0.664476564039801
"sim_202",0.278846153846154,0.686623405321343
"sim_203",16.3903846153846,1.61651779166817
"sim_204",21.2466346153846,1.19188842165455
"sim_205",6.24615384615385,2.18408521032421
"sim_206",0.797115384615384,1.23713558429858
"sim_207",0.522596153846155,1.06334963232804
"sim_208",0.258653846153846,0.691018202765125
"sim_209",7.58990384615385,1.48590824638849
"sim_210",0.180288461538462,0.540204142388861
"sim_211",0.409615384615385,0.695514527083305
"sim_212",5.91971153846154,1.94248805950149
"sim_213",2.30384615384615,1.02462429646962
"sim_214",18.3975961538462,1.53407757557032
"sim_215",0.972596153846155,1.23065446549569
"sim_216",1.87163461538462,1.58870063930758
"sim_217",0.214903846153846,0.371827532627235
"sim_218",2.00865384615385,0.552679722321899
"sim_219",2.28221153846154,1.59388272824281
"sim_220",0.672115384615384,1.14018501638386
"sim_221",0.407211538461538,0.836781016056248
"sim_222",0.299038461538462,0.743117349787593
"sim_223",0.813461538461538,0.98957564965193
"sim_224",0.219711538461539,0.596726456264546
"sim_225",0.796634615384616,1.19350698506599
"sim_226",17.0288461538461,1.59056033791881
"sim_227",18.71875,1.32932332921036
"sim_228",1.41009615384615,1.48915274114596
"sim_229",0.121153846153846,0.402160871784955
"sim_230",1.37163461538462,1.0609954412295
"sim_231",5.44375,1.99584824391832
"sim_232",0.250961538461539,0.609336786395383
"sim_233",13.50625,1.35604848661076
"sim_234",0.441346153846154,0.889093323964801
"sim_235",0.174038461538462,0.479335787067762
"sim_236",0.284615384615385,0.702565339917577
"sim_237",0.247596153846154,0.664476564039801
"sim_238",15.7846153846154,1.50796401978966
"sim_239",2.65288461538462,1.7597351815501
"sim_240",0.253365384615385,0.678323383067533
"sim_241",0.325961538461538,0.747306104439877
"sim_242",2.14038461538462,1.47085831753972
"sim_243",7.82115384615385,1.62952102827318
"sim_244",0.142788461538462,0.454664400430208
"sim_245",0.422115384615385,0.930923405937942
"sim_246",0.462500000000001,0.791043733039416
"sim_247",0.287500000000001,0.527635615722951
"sim_248",0.842788461538463,0.82968438360262
"sim_249",0.109615384615384,0.373011045280129
"sim_250",1.70528846153846,1.62803461618976
"sim_251",16.2153846153846,1.31509576848396
"sim_252",0.580288461538461,1.09282236222271
"sim_253",14.0927884615385,0.998543730961578
"sim_254",0.421634615384616,0.957838832057928
"sim_255",0.868749999999999,1.01223831994792
"sim_256",18.3471153846154,1.6180070632967
"sim_257",1.00961538461538,1.19216646646324
"sim_258",8.62259615384616,1.93715724277179
"sim_259",0.500961538461538,0.87992243769825
"sim_260",0.30625,0.764453684205184
"sim_261",0.174038461538462,0.479335787067762
"sim_262",0.196153846153846,0.57465995647203
"sim_263",1.18125,0.984347986981303
"sim_264",2.45288461538461,1.67298992921642
"sim_265",1.36778846153846,1.38086176282476
"sim_266",0.344711538461538,0.816062530950545
"sim_267",1.30913461538462,1.46566375766961
"sim_268",0.734134615384616,1.1192325633284
"sim_269",0.883653846153846,1.11298416305834
"sim_270",0.638461538461538,1.05274331273657
"sim_271",0.899999999999999,0.967430615540026
"sim_272",1.49278846153846,1.47886816921092
"sim_273",0.340384615384616,0.797660150002209
"sim_274",0.564903846153846,0.957545468858806
"sim_275",0.503365384615384,0.907766716985205
"sim_276",0.915865384615384,1.16604857455852
"sim_277",6.08509615384616,1.53971120025789
"sim_278",0.234615384615384,0.633170837904633
"sim_279",0.325961538461538,0.747306104439877
"sim_280",0.490384615384616,0.969870750046664
"sim_281",0.371634615384616,0.813285085025739
"sim_282",0.0153846153846154,0.0794870032030371
"sim_283",13.5466346153846,1.15713433030306
"sim_284",1.05528846153846,1.26601394361237
"sim_285",0.702884615384616,1.11442773857936
"sim_286",0.962499999999999,1.29474356500422
"sim_287",3.66971153846154,1.63372868616488
"sim_288",0.566346153846154,0.924783454082994
"sim_289",4.4,1.45927271208846
"sim_290",0.878846153846152,1.16657791718724
"sim_291",1.32211538461538,1.22243823573281
"sim_292",4.50865384615384,0.830272026667369
"sim_293",0.471153846153846,0.925767192920016
"sim_294",15.8278846153846,1.70351381819939
"sim_295",0.396634615384615,0.79026796807459
"sim_296",0.171634615384616,0.52100404091788
"sim_297",0.103365384615384,0.265785076348309
"sim_298",21.1475961538461,1.89418038213269
"sim_299",0.265865384615385,0.650813553231726
"sim_300",1.49759615384616,0.972195745601439
"sim_301",16.1274038461538,1.52411078283807
"sim_302",0.440865384615384,0.706236029656551
"sim_303",0.502403846153846,0.931185008246349
"sim_304",10.0927884615385,0.986498072998539
"sim_305",1.13846153846154,1.29480298366154
"sim_306",19.8711538461539,2.17365914605958
"sim_307",1.10721153846154,1.39980438688646
"sim_308",0.725961538461539,1.13472894202145
"sim_309",0.669711538461537,1.06094643423767
"sim_310",2.3375,1.49329719568745
"sim_311",19.9822115384615,1.42544383194417
"sim_312",0.578365384615385,1.06458557367729
"sim_313",14.9149038461538,1.31398360838266
"sim_314",0.742788461538462,1.12979502547504
"sim_315",3.09615384615384,1.83378581081192
"sim_316",10.5216346153846,1.75435297096729
"sim_317",0.402884615384616,0.821411556265647
"sim_318",0.0302884615384615,0.137406006452769
"sim_319",0.947115384615384,1.18022664578746
"sim_320",0.440865384615384,0.725584521498294
"sim_321",0.982211538461539,1.36516902227331
"sim_322",1.67788461538461,1.39920723961714
"sim_323",0.528846153846154,1.01233083910317
"sim_324",0.742788461538462,1.10224990443287
"sim_325",0.334134615384615,0.774821386126562
"sim_326",0.465384615384616,0.816456120202536
"sim_327",15.4024038461538,1.91600039062231
"sim_328",0.241346153846154,0.64944012944443
"sim_329",1.51586538461538,1.42173253776989
"sim_330",9.58509615384615,2.09831225949287
"sim_331",0.180288461538462,0.540204142388861
"sim_332",0.378846153846154,0.860196006193075
"sim_333",9.36778846153845,1.37817687051127
"sim_334",0.459134615384616,0.811164434548075
"sim_335",2.40961538461539,1.49654405941002
"sim_336",0.366346153846154,0.661382377170451
"sim_337",13.6884615384615,1.65303967157668
"sim_338",7.56346153846153,1.8538041981262
"sim_339",1.10913461538462,1.36353952601992
"sim_340",1.05528846153846,1.17197546939641
"sim_341",18.19375,2.02299105189266
"sim_342",4.94086538461539,1.54403985264421
"sim_343",1.26538461538462,1.33854257611358
"sim_344",1.40288461538461,0.707951010877033
"sim_345",0.513461538461537,0.762723057044453
"sim_346",0.527884615384616,0.963674216795241
"sim_347",6.80913461538461,2.13946760418772
"sim_348",13.3846153846154,1.46689803045161
"sim_349",1.44615384615385,1.56457867040222
"sim_350",0.814903846153848,0.986498072998539
"sim_351",0.410096153846154,0.885656203797526
"sim_352",1.34471153846154,1.47952855721609
"sim_353",10.9528846153846,1.25564819707075
"sim_354",0.597115384615385,0.958766443280578
"sim_355",0.9375,1.27911318089916
"sim_356",0.821153846153847,1.11109042404483
"sim_357",9.50240384615386,1.89848459145534
"sim_358",1.38846153846154,1.33831731918038
"sim_359",0.397596153846154,0.684467345820477
"sim_360",7.70096153846154,1.96423241463691
"sim_361",6.1625,1.57520298877794
"sim_362",0.225,0.534903361101534
"sim_363",1.21875,1.38368587740555
"sim_364",0.227403846153846,0.615618844911732
"sim_365",0.746153846153847,1.13729967392604
"sim_366",0.188461538461539,0.558070128922449
"sim_367",18.9221153846154,1.48094380024926
"sim_368",0.61153846153846,0.737302419729527
"sim_369",0.990384615384615,1.00117850781102
"sim_370",0.892788461538459,1.03664109487773
"sim_371",0.753365384615386,0.894480494833673
"sim_372",1.15288461538462,1.38288377088767
"sim_373",3.96153846153846,1.87542357888425
"sim_374",3.12115384615385,1.63653601045107
"sim_375",0.375961538461538,0.87851568131442
"sim_376",0.459134615384616,0.752099816102316
"sim_377",0.852403846153846,1.01033655702922
"sim_378",6.90961538461538,1.48340906629051
"sim_379",0.250961538461539,0.609336786395383
"sim_380",0.440865384615384,0.959633134847059
"sim_381",0.430288461538462,0.539933839655966
"sim_382",0.740384615384615,0.98509333245151
"sim_383",2.48461538461539,1.46838165388992
"sim_384",0.325961538461538,0.747306104439877
"sim_385",0.465384615384616,0.946834642069677
"sim_386",0.347596153846154,0.835725290834363
"sim_387",17.5783653846154,1.79491597041983
"sim_388",0.174038461538462,0.479335787067762
"sim_389",0.407211538461538,0.847495194492414
"sim_390",1.06875,1.29219847914765
"sim_391",1.93413461538462,1.59731855987351
"sim_392",0.341346153846154,0.696491087597848
"sim_393",0.532211538461538,0.873181684497128
"sim_394",4.21009615384615,1.22723291908627
"sim_395",0.453365384615384,0.902851217304456
"sim_396",0.282211538461538,0.60844325201596
"sim_397",0.163461538461538,0.450460700440144
"sim_398",0.535096153846154,0.925592832984858
"sim_399",0.202884615384615,0.554640298146557
"sim_400",0.930288461538462,1.04127217597985
"sim_401",0.315865384615385,0.714794544312403
"sim_402",1.31971153846154,1.40643939855116
"sim_403",1.07788461538462,1.34056643015828
"sim_404",13.0711538461538,1.66758122589197
"sim_405",1.46778846153846,1.48560699350891
"sim_406",0.965384615384615,1.31695230881274
