class,order,family,genus,species,haploid
Actinopteri,Characiformes,Curimatidae,curimatella,Curimatella_meyeri,26-27
Actinopteri,Characiformes,Curimatidae,curimatopsis,Curimatopsis_myersi,23
Actinopteri,Characiformes,Curimatidae,cyphocharax,Cyphocharax_gilberti,27
Actinopteri,Characiformes,Curimatidae,cyphocharax,Cyphocharax_gouldingi,27
Actinopteri,Characiformes,Curimatidae,cyphocharax,Cyphocharax_modestus,27
Actinopteri,Characiformes,Curimatidae,cyphocharax,Cyphocharax_modestus,41
Actinopteri,Characiformes,Curimatidae,cyphocharax,Cyphocharax_modestus,27
Actinopteri,Characiformes,Curimatidae,cyphocharax,Cyphocharax_modestus,27
Actinopteri,Characiformes,Curimatidae,cyphocharax,Cyphocharax_modestus,27
Actinopteri,Characiformes,Curimatidae,cyphocharax,Cyphocharax_modestus,27
Actinopteri,Characiformes,Curimatidae,cyphocharax,Cyphocharax_modestus,27
Actinopteri,Characiformes,Curimatidae,cyphocharax,Cyphocharax_nagelii,27
Actinopteri,Characiformes,Curimatidae,cyphocharax,Cyphocharax_nagelii,27
Actinopteri,Characiformes,Curimatidae,cyphocharax,Cyphocharax_platanus,29
Actinopteri,Characiformes,Curimatidae,cyphocharax,Cyphocharax_platanus,29
Actinopteri,Characiformes,Curimatidae,cyphocharax,Cyphocharax_spilotus,27
Actinopteri,Characiformes,Curimatidae,cyphocharax,Cyphocharax_vanderi,27
Actinopteri,Characiformes,Curimatidae,cyphocharax,Cyphocharax_voga,27
Actinopteri,Characiformes,Curimatidae,cyphocharax,Cyphocharax_voga,27
Actinopteri,Characiformes,Characidae,deuterodon,Deuterodon_pedri,25
Actinopteri,Characiformes,Erythrinidae,erythrinus,Erythrinus_erythrinus,26
Actinopteri,Characiformes,Erythrinidae,erythrinus,Erythrinus_erythrinus,25.5
Actinopteri,Characiformes,Erythrinidae,erythrinus,Erythrinus_erythrinus,27
Actinopteri,Characiformes,Erythrinidae,erythrinus,Erythrinus_erythrinus,27
Actinopteri,Characiformes,Erythrinidae,erythrinus,Erythrinus_erythrinus,27
Actinopteri,Characiformes,Erythrinidae,erythrinus,Erythrinus_erythrinus,27
Actinopteri,Characiformes,Erythrinidae,erythrinus,Erythrinus_erythrinus,26.5
Actinopteri,Characiformes,Erythrinidae,erythrinus,Erythrinus_erythrinus,26
Actinopteri,Characiformes,Erythrinidae,erythrinus,Erythrinus_erythrinus,25.5
Actinopteri,Characiformes,Characidae,exodon,Exodon_paradoxus,26
Actinopteri,Characiformes,Characidae,exodon,Exodon_paradoxus,26
Actinopteri,Characiformes,Characidae,galeocharax,Galeocharax_gulo,26
Actinopteri,Characiformes,Characidae,galeocharax,Galeocharax_humeralis,26
Actinopteri,Characiformes,Characidae,galeocharax,Galeocharax_knerii,26
Actinopteri,Characiformes,Gasteropelecidae,gasteropelecus,Gasteropelecus_sternicla,27
Actinopteri,Characiformes,Characidae,gephyrocharax,Gephyrocharax_caucanus,26
Actinopteri,Characiformes,Characidae,gephyrocharax,Gephyrocharax_valencia,26
Actinopteri,Characiformes,Characidae,glandulocauda,Glandulocauda_melanogenys,26
Actinopteri,Characiformes,Characidae,glandulocauda,Glandulocauda_melanopleura,27
Actinopteri,Characiformes,Characidae,grundulus,Grundulus_bogotensis,25
Actinopteri,Characiformes,Characidae,gymnocorymbus,Gymnocorymbus_ternetzi,25
Actinopteri,Characiformes,Characidae,gymnocorymbus,Gymnocorymbus_ternetzi,25
Actinopteri,Characiformes,Characidae,hasemania,Hasemania_nana,25
Actinopteri,Characiformes,Characidae,hasemania,Hasemania_nana,25
Actinopteri,Characiformes,Characidae,hasemania,Hasemania_nana,25
Actinopteri,Characiformes,Characidae,hemigrammus,Hemigrammus_analis,27
Actinopteri,Characiformes,Characidae,hemigrammus,Hemigrammus_bellottii,24
Actinopteri,Characiformes,Characidae,hemigrammus,Hemigrammus_erythrozonus,24
Actinopteri,Characiformes,Characidae,hemigrammus,Hemigrammus_erythrozonus,26
Actinopteri,Characiformes,Characidae,hemigrammus,Hemigrammus_hyanuary,26
Actinopteri,Characiformes,Characidae,hemigrammus,Hemigrammus_hyanuary,27
Actinopteri,Characiformes,Characidae,hemigrammus,Hemigrammus_marginatus,25
Actinopteri,Characiformes,Characidae,hemigrammus,Hemigrammus_marginatus,25
Actinopteri,Characiformes,Characidae,hemigrammus,Hemigrammus_matei,18
Actinopteri,Characiformes,Characidae,hemigrammus,Hemigrammus_micropterus,26
Actinopteri,Characiformes,Characidae,hemigrammus,Hemigrammus_ocellifer,19
Actinopteri,Characiformes,Characidae,hemigrammus,Hemigrammus_pulcher,25
Actinopteri,Characiformes,Characidae,hemigrammus,Hemigrammus_rhodostomus,25
Actinopteri,Characiformes,Characidae,hemigrammus,Hemigrammus_rodwayi,25
Actinopteri,Characiformes,Characidae,hemigrammus,Hemigrammus_stictus,25
Actinopteri,Characiformes,Characidae,hemigrammus,Hemigrammus_unilineatus,26
Actinopteri,Characiformes,Characidae,hemigrammus,Hemigrammus_vorderwinkleri,24
Actinopteri,Characiformes,Hemiodontidae,hemiodus,Hemiodus_argenteus,27
Actinopteri,Characiformes,Hemiodontidae,hemiodus,Hemiodus_immaculatus,27
Actinopteri,Characiformes,Hemiodontidae,hemiodus,Hemiodus_microlepis,27
Actinopteri,Characiformes,Hemiodontidae,hemiodus,Hemiodus_unimaculatus,27
Actinopteri,Characiformes,Characidae,hollandichthys,Hollandichthys_multifasciatus,25
Actinopteri,Characiformes,Erythrinidae,hoplerythrinus,Hoplerythrinus_unitaeniatus,24
Actinopteri,Characiformes,Erythrinidae,hoplerythrinus,Hoplerythrinus_unitaeniatus,24
Actinopteri,Characiformes,Erythrinidae,hoplerythrinus,Hoplerythrinus_unitaeniatus,26
Actinopteri,Characiformes,Erythrinidae,hoplerythrinus,Hoplerythrinus_unitaeniatus,24
Actinopteri,Characiformes,Erythrinidae,hoplerythrinus,Hoplerythrinus_unitaeniatus,26
Actinopteri,Characiformes,Erythrinidae,hoplerythrinus,Hoplerythrinus_unitaeniatus,36
Actinopteri,Characiformes,Erythrinidae,hoplerythrinus,Hoplerythrinus_unitaeniatus,24
Actinopteri,Characiformes,Erythrinidae,hoplerythrinus,Hoplerythrinus_unitaeniatus,24
Actinopteri,Characiformes,Erythrinidae,hoplerythrinus,Hoplerythrinus_unitaeniatus,24
Actinopteri,Characiformes,Erythrinidae,hoplerythrinus,Hoplerythrinus_unitaeniatus,24
Actinopteri,Characiformes,Erythrinidae,hoplias,Hoplias_lacerdae,25
Actinopteri,Characiformes,Erythrinidae,hoplias,Hoplias_lacerdae,25
Actinopteri,Characiformes,Erythrinidae,hoplias,Hoplias_malabaricus,21
Actinopteri,Characiformes,Erythrinidae,hoplias,Hoplias_malabaricus,21
Actinopteri,Characiformes,Erythrinidae,hoplias,Hoplias_malabaricus,21
Actinopteri,Characiformes,Erythrinidae,hoplias,Hoplias_malabaricus,21
Actinopteri,Characiformes,Erythrinidae,hoplias,Hoplias_malabaricus,20
Actinopteri,Characiformes,Erythrinidae,hoplias,Hoplias_malabaricus,20
Actinopteri,Characiformes,Erythrinidae,hoplias,Hoplias_malabaricus,20.5
Actinopteri,Characiformes,Erythrinidae,hoplias,Hoplias_malabaricus,21
Actinopteri,Characiformes,Erythrinidae,hoplias,Hoplias_malabaricus,21
Actinopteri,Characiformes,Erythrinidae,hoplias,Hoplias_malabaricus,20
Actinopteri,Characiformes,Erythrinidae,hoplias,Hoplias_malabaricus,20
Actinopteri,Characiformes,Erythrinidae,hoplias,Hoplias_malabaricus,19.5
Actinopteri,Characiformes,Erythrinidae,hoplias,Hoplias_malabaricus,21
Actinopteri,Characiformes,Erythrinidae,hoplias,Hoplias_malabaricus,20
Actinopteri,Characiformes,Characidae,hyphessobrycon,Hyphessobrycon_anisitsi,25
Actinopteri,Characiformes,Characidae,hyphessobrycon,Hyphessobrycon_anisitsi,25
Actinopteri,Characiformes,Characidae,hyphessobrycon,Hyphessobrycon_anisitsi,25
Actinopteri,Characiformes,Characidae,hyphessobrycon,Hyphessobrycon_bentosi,26
Actinopteri,Characiformes,Characidae,hyphessobrycon,Hyphessobrycon_bentosi,26
Actinopteri,Characiformes,Characidae,hyphessobrycon,Hyphessobrycon_bifasciatus,25
Actinopteri,Characiformes,Characidae,hyphessobrycon,Hyphessobrycon_copelandi,26
Actinopteri,Characiformes,Characidae,hyphessobrycon,Hyphessobrycon_eques,26
Actinopteri,Characiformes,Characidae,hyphessobrycon,Hyphessobrycon_eques,26
Actinopteri,Characiformes,Characidae,hyphessobrycon,Hyphessobrycon_erythrostigma,26
Actinopteri,Characiformes,Characidae,hyphessobrycon,Hyphessobrycon_flammeus,25
Actinopteri,Characiformes,Characidae,hyphessobrycon,Hyphessobrycon_flammeus,26
Actinopteri,Characiformes,Characidae,hyphessobrycon,Hyphessobrycon_griemi,25
Actinopteri,Characiformes,Characidae,hyphessobrycon,Hyphessobrycon_griemi,24
Actinopteri,Characiformes,Characidae,hyphessobrycon,Hyphessobrycon_herbertaxelrodi,26
Actinopteri,Characiformes,Characidae,hyphessobrycon,Hyphessobrycon_herbertaxelrodi,26
Actinopteri,Characiformes,Characidae,hyphessobrycon,Hyphessobrycon_heterorhabdus,24
Actinopteri,Characiformes,Characidae,hyphessobrycon,Hyphessobrycon_megalopterus,26
Actinopteri,Characiformes,Characidae,hyphessobrycon,Hyphessobrycon_minimus,26
Actinopteri,Characiformes,Characidae,hyphessobrycon,Hyphessobrycon_minor,26
Actinopteri,Characiformes,Characidae,hyphessobrycon,Hyphessobrycon_peruvianus,25
Actinopteri,Characiformes,Characidae,hyphessobrycon,Hyphessobrycon_pulchripinnis,25
Actinopteri,Characiformes,Characidae,hyphessobrycon,Hyphessobrycon_reticulatus,25
Actinopteri,Characiformes,Characidae,hyphessobrycon,Hyphessobrycon_rosaceus,26
Actinopteri,Characiformes,Characidae,hyphessobrycon,Hyphessobrycon_rosaceus,25
Actinopteri,Characiformes,Characidae,hyphessobrycon,Hyphessobrycon_santae,25
Actinopteri,Characiformes,Characidae,hyphessobrycon,Hyphessobrycon_scholzei,25
Actinopteri,Characiformes,Characidae,hyphessobrycon,Hyphessobrycon_scholzei,25
Actinopteri,Characiformes,Anostomidae,leporellus,Leporellus_vittatus,27
Actinopteri,Characiformes,Anostomidae,leporinus,Leporinus_acutidens,27
Actinopteri,Characiformes,Anostomidae,leporinus,Leporinus_affinis,27
Actinopteri,Characiformes,Anostomidae,leporinus,Leporinus_amblyrhynchus,27
Actinopteri,Characiformes,Anostomidae,leporinus,Leporinus_brunneus,27
Actinopteri,Characiformes,Anostomidae,leporinus,Leporinus_conirostris,27
Actinopteri,Characiformes,Anostomidae,leporinus,Leporinus_conirostris,27
Actinopteri,Characiformes,Anostomidae,leporinus,Leporinus_copelandii,27
Actinopteri,Characiformes,Anostomidae,leporinus,Leporinus_cylindriformis,27
Actinopteri,Characiformes,Anostomidae,leporinus,Leporinus_desmotes,27
Actinopteri,Characiformes,Serrasalmidae,metynnis,Metynnis_hypsauchen,31
Actinopteri,Characiformes,Serrasalmidae,metynnis,Metynnis_lippincottianus,31
Actinopteri,Characiformes,Serrasalmidae,metynnis,Metynnis_lippincottianus,31
Actinopteri,Characiformes,Serrasalmidae,metynnis,Metynnis_lippincottianus,31
Actinopteri,Characiformes,Serrasalmidae,metynnis,Metynnis_maculatus,31
Actinopteri,Characiformes,Serrasalmidae,metynnis,Metynnis_mola,31
Actinopteri,Characiformes,Characidae,microschemobrycon,Microschemobrycon_casiquiare,21
Actinopteri,Characiformes,Characidae,mimagoniates,Mimagoniates_lateralis,26
Actinopteri,Characiformes,Characidae,mimagoniates,Mimagoniates_microlepis,26
Actinopteri,Characiformes,Characidae,mimagoniates,Mimagoniates_microlepis,26
Actinopteri,Characiformes,Serrasalmidae,mylesinus,Mylesinus_paraschomburgkii,29
Actinopteri,Characiformes,Serrasalmidae,mylesinus,Mylesinus_schomburgkii,29
Actinopteri,Characiformes,Serrasalmidae,myleus,Myleus_micans,29
Actinopteri,Characiformes,Serrasalmidae,myleus,Myleus_pacu,29
Actinopteri,Characiformes,Serrasalmidae,myleus,Myleus_tiete,29
Actinopteri,Characiformes,Serrasalmidae,myloplus,Myloplus_rubripinnis,29
Actinopteri,Characiformes,Serrasalmidae,mylossoma,Mylossoma_aureum,27
Actinopteri,Characiformes,Serrasalmidae,mylossoma,Mylossoma_duriventre,27
Actinopteri,Characiformes,Serrasalmidae,mylossoma,Mylossoma_duriventre,27
Actinopteri,Characiformes,Serrasalmidae,mylossoma,Mylossoma_duriventre,27
Actinopteri,Characiformes,Serrasalmidae,mylossoma,Mylossoma_duriventre,27
Actinopteri,Characiformes,Serrasalmidae,mylossoma,Mylossoma_duriventre,27
Actinopteri,Characiformes,Lebiasinidae,nannostomus,Nannostomus_beckfordi,21
Actinopteri,Characiformes,Lebiasinidae,nannostomus,Nannostomus_beckfordi,22
Actinopteri,Characiformes,Lebiasinidae,nannostomus,Nannostomus_beckfordi,18
Actinopteri,Characiformes,Lebiasinidae,nannostomus,Nannostomus_eques,17
Actinopteri,Characiformes,Lebiasinidae,nannostomus,Nannostomus_eques,18
Actinopteri,Characiformes,Lebiasinidae,nannostomus,Nannostomus_harrisoni,20
Actinopteri,Characiformes,Lebiasinidae,nannostomus,Nannostomus_marginatus,21
Actinopteri,Characiformes,Lebiasinidae,nannostomus,Nannostomus_trifasciatus,23
Actinopteri,Characiformes,Lebiasinidae,nannostomus,Nannostomus_trifasciatus,19
Actinopteri,Characiformes,Lebiasinidae,nannostomus,Nannostomus_trifasciatus,15
Actinopteri,Characiformes,Lebiasinidae,nannostomus,Nannostomus_trifasciatus,12
Actinopteri,Characiformes,Lebiasinidae,nannostomus,Nannostomus_unifasciatus,11
Actinopteri,Characiformes,Lebiasinidae,nannostomus,Nannostomus_unifasciatus,11
Actinopteri,Characiformes,Characidae,nematobrycon,Nematobrycon_palmeri,25
Actinopteri,Characiformes,Characidae,nematobrycon,Nematobrycon_palmeri,25
Actinopteri,Characiformes,Characidae,odontostilbe,Odontostilbe_stenodon,26
Actinopteri,Characiformes,Characidae,orthospinus,Orthospinus_franciscensis,25
Actinopteri,Characiformes,Characidae,orthospinus,Orthospinus_franciscensis,25
Actinopteri,Characiformes,Characidae,paracheirodon,Paracheirodon_axelrodi,26
Actinopteri,Characiformes,Characidae,paracheirodon,Paracheirodon_innesi,16
Actinopteri,Characiformes,Characidae,paracheirodon,Paracheirodon_innesi,18
Actinopteri,Characiformes,Characidae,paracheirodon,Paracheirodon_simulans,25
Actinopteri,Characiformes,Parodontidae,parodon,Parodon_hilarii,27
Actinopteri,Characiformes,Parodontidae,parodon,Parodon_hilarii,27
Actinopteri,Characiformes,Parodontidae,parodon,Parodon_hilarii,27
Actinopteri,Characiformes,Parodontidae,parodon,Parodon_hilarii,27
Actinopteri,Characiformes,Parodontidae,parodon,Parodon_nasus,27
Actinopteri,Characiformes,Parodontidae,parodon,Parodon_nasus,27
Actinopteri,Characiformes,Parodontidae,parodon,Parodon_nasus,27
Actinopteri,Characiformes,Parodontidae,parodon,Parodon_nasus,27
Actinopteri,Characiformes,Parodontidae,parodon,Parodon_nasus,27
Actinopteri,Characiformes,Parodontidae,parodon,Parodon_nasus,27
Actinopteri,Characiformes,Serrasalmidae,piaractus,Piaractus_brachypomus,27
Actinopteri,Characiformes,Serrasalmidae,piaractus,Piaractus_mesopotamicus,27
Actinopteri,Characiformes,Serrasalmidae,piaractus,Piaractus_mesopotamicus,27
Actinopteri,Characiformes,Characidae,poptella,Poptella_compressa,25
Actinopteri,Characiformes,Characidae,poptella,Poptella_paraguayensis,25
Actinopteri,Characiformes,Curimatidae,potamorhina,Potamorhina_altamazonica,51
Actinopteri,Characiformes,Curimatidae,potamorhina,Potamorhina_latior,28
Actinopteri,Characiformes,Curimatidae,potamorhina,Potamorhina_pristigaster,27
Actinopteri,Characiformes,Curimatidae,potamorhina,Potamorhina_squamoralevis,51
Actinopteri,Characiformes,Characidae,pristella,Pristella_maxillaris,26
Actinopteri,Characiformes,Serrasalmidae,pristobrycon,Pristobrycon_striolatus,31
Actinopteri,Characiformes,Characidae,probolodus,Probolodus_heterostomus,25
Actinopteri,Characiformes,Prochilodontidae,prochilodus,Prochilodus_argenteus,27
Actinopteri,Characiformes,Prochilodontidae,prochilodus,Prochilodus_argenteus,27
Actinopteri,Characiformes,Prochilodontidae,prochilodus,Prochilodus_brevis,27
Actinopteri,Characiformes,Prochilodontidae,prochilodus,Prochilodus_brevis,27
Actinopteri,Characiformes,Prochilodontidae,prochilodus,Prochilodus_costatus,27
Actinopteri,Characiformes,Prochilodontidae,prochilodus,Prochilodus_costatus,27
Actinopteri,Characiformes,Prochilodontidae,prochilodus,Prochilodus_lineatus,27
Actinopteri,Characiformes,Prochilodontidae,prochilodus,Prochilodus_lineatus,27
Actinopteri,Characiformes,Prochilodontidae,prochilodus,Prochilodus_lineatus,27
Actinopteri,Characiformes,Prochilodontidae,prochilodus,Prochilodus_lineatus,27
Actinopteri,Characiformes,Prochilodontidae,prochilodus,Prochilodus_lineatus,27
Actinopteri,Characiformes,Prochilodontidae,prochilodus,Prochilodus_lineatus,27
Actinopteri,Characiformes,Prochilodontidae,prochilodus,Prochilodus_lineatus,27
Actinopteri,Characiformes,Prochilodontidae,prochilodus,Prochilodus_lineatus,27
Actinopteri,Characiformes,Prochilodontidae,prochilodus,Prochilodus_lineatus,27
Actinopteri,Characiformes,Prochilodontidae,prochilodus,Prochilodus_lineatus,27
Actinopteri,Characiformes,Prochilodontidae,prochilodus,Prochilodus_mariae,27
Actinopteri,Characiformes,Prochilodontidae,prochilodus,Prochilodus_nigricans,27
Actinopteri,Characiformes,Prochilodontidae,prochilodus,Prochilodus_vimboides,27
Actinopteri,Characiformes,Curimatidae,psectrogaster,Psectrogaster_amazonica,27
Actinopteri,Characiformes,Curimatidae,psectrogaster,Psectrogaster_curviventris,27
Actinopteri,Characiformes,Curimatidae,psectrogaster,Psectrogaster_curviventris,27
Actinopteri,Characiformes,Curimatidae,psectrogaster,Psectrogaster_rutiloides,27
Actinopteri,Characiformes,Anostomidae,pseudanos,Pseudanos_trimaculatus,27
Actinopteri,Characiformes,Anostomidae,pseudanos,Pseudanos_trimaculatus,27
Actinopteri,Characiformes,Serrasalmidae,pygocentrus,Pygocentrus_nattereri,30
Actinopteri,Characiformes,Serrasalmidae,pygocentrus,Pygocentrus_nattereri,30
Actinopteri,Characiformes,Serrasalmidae,pygocentrus,Pygocentrus_piraya,30
Actinopteri,Characiformes,Lebiasinidae,pyrrhulina,Pyrrhulina_australis,21
Actinopteri,Characiformes,Lebiasinidae,pyrrhulina,Pyrrhulina_australis,21
Actinopteri,Characiformes,Anostomidae,rhytiodus,Rhytiodus_microlepis,27
Actinopteri,Characiformes,Anostomidae,rhytiodus,Rhytiodus_microlepis,27
Actinopteri,Characiformes,Characidae,roeboides,Roeboides_descalvadensis,26
Actinopteri,Characiformes,Characidae,roeboides,Roeboides_microlepis,26
Actinopteri,Characiformes,Characidae,roeboides,Roeboides_xenodon,26
Actinopteri,Characiformes,Bryconidae,salminus,Salminus_brasiliensis,25
Actinopteri,Characiformes,Bryconidae,salminus,Salminus_hilarii,25
Actinopteri,Characiformes,Bryconidae,salminus,Salminus_hilarii,25
Actinopteri,Characiformes,Anostomidae,schizodon,Schizodon_altoparanae,27
Actinopteri,Characiformes,Anostomidae,schizodon,Schizodon_altoparanae,27
Actinopteri,Characiformes,Anostomidae,schizodon,Schizodon_fasciatus,27
Actinopteri,Characiformes,Anostomidae,schizodon,Schizodon_fasciatus,27
Actinopteri,Characiformes,Anostomidae,schizodon,Schizodon_fasciatus,27
Actinopteri,Characiformes,Anostomidae,schizodon,Schizodon_fasciatus,27
Actinopteri,Characiformes,Anostomidae,schizodon,Schizodon_intermedius,27
Actinopteri,Characiformes,Anostomidae,schizodon,Schizodon_intermedius,27
Actinopteri,Characiformes,Anostomidae,schizodon,Schizodon_isognathus,27
Actinopteri,Characiformes,Anostomidae,schizodon,Schizodon_isognathus,27
Actinopteri,Characiformes,Anostomidae,schizodon,Schizodon_knerii,27
Actinopteri,Characiformes,Anostomidae,schizodon,Schizodon_knerii,27
Actinopteri,Characiformes,Anostomidae,schizodon,Schizodon_nasutus,27
Actinopteri,Characiformes,Anostomidae,schizodon,Schizodon_nasutus,27
