"family","genus","sp","species","haploid"
"Meteoriaceae","Meteoriopsis","undulata","Meteoriopsis_undulata",11
"Meteoriaceae","Meteorium","papillarioides","Meteorium_papillarioides",11
"Bryaceae","Bryum","pseudotriquetrum","Bryum_pseudotriquetrum",10
"Bryaceae","Bryum","pseudotriquetrum","Bryum_pseudotriquetrum",11
"Bryaceae","Bryum","pseudotriquetrum","Bryum_pseudotriquetrum",5
"Bryaceae","Rosulabryum","truncorum","Rosulabryum_truncorum",10
"Bryaceae","Bryum","uliginosum","Bryum_uliginosum",10
"Bryaceae","Bryum","uliginosum","Bryum_uliginosum",11
"Bryaceae","Bryum","wightii","Bryum_wightii",22
"Buxbaumiaceae","Buxbaumia","aphylla","Buxbaumia_aphylla",8
"Amblystegiaceae","Calliergon","giganteum","Calliergon_giganteum",12
"Amblystegiaceae","Calliergon","giganteum","Calliergon_giganteum",11
"Amblystegiaceae","Calliergon","stramineum","Calliergon_stramineum",11
"Hypnaceae","Calliergonella","cuspidata","Calliergonella_cuspidata",11
"Amblystegiaceae","Campylium","chrysophyllum","Campylium_chrysophyllum",10
"Amblystegiaceae","Campylium","hispidulum","Campylium_hispidulum",11
"Dicranaceae","Campylopodium","griffithii","Campylopodium_griffithii",13
"Dicranaceae","Campylopodium","griffithii","Campylopodium_griffithii",14
"Dicranaceae","Microcampylopus","khasianum","Microcampylopus_khasianum",13
"Dicranaceae","Campylopus","aureus","Campylopus_aureus",12
"Fissidentaceae","Fissidens","nobilis","Fissidens_nobilis",12
"Fissidentaceae","Fissidens","obscurirete","Fissidens_obscurirete",10
"Fissidentaceae","Fissidens","obscurus","Fissidens_obscurus",12
"Fissidentaceae","Fissidens","osmundoides","Fissidens_osmundoides",12
"Fissidentaceae","Fissidens","osmundoides","Fissidens_osmundoides",12
"Fissidentaceae","Fissidens","papillosus","Fissidens_papillosus",10
"Fissidentaceae","Fissidens","plagiochiloides","Fissidens_plagiochiloides",12
"Fissidentaceae","Fissidens","protonematicola","Fissidens_protonematicola",10
"Fissidentaceae","Fissidens","pusillus","Fissidens_pusillus",12
"Fissidentaceae","Fissidens","pusillus","Fissidens_pusillus",12
"Brachytheciaceae","Rhynchostegiella","divaricatifolia","Rhynchostegiella_divaricatifolia",13
"Brachytheciaceae","Rhynchostegiella","humillima","Rhynchostegiella_humillima",14
"Brachytheciaceae","Rhynchostegiella","humillima","Rhynchostegiella_humillima",13
"Brachytheciaceae","Rhynchostegiella","humillima","Rhynchostegiella_humillima",10
"Brachytheciaceae","Rhynchostegiella","humillima","Rhynchostegiella_humillima",12
"Brachytheciaceae","Rhynchostegiella","scabriseta","Rhynchostegiella_scabriseta",11
"Brachytheciaceae","Rhynchostegiella","scabriseta","Rhynchostegiella_scabriseta",12
"Brachytheciaceae","Rhynchostegium","duthiei","Rhynchostegium_duthiei",11
"Brachytheciaceae","Rhynchostegium","duthiei","Rhynchostegium_duthiei",11
"Brachytheciaceae","Rhynchostegium","duthiei","Rhynchostegium_duthiei",11
"Brachytheciaceae","Rhynchostegium","herbaceum","Rhynchostegium_herbaceum",11
"Brachytheciaceae","Rhynchostegium","herbaceum","Rhynchostegium_herbaceum",10
"Brachytheciaceae","Rhynchostegium","herbaceum","Rhynchostegium_herbaceum",11
"Leucodontaceae","Leucodon","secundus","Leucodon_secundus",11
"Dicranaceae","Campylopus","ericoides","Campylopus_ericoides",12
"Dicranaceae","Campylopus","flexuosus","Campylopus_flexuosus",12
"Dicranaceae","Campylopus","fragilis","Campylopus_fragilis",13
"Dicranaceae","Campylopus","fragilis","Campylopus_fragilis",12
"Dicranaceae","Campylopus","introflexus","Campylopus_introflexus",12
"Dicranaceae","Campylopus","laetus","Campylopus_laetus",12
"Dicranaceae","Campylopus","subfragilis","Campylopus_subfragilis",12
"Ditrichaceae","Ceratodon","purpureus","Ceratodon_purpureus",13
"Ditrichaceae","Ceratodon","purpureus","Ceratodon_purpureus",13
"Ditrichaceae","Ceratodon","purpureus","Ceratodon_purpureus",13
"Ditrichaceae","Ceratodon","purpureus","Ceratodon_purpureus",13
"Ditrichaceae","Ceratodon","purpureus","Ceratodon_purpureus",13
"Ditrichaceae","Ceratodon","purpureus","Ceratodon_purpureus",13
"Ditrichaceae","Ceratodon","stenocarpus","Ceratodon_stenocarpus",13
"Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella_chilensis",13
"Meteoriaceae","Chrysocladium","phaeum","Chrysocladium_phaeum",10
"Meteoriaceae","Chrysocladium","retrorsum","Chrysocladium_retrorsum",11
"Mniaceae","Cinclidium","stygium","Cinclidium_stygium",14
"Mniaceae","Cinclidium","stygium","Cinclidium_stygium",14
"Cinclidotaceae","Cinclidotus","danubicus","Cinclidotus_danubicus",12
"Brachytheciaceae","Cirriphyllum","piliferum","Cirriphyllum_piliferum",11
"Thuidiaceae","Claopodium","aciculum","Claopodium_aciculum",11
"Thuidiaceae","Claopodium","pellucinerve","Claopodium_pellucinerve",11
"Thuidiaceae","Claopodium","pellucinerve","Claopodium_pellucinerve",11
"Thuidiaceae","Claopodium","pellucinerve","Claopodium_pellucinerve",11
"Thuidiaceae","Claopodium","pellucinerve","Claopodium_pellucinerve",11
"Fabroniaceae","Clasmatodon","parvulus","Clasmatodon_parvulus",11
"Climaciaceae","Climacium","dendroides","Climacium_dendroides",11
"Climaciaceae","Climacium","dendroides","Climacium_dendroides",11
"Bartramiaceae","Conostomum","pentastichum","Conostomum_pentastichum",9
"Amblystegiaceae","Cratoneuron","commutatum","Cratoneuron_commutatum",10
"Amblystegiaceae","Cratoneuron","filicinum","Cratoneuron_filicinum",10
"Amblystegiaceae","Cratoneuron","filicinum","Cratoneuron_filicinum",10
"Amblystegiaceae","Cratoneuron","filicinum","Cratoneuron_filicinum",10
"Amblystegiaceae","Cratoneuron","filicinum","Cratoneuron_filicinum",10
"Pterobryaceae","Cryptoleptodon","flexuosus","Cryptoleptodon_flexuosus",11
"Hypnaceae","Ctenidium","hastile","Ctenidium_hastile",11
"Hypnaceae","Ctenidium","malacodes","Ctenidium_malacodes",8
"Hypnaceae","Ctenidium","molluscum","Ctenidium_molluscum",8
"Hypnaceae","Ctenidium","molluscum","Ctenidium_molluscum",8
"Hypnaceae","Ctenidium","percrassum","Ctenidium_percrassum",11
"Hypnaceae","Ctenidium","pubescens","Ctenidium_pubescens",8
"Hypnaceae","Ctenidium","pulchellum","Ctenidium_pulchellum",11
"Hypnaceae","Ctenidium","serratifolium","Ctenidium_serratifolium",11
"Dicranaceae","Cynodontium","fallax","Cynodontium_fallax",14
"Dicranaceae","Cynodontium","polycarpum","Cynodontium_polycarpum",14
"Dicranaceae","Cynodontium","strumiferum","Cynodontium_strumiferum",14
"Fissidentaceae","Fissidens","taxifolius","Fissidens_taxifolius",12
"Fissidentaceae","Fissidens","taxifolius","Fissidens_taxifolius",12
"Fissidentaceae","Fissidens","taxifolius","Fissidens_taxifolius",12
"Fissidentaceae","Fissidens","taxifolius","Fissidens_taxifolius",12
"Fissidentaceae","Fissidens","taxifolius","Fissidens_taxifolius",12
"Fissidentaceae","Fissidens","virens","Fissidens_virens",12
"Fissidentaceae","Fissidens","xiphioides","Fissidens_xiphioides",12
"Fissidentaceae","Fissidens","zippelianus","Fissidens_zippelianus",6
"Fissidentaceae","Fissidens","zippelianus","Fissidens_zippelianus",14
"Meteoriaceae","Floribundaria","floribunda","Floribundaria_floribunda",11
"Meteoriaceae","Floribundaria","pseudofloribunda","Floribundaria_pseudofloribunda",11
"Neckeraceae","Limbella","tricostata","Limbella_tricostata",11
"Leskeaceae","Lindbergia","duthiei","Lindbergia_duthiei",22
"Leskeaceae","Lindbergia","koelzii","Lindbergia_koelzii",22
"Leskeaceae","Lindbergia","sinensis","Lindbergia_sinensis",10
"Orthotrichaceae","Macromitrium","archeri","Macromitrium_archeri",9
"Orthotrichaceae","Macromitrium","brachypodium","Macromitrium_brachypodium",8
"Orthotrichaceae","Macromitrium","brevicaule","Macromitrium_brevicaule",10
"Orthotrichaceae","Macromitrium","caloblastoides","Macromitrium_caloblastoides",11
"Orthotrichaceae","Macromitrium","funiforme","Macromitrium_funiforme",8
"Hypnaceae","Ctenidium","homalophyllum","Ctenidium_homalophyllum",8
"Hypnaceae","Ctenidium","pinnatum","Ctenidium_pinnatum",11
"Encalyptaceae","Encalypta","rhaptocarpa","Encalypta_rhaptocarpa",13
"Fissidentaceae","Fissidens","closteri","Fissidens_closteri",5
"Hypnaceae","Gollania","philippinensis","Gollania_philippinensis",10
"Leskeaceae","Leskea","perstricta","Leskea_perstricta",11
"Leskeaceae","Leskea","perstricta","Leskea_perstricta",11
"Bryaceae","Mielichhoferia","pilifera","Mielichhoferia_pilifera",10
"Grimmiaceae","Schistidium","strictum","Schistidium_strictum",13
"Grimmiaceae","Schistidium","strictum","Schistidium_strictum",13
"Brachytheciaceae","Homalothecium","philippeanum","Homalothecium_philippeanum",8
"Brachytheciaceae","Homalothecium","sericeum","Homalothecium_sericeum",11
"Brachytheciaceae","Homalothecium","sericeum","Homalothecium_sericeum",8
"Hypnaceae","Homomallium","simlaense","Homomallium_simlaense",11
"Hookeriaceae","Hookeria","acutifolia","Hookeria_acutifolia",12
"Hookeriaceae","Hookeria","acutifolia","Hookeria_acutifolia",12
"Hookeriaceae","Hookeria","acutifolia","Hookeria_acutifolia",10
"Hookeriaceae","Hookeria","lucens","Hookeria_lucens",12
"Pottiaceae","Hydrogonium","consanguineum","Hydrogonium_consanguineum",13
"Pottiaceae","Hydrogonium","gracilentum","Hydrogonium_gracilentum",15
"Pottiaceae","Hydrogonium","javanicum","Hydrogonium_javanicum",13
"Pottiaceae","Hydrogonium","subpellucidum","Hydrogonium_subpellucidum",15
"Pottiaceae","Hydrogonium","subpellucidum","Hydrogonium_subpellucidum",13
"Amblystegiaceae","Hygrohypnum","dilatatum","Hygrohypnum_dilatatum",11
"Amblystegiaceae","Hygrohypnum","luridum","Hygrohypnum_luridum",10
"Amblystegiaceae","Hygrohypnum","ochraceum","Hygrohypnum_ochraceum",10
"Hylocomiaceae","Hylocomium","splendens","Hylocomium_splendens",11
"Hylocomiaceae","Hylocomium","splendens","Hylocomium_splendens",11
"Pottiaceae","Hymenostomum","edentulum","Hymenostomum_edentulum",13
"Pottiaceae","Weissia","tortile","Weissia_tortile",13
"Pottiaceae","Hymenostylium","recurvirostrum","Hymenostylium_recurvirostrum",13
"Pottiaceae","Hymenostylium","recurvirostrum","Hymenostylium_recurvirostrum",13
"Hypnaceae","Hyocomium","armoricum","Hyocomium_armoricum",8
"Pottiaceae","Trichostomum","perannulata","Trichostomum_perannulata",13
"Pottiaceae","Hyophila","rosea","Hyophila_rosea",13
"Pottiaceae","Hyophila","rosea","Hyophila_rosea",13
"Pottiaceae","Hyophila","rosea","Hyophila_rosea",13
"Pottiaceae","Hyophila","spathulata","Hyophila_spathulata",13
"Hypnodendraceae","Hypnodendron","arcuatum","Hypnodendron_arcuatum",9
"Hypnodendraceae","Hypnodendron","colensoi","Hypnodendron_colensoi",5
"Hypnodendraceae","Hypnodendron","comosum","Hypnodendron_comosum",4
"Hypnodendraceae","Hypnodendron","diversifolium","Hypnodendron_diversifolium",5
"Hypnodendraceae","Hypnodendron","kerrii","Hypnodendron_kerrii",9
"Hypnodendraceae","Hypnodendron","marginatum","Hypnodendron_marginatum",9
"Hypnodendraceae","Hypnodendron","menziesii","Hypnodendron_menziesii",5
"Hypnodendraceae","Hypnodendron","reinwardtii","Hypnodendron_reinwardtii",5
"Hypnodendraceae","Hypnodendron","spininervium","Hypnodendron_spininervium",9
"Hypnodendraceae","Hypnodendron","vitiense","Hypnodendron_vitiense",9
"Meteoriaceae","Meteorium","subpolytrichum","Meteorium_subpolytrichum",10
"Bryaceae","Mielichhoferia","badhwarii","Mielichhoferia_badhwarii",10
"Bryaceae","Mielichhoferia","badhwarii","Mielichhoferia_badhwarii",10
"Erpodiaceae","Solmsiella","ceylonica","Solmsiella_ceylonica",12
"Sphagnaceae","Sphagnum","fitzgeraldii","Sphagnum_fitzgeraldii",29
"Thuidiaceae","Bryohaplocladium","angustifolium","Bryohaplocladium_angustifolium",11
"Thuidiaceae","Haplocladium","microphyllum","Haplocladium_microphyllum",8
"Thuidiaceae","Bryohaplocladium","perparaphyllum","Bryohaplocladium_perparaphyllum",11
"Bartramiaceae","Plagiopus","oederianus","Plagiopus_oederianus",7
"Mniaceae","Plagiomnium","affine","Plagiomnium_affine",6
"Mniaceae","Plagiomnium","affine","Plagiomnium_affine",6
"Pottiaceae","Tortella","densa","Tortella_densa",14
"Amblystegiaceae","Campylium","calcareum","Campylium_calcareum",11
"Hypnaceae","Taxiphyllum","alternans","Taxiphyllum_alternans",10
"Dicranaceae","Dicranella","macrospora","Dicranella_macrospora",13
"Hypnaceae","Taxiphyllum","cuspidifolium","Taxiphyllum_cuspidifolium",11
"Bryaceae","Brachymenium","alpinum","Brachymenium_alpinum",22
"Bryaceae","Brachymenium","alpinum","Brachymenium_alpinum",22
"Hylocomiaceae","Neodolichomitra","robusta","Neodolichomitra_robusta",5
"Hylocomiaceae","Neodolichomitra","robusta","Neodolichomitra_robusta",5
"Bryaceae","Bryum","badhwarii","Bryum_badhwarii",10
"Brachytheciaceae","Eurhynchium","angustirete","Eurhynchium_angustirete",12
"Mniaceae","Rhizomnium","pseudopunctatum","Rhizomnium_pseudopunctatum",14
"Mniaceae","Rhizomnium","pseudopunctatum","Rhizomnium_pseudopunctatum",14
"Mniaceae","Plagiomnium","cuspidatum","Plagiomnium_cuspidatum",12
"Mniaceae","Plagiomnium","cuspidatum","Plagiomnium_cuspidatum",12
"Mniaceae","Plagiomnium","cuspidatum","Plagiomnium_cuspidatum",12
"Mniaceae","Plagiomnium","cuspidatum","Plagiomnium_cuspidatum",6
"Mniaceae","Plagiomnium","cuspidatum","Plagiomnium_cuspidatum",12
"Mniaceae","Plagiomnium","cuspidatum","Plagiomnium_cuspidatum",6
"Mniaceae","Plagiomnium","cuspidatum","Plagiomnium_cuspidatum",6
"Mniaceae","Plagiomnium","cuspidatum","Plagiomnium_cuspidatum",6
"Mniaceae","Plagiomnium","cuspidatum","Plagiomnium_cuspidatum",12
"Mniaceae","Plagiomnium","japonicum","Plagiomnium_japonicum",12
"Mniaceae","Plagiomnium","drummondii","Plagiomnium_drummondii",6
"Mniaceae","Plagiomnium","elatum","Plagiomnium_elatum",6
"Mniaceae","Plagiomnium","medium","Plagiomnium_medium",12
"Mniaceae","Plagiomnium","medium","Plagiomnium_medium",6
"Mniaceae","Plagiomnium","medium","Plagiomnium_medium",12
"Mniaceae","Plagiomnium","medium","Plagiomnium_medium",6
"Mniaceae","Plagiomnium","undulatum","Plagiomnium_undulatum",6
"Mniaceae","Plagiomnium","undulatum","Plagiomnium_undulatum",6
"Mniaceae","Plagiomnium","undulatum","Plagiomnium_undulatum",6
"Mniaceae","Plagiomnium","maximoviczii","Plagiomnium_maximoviczii",6
"Mniaceae","Plagiomnium","maximoviczii","Plagiomnium_maximoviczii",6
"Mniaceae","Plagiomnium","succulentum","Plagiomnium_succulentum",6
"Mniaceae","Plagiomnium","vesicatum","Plagiomnium_vesicatum",6
"Mniaceae","Plagiomnium","vesicatum","Plagiomnium_vesicatum",6
"Fissidentaceae","Fissidens","geminiflorus","Fissidens_geminiflorus",12
"Hypnaceae","Herzogiella","perrobusta","Herzogiella_perrobusta",12
"Hypnaceae","Herzogiella","seligeri","Herzogiella_seligeri",11
"Hypnaceae","Herzogiella","striatella","Herzogiella_striatella",11
"Hypnaceae","Herzogiella","turfacea","Herzogiella_turfacea",13
"Plagiotheciaceae","Isopterygiopsis","muelleriana","Isopterygiopsis_muelleriana",11
"Plagiotheciaceae","Plagiothecium","cavifolium","Plagiothecium_cavifolium",10
"Plagiotheciaceae","Plagiothecium","cavifolium","Plagiothecium_cavifolium",11
"Plagiotheciaceae","Plagiothecium","cavifolium","Plagiothecium_cavifolium",11
"Plagiotheciaceae","Plagiothecium","cavifolium","Plagiothecium_cavifolium",11
"Plagiotheciaceae","Plagiothecium","euryphyllum","Plagiothecium_euryphyllum",11
"Plagiotheciaceae","Plagiothecium","nemorale","Plagiothecium_nemorale",11
"Leskeaceae","Pseudoleskeella","nervosa","Pseudoleskeella_nervosa",11
"Polytrichaceae","Notoligotrichum","australe","Notoligotrichum_australe",7
"Polytrichaceae","Polytrichastrum","formosum","Polytrichastrum_formosum",7
"Polytrichaceae","Polytrichastrum","sexangulare","Polytrichastrum_sexangulare",14
"Hypnaceae","Callicladium","haldanianum","Callicladium_haldanianum",22
"Hypnodendraceae","Hypnodendron","comatum","Hypnodendron_comatum",4
"Hypnodendraceae","Hypnodendron","dendroides","Hypnodendron_dendroides",4
"Mniaceae","Plagiomnium","ellipticum","Plagiomnium_ellipticum",6
"Mniaceae","Plagiomnium","ellipticum","Plagiomnium_ellipticum",6
"Mniaceae","Plagiomnium","ellipticum","Plagiomnium_ellipticum",6
"Mniaceae","Plagiomnium","ellipticum","Plagiomnium_ellipticum",6
"Mniaceae","Plagiomnium","ellipticum","Plagiomnium_ellipticum",6
"Hylocomiaceae","Neodolichomitra","yunnanensis","Neodolichomitra_yunnanensis",5
"Mniaceae","Plagiomnium","integrum","Plagiomnium_integrum",7
"Mniaceae","Plagiomnium","integrum","Plagiomnium_integrum",6
"Mniaceae","Plagiomnium","integrum","Plagiomnium_integrum",6
"Mniaceae","Rhizomnium","magnifolium","Rhizomnium_magnifolium",7
"Mniaceae","Rhizomnium","magnifolium","Rhizomnium_magnifolium",7
"Meteoriaceae","Pseudobarbella","attenuata","Pseudobarbella_attenuata",11
"Thuidiaceae","Miyabea","fruticella","Miyabea_fruticella",11
"Mniaceae","Mnium","heterophyllum","Mnium_heterophyllum",6
"Mniaceae","Mnium","heterophyllum","Mnium_heterophyllum",12
"Mniaceae","Mnium","heterophyllum","Mnium_heterophyllum",6
"Mniaceae","Mnium","heterophyllum","Mnium_heterophyllum",6
"Mniaceae","Plagiomnium","japonicum","Plagiomnium_japonicum",12
"Mniaceae","Mnium","laevinerve","Mnium_laevinerve",6
"Mniaceae","Mnium","laevinerve","Mnium_laevinerve",6
"Mniaceae","Mnium","lycopodioides","Mnium_lycopodioides",6
"Mniaceae","Mnium","lycopodioides","Mnium_lycopodioides",6
"Mniaceae","Mnium","lycopodioides","Mnium_lycopodioides",6
"Mniaceae","Mnium","marginatum","Mnium_marginatum",12
"Mniaceae","Mnium","marginatum","Mnium_marginatum",6
"Mniaceae","Mnium","marginatum","Mnium_marginatum",12
"Mniaceae","Mnium","marginatum","Mnium_marginatum",6
"Mniaceae","Mnium","marginatum","Mnium_marginatum",12
"Mniaceae","Mnium","marginatum","Mnium_marginatum",6
"Mniaceae","Mnium","pseudolycopodioides","Mnium_pseudolycopodioides",6
"Mniaceae","Plagiomnium","rostratum","Plagiomnium_rostratum",12
"Mniaceae","Mnium","spinosum","Mnium_spinosum",7
"Mniaceae","Mnium","stellare","Mnium_stellare",7
"Mniaceae","Mnium","stellare","Mnium_stellare",6
"Mniaceae","Plagiomnium","subintegrum","Plagiomnium_subintegrum",12
"Mniaceae","Plagiomnium","subintegrum","Plagiomnium_subintegrum",12
"Mniaceae","Plagiomnium","subintegrum","Plagiomnium_subintegrum",12
"Mniaceae","Plagiomnium","subintegrum","Plagiomnium_subintegrum",12
"Mniaceae","Mnium","thomsonii","Mnium_thomsonii",6
"Mniaceae","Plagiomnium","undulatum","Plagiomnium_undulatum",12
"Mniaceae","Plagiomnium","undulatum","Plagiomnium_undulatum",12
"Orthotrichaceae","Muelleriella","crassifolia","Muelleriella_crassifolia",36
"Brachytheciaceae","Myuroclada","maximowiczii","Myuroclada_maximowiczii",11
"Neckeraceae","Neckera","complanata","Neckera_complanata",10
"Neckeraceae","Neckera","crispa","Neckera_crispa",10
"Neckeraceae","Neckera","pennata","Neckera_pennata",10
"Hylocomiaceae","Neodolichomitra","gigantea","Neodolichomitra_gigantea",5
"Hylocomiaceae","Neodolichomitra","gigantea","Neodolichomitra_gigantea",5
"Dicranaceae","Oncophorus","wahlenbergii","Oncophorus_wahlenbergii",13
"Hylocomiaceae","Orontobryum","hookeri","Orontobryum_hookeri",9
"Dicranaceae","Orthodicranum","montanum","Orthodicranum_montanum",14
"Hypnaceae","Orthothecium","intricatum","Orthothecium_intricatum",11
"Orthotrichaceae","Orthotrichum","anomalum","Orthotrichum_anomalum",10
"Orthotrichaceae","Orthotrichum","calvum","Orthotrichum_calvum",6
"Orthotrichaceae","Orthotrichum","duthiei","Orthotrichum_duthiei",11
"Orthotrichaceae","Orthotrichum","graphiomitrium","Orthotrichum_graphiomitrium",6
"Orthotrichaceae","Orthotrichum","griffithii","Orthotrichum_griffithii",10
"Orthotrichaceae","Orthotrichum","griffithii","Orthotrichum_griffithii",11
"Orthotrichaceae","Orthotrichum","hawaiicum","Orthotrichum_hawaiicum",6
"Orthotrichaceae","Orthotrichum","hortense","Orthotrichum_hortense",6
"Orthotrichaceae","Orthotrichum","pallens","Orthotrichum_pallens",10
"Orthotrichaceae","Orthotrichum","speciosum","Orthotrichum_speciosum",6
"Orthotrichaceae","Orthotrichum","stellatum","Orthotrichum_stellatum",10
"Orthotrichaceae","Orthotrichum","tasmanicum","Orthotrichum_tasmanicum",6
"Orthotrichaceae","Orthotrichum","urnigerum","Orthotrichum_urnigerum",10
"Orthotrichaceae","Orthotrichum","venustum","Orthotrichum_venustum",11
"Orthotrichaceae","Orthotrichum","virens","Orthotrichum_virens",11
"Pottiaceae","Trichostomum","cylindricus","Trichostomum_cylindricus",13
"Spiridentaceae","Spiridens","vieillardii","Spiridens_vieillardii",10
"Stereophyllaceae","Stereophyllum","decorum","Stereophyllum_decorum",11
"Stereophyllaceae","Stereophyllum","fulvum","Stereophyllum_fulvum",11
"Stereophyllaceae","Stereophyllum","tavoyense","Stereophyllum_tavoyense",11
"Dicranaceae","Symblepharis","vaginata","Symblepharis_vaginata",14
"Dicranaceae","Symblepharis","vaginata","Symblepharis_vaginata",14
"Thuidiaceae","Anomodon","rostratus","Anomodon_rostratus",11
"Thuidiaceae","Anomodon","rostratus","Anomodon_rostratus",12
"Thuidiaceae","Anomodon","rugelii","Anomodon_rugelii",11
"Thuidiaceae","Anomodon","thraustus","Anomodon_thraustus",11
"Thuidiaceae","Anomodon","viticulosus","Anomodon_viticulosus",11
"Thuidiaceae","Anomodon","viticulosus","Anomodon_viticulosus",11
"Thuidiaceae","Anomodon","viticulosus","Anomodon_viticulosus",10
"Thuidiaceae","Anomodon","viticulosus","Anomodon_viticulosus",10
"Dicranaceae","Arctoa","fulvella","Arctoa_fulvella",13
"Polytrichaceae","Atrichum","obtusulum","Atrichum_obtusulum",7
"Polytrichaceae","Atrichum","undulatum","Atrichum_undulatum",21
"Polytrichaceae","Atrichum","undulatum","Atrichum_undulatum",21
"Polytrichaceae","Atrichum","undulatum","Atrichum_undulatum",21
"Polytrichaceae","Atrichum","undulatum","Atrichum_undulatum",7
"Polytrichaceae","Atrichum","undulatum","Atrichum_undulatum",7
"Polytrichaceae","Atrichum","undulatum","Atrichum_undulatum",21
"Aulacomniaceae","Aulacomnium","palustre","Aulacomnium_palustre",12
"Meteoriaceae","Barbella","enervis","Barbella_enervis",10
"Meteoriaceae","Barbella","flagellifera","Barbella_flagellifera",10
"Meteoriaceae","Barbella","pendula","Barbella_pendula",10
"Pottiaceae","Trichostomum","viridulum","Trichostomum_viridulum",13
"Eustichiaceae","Eustichia","longirostris","Eustichia_longirostris",15
"Fabroniaceae","Fabronia","goughii","Fabronia_goughii",11
"Fabroniaceae","Fabronia","madurensis","Fabronia_madurensis",11
"Fabroniaceae","Fabronia","pusilla","Fabronia_pusilla",11
"Fabroniaceae","Fabronia","pusilla","Fabronia_pusilla",11
"Fabroniaceae","Fabronia","pusilla","Fabronia_pusilla",11
"Fissidentaceae","Fissidens","adelphinus","Fissidens_adelphinus",12
"Fissidentaceae","Fissidens","adianthoides","Fissidens_adianthoides",24
"Fissidentaceae","Fissidens","beckettii","Fissidens_beckettii",10
"Fissidentaceae","Fissidens","bogoriensis","Fissidens_bogoriensis",10
"Fissidentaceae","Fissidens","cristatus","Fissidens_cristatus",12
"Fissidentaceae","Fissidens","cristatus","Fissidens_cristatus",13
"Fissidentaceae","Fissidens","cristatus","Fissidens_cristatus",12
"Fissidentaceae","Fissidens","cristatus","Fissidens_cristatus",12
"Fissidentaceae","Fissidens","cristatus","Fissidens_cristatus",12
"Fissidentaceae","Fissidens","curvatoinvolutus","Fissidens_curvatoinvolutus",12
"Fissidentaceae","Fissidens","exilis","Fissidens_exilis",12
"Fissidentaceae","Fissidens","exilis","Fissidens_exilis",12
"Fissidentaceae","Fissidens","flabellulus","Fissidens_flabellulus",10
"Fissidentaceae","Fissidens","francii","Fissidens_francii",10
"Fissidentaceae","Fissidens","gymnogynus","Fissidens_gymnogynus",12
"Fissidentaceae","Fissidens","hollianus","Fissidens_hollianus",10
"Fissidentaceae","Fissidens","hyalinus","Fissidens_hyalinus",10
"Fissidentaceae","Fissidens","laxus","Fissidens_laxus",15
"Fissidentaceae","Fissidens","mangarevensis","Fissidens_mangarevensis",12
"Sematophyllaceae","Heterophyllium","haldanianum","Heterophyllium_haldanianum",11
"Neckeraceae","Homaliodendron","exiguum","Homaliodendron_exiguum",11
"Fissidentaceae","Fissidens","grandifrons","Fissidens_grandifrons",12
"Fissidentaceae","Fissidens","grandifrons","Fissidens_grandifrons",10
"Pottiaceae","Barbula","hiroshii","Barbula_hiroshii",15
"Bryaceae","Brachymenium","ochianum","Brachymenium_ochianum",11
"Amblystegiaceae","Platydictya","confervoides","Platydictya_confervoides",10
"Hypnaceae","Gollania","schensiana","Gollania_schensiana",11
"Orthotrichaceae","Macromitrium","hortoniae","Macromitrium_hortoniae",9
"Orthotrichaceae","Macromitrium","involutifolium","Macromitrium_involutifolium",9
"Grimmiaceae","Grimmia","apophysata","Grimmia_apophysata",12
"Pottiaceae","Hydrogonium","leucodontoides","Hydrogonium_leucodontoides",13
"Leskeaceae","Pseudoleskea","chilensis","Pseudoleskea_chilensis",11
"Neckeraceae","Limbella","fryei","Limbella_fryei",11
"Pottiaceae","Pseudosymblepharis","uncinifolium","Pseudosymblepharis_uncinifolium",13
"Pottiaceae","Pseudosymblepharis","uncinifolium","Pseudosymblepharis_uncinifolium",13
"Orthotrichaceae","Macromitrium","himalayanum","Macromitrium_himalayanum",11
"Hypnaceae","Taxiphyllum","aomoriense","Taxiphyllum_aomoriense",11
"Plagiotheciaceae","Plagiothecium","cavifolium","Plagiothecium_cavifolium",11
"Pottiaceae","Tortula","brevis","Tortula_brevis",52
"Hypnaceae","Hypnum","jutlandicum","Hypnum_jutlandicum",10
"Orthotrichaceae","Macrocoma","tenuis","Macrocoma_tenuis",11
"Plagiotheciaceae","Pseudotaxiphyllum","arquifolium","Pseudotaxiphyllum_arquifolium",11
"Plagiotheciaceae","Pseudotaxiphyllum","distichaceum","Pseudotaxiphyllum_distichaceum",11
"Plagiotheciaceae","Pseudotaxiphyllum","elegans","Pseudotaxiphyllum_elegans",11
"Plagiotheciaceae","Pseudotaxiphyllum","maebarae","Pseudotaxiphyllum_maebarae",11
"Amblystegiaceae","Hamatocaulis","vernicosus","Hamatocaulis_vernicosus",12
"Acrobolbaceae","Acrobolbus","ciliatus","Acrobolbus_ciliatus",9
"Anastrophyllaceae","Anastrepta","orcadensis","Anastrepta_orcadensis",8
"Aneuraceae","Aneura","pinguis","Aneura_pinguis",10
"Aneuraceae","Aneura","pinguis","Aneura_pinguis",10
"Metzgeriaceae","Apometzgeria","pubescens","Apometzgeria_pubescens",8
"Metzgeriaceae","Apometzgeria","pubescens","Apometzgeria_pubescens",9
"Lepidoziaceae","Bazzania","trilobata","Bazzania_trilobata",9
