"clade","species","haploid"
"asteraceae","Brickellia_pavonii","9"
"asteraceae","Brickellia_subuligera","9"
"asteraceae","Brickellia_betonicifolia","9"
"asteraceae","Brickellia_diffusa","9"
"asteraceae","Brickellia_parvula","9"
"asteraceae","Brickellia_amplexicaulis","9"
"asteraceae","Brickellia_arguta","9"
"asteraceae","Brickellia_argyrolepis","9"
"asteraceae","Brickellia_atractyloides","9"
"asteraceae","Brickellia_baccharidea","9"
"asteraceae","Brickellia_brachiata","9"
"asteraceae","Brickellia_chlorolepis","9"
"asteraceae","Brickellia_coulteri","9"
"asteraceae","Brickellia_cylindracea","9"
"asteraceae","Brickellia_desertorum","9"
"asteraceae","Brickellia_eupatorioides","9"
"asteraceae","Brickellia_hastata","9"
"asteraceae","Brickellia_mosieri","9"
"asteraceae","Brickellia_oliganthes","9"
"asteraceae","Brickellia_orizabaensis","9"
"asteraceae","Brickellia_problematica","9"
"asteraceae","Brickellia_rusbyi","9"
"asteraceae","Brickellia_scabra","9"
"asteraceae","Brickellia_secundiflora","9"
"asteraceae","Brickellia_simplex","9"
"asteraceae","Brickellia_urolepis","9"
"asteraceae","Brickellia_verbenacea","9"
"asteraceae","Brickellia_veronicaefolia","9"
"asteraceae","Brickellia_veronicifolia","9"
"asteraceae","Brickellia_watsonii","9"
"asteraceae","Brickellia_wislizeni","9"
"asteraceae","Brickelliastrum_fendleri","10"
"asteraceae","Brintonia_discoidea","9"
"asteraceae","Brocchia_cinerea","9"
"asteraceae","Buphthalmum_salicifolium","10"
"asteraceae","Cacaliopsis_nardosmia","30"
"asteraceae","Cacosmia_hieronymi","7"
"asteraceae","Cacosmia_rugosa","7"
"asteraceae","Cadiscus_aquaticus","10"
"asteraceae","Caesulia_axillaris","7"
"asteraceae","Calea_pilosa","13"
"asteraceae","Calea_reticulata","18"
"asteraceae","Calea_glomerata","19"
"asteraceae","Calea_integrifolia","16"
"asteraceae","Calea_pinnatifida","19"
"asteraceae","Calea_serrata","19"
"asteraceae","Calea_prunifolia","19"
"asteraceae","Calea_uniflora","16"
"asteraceae","Calea_longipes","16"
"asteraceae","Calea_sickii","19"
"asteraceae","Calea_scabra","16"
"asteraceae","Calea_angusta","13"
"asteraceae","Calea_caracasana","24"
"asteraceae","Calea_clematidea","19"
"asteraceae","Calea_huigrensis","19"
"asteraceae","Calea_jamaicensis","17"
"asteraceae","Calea_jelskii","19"
"asteraceae","Calea_lucidivenia","19"
"asteraceae","Calea_megacephala","19"
"asteraceae","Calea_quadrifolia","19"
"asteraceae","Calea_septuplinervia","38"
"asteraceae","Calea_solidaginea","19"
"asteraceae","Calea_ternifolia","19"
"asteraceae","Calea_urticifolia","19"
"asteraceae","Calea_verticillata","16"
"asteraceae","Calea_zacatechichi","18"
"asteraceae","Calendula_arvensis","22"
"asteraceae","Calendula_maroccana","9"
"asteraceae","Calendula_incana","16"
"asteraceae","Calendula_meuselii","9"
"asteraceae","Calendula_officinalis","16"
"asteraceae","Calendula_pachysperma","43"
"asteraceae","Calendula_palaestina","43"
"asteraceae","Calendula_stellata","7"
"asteraceae","Calendula_suffruticosa","16"
"asteraceae","Calendula_tripterocarpa","7"
"asteraceae","Callicephalus_nitens","14"
"asteraceae","Callistephus_chinensis","9"
"asteraceae","Calocephalus_citreus","21"
"asteraceae","Calocephalus_drummondii","12"
"asteraceae","Calocephalus_francisii","14"
"asteraceae","Calocephalus_knappii","14"
"asteraceae","Calocephalus_platycephalus","12"
"asteraceae","Calostephane_angolensis","9"
"asteraceae","Calotis_anthemoides","14"
"asteraceae","Calotis_glandulosa","8"
"asteraceae","Calotis_hispidula","8"
"asteraceae","Calotis_cuneifolia","8"
"asteraceae","Calotis_scapigera","8"
"asteraceae","Calotis_suffruticosa","26"
"asteraceae","Calotis_ancyrocarpa","4"
"asteraceae","Calotis_cuneata","16"
"asteraceae","Calotis_cymbacantha","14"
"asteraceae","Calotis_dentex","8"
"asteraceae","Calotis_erinacea","2"
"asteraceae","Calotis_inermis","8"
"asteraceae","Calotis_lappulacea","14"
"asteraceae","Calotis_latiuscula","7"
"asteraceae","Calotis_moorei","21"
"asteraceae","Calotis_plumulifera","4"
"asteraceae","Calotis_porphyroglossa","10"
"asteraceae","Calotis_scabiosifolia","8"
"asteraceae","Calotis_xanthosioidea","8"
"asteraceae","Calycadenia_mollis","7"
"asteraceae","Calycadenia_oppositifolia","7"
"asteraceae","Calycadenia_fremontii","6"
"asteraceae","Calycadenia_pauciflora","5"
"asteraceae","Calycadenia_spicata","4"
"asteraceae","Calycadenia_hooveri","2"
"asteraceae","Calycadenia_multiglandulosa","6"
"asteraceae","Calycadenia_truncata","7"
"asteraceae","Calycadenia_villosa","7"
"asteraceae","Calycoseris_wrightii","7"
"asteraceae","Calycoseris_parryi","7"
"asteraceae","Calyptocarpus_vialis","12"
"asteraceae","Calyptocarpus_wendlandii","35"
"asteraceae","Campovassouria_cruciata","10"
"asteraceae","Campuloclinium_chlorolepis","10"
"asteraceae","Campuloclinium_campuloclinioides","10"
"asteraceae","Campuloclinium_macrocephalum","2"
"asteraceae","Campuloclinium_megacephalum","10"
"asteraceae","Canadanthus_modestus","9"
"asteraceae","Carduncellus_monspeliensis","24"
"asteraceae","Carduus_occidentalis","15"
"asteraceae","Carduus_acanthoides","11"
"asteraceae","Carduus_acicularis","14"
"asteraceae","Carduus_argemone","11"
"asteraceae","Carduus_bourgaeanus","9"
"asteraceae","Carduus_candicans","8"
"asteraceae","Carduus_cantabricus","9"
"asteraceae","Carduus_carduelis","11"
"asteraceae","Carduus_carlinoides","9"
"asteraceae","Carduus_carpetanus","8"
"asteraceae","Carduus_cernuus","8"
"asteraceae","Carduus_chrysacanthus","16"
"asteraceae","Carduus_crispus","8"
"asteraceae","Carduus_defloratus","2"
"asteraceae","Carduus_edelbergii","20"
"asteraceae","Carduus_fasciculiflorus","11"
"asteraceae","Carduus_kerneri","12"
"asteraceae","Carduus_litigiosus","16"
"asteraceae","Carduus_lusitanicus","10"
"asteraceae","Carduus_martinezii","8"
"asteraceae","Carduus_meonanthus","10"
"asteraceae","Carduus_myriacanthus","10"
"asteraceae","Carduus_nigrescens","10"
"asteraceae","Carduus_nutans","8"
"asteraceae","Carduus_personata","11"
"asteraceae","Carduus_pycnocephalus","31"
"asteraceae","Carduus_seminudus","16"
"asteraceae","Carduus_spachianus","8"
"asteraceae","Carduus_tenuiflorus","27"
"asteraceae","Carduus_tmoleus","11"
"asteraceae","Carduus_transcaspicus","17"
"asteraceae","Carlina_acaulis","10"
"asteraceae","Carlina_vulgaris","10"
"asteraceae","Carlina_acanthifolia","10"
"asteraceae","Carlina_tragacanthifolia","10"
"asteraceae","Carlquistia_muirii","8"
"asteraceae","Carminatia_papagayana","10"
"asteraceae","Carminatia_recondita","10"
"asteraceae","Carminatia_tenuiflora","9"
"asteraceae","Carpesium_abrotanoides","18"
"asteraceae","Carpesium_cernuum","20"
"asteraceae","Carpesium_divaricatum","20"
"asteraceae","Carpesium_glossophyllum","20"
"asteraceae","Carpesium_nepalense","10"
"asteraceae","Carpesium_rosulatum","20"
"asteraceae","Carpesium_triste","20"
"asteraceae","Carphephorus_bellidifolius","10"
"asteraceae","Carphephorus_odoratissimus","10"
"asteraceae","Carphephorus_pseudoliatris","10"
"asteraceae","Carphochaete_bigelovii","11"
"asteraceae","Carphochaete_durangensis","12"
"asteraceae","Carphochaete_gummifera","11"
"asteraceae","Carramboa_badilloi","19"
"asteraceae","Carramboa_littlei","19"
"asteraceae","Carramboa_pittieri","19"
"asteraceae","Carterothamnus_anomalochaeta","18"
"asteraceae","Carthamus_arborescens","12"
"asteraceae","Carthamus_alexandrinus","7"
"asteraceae","Carthamus_baeticus","32"
"asteraceae","Carthamus_carduncellus","24"
"asteraceae","Carthamus_creticus","11"
"asteraceae","Carthamus_dentatus","10"
"asteraceae","Carthamus_duvauxii","24"
"asteraceae","Carthamus_flavescens","12"
"asteraceae","Carthamus_glaucus","10"
"asteraceae","Carthamus_lanatus","22"
"asteraceae","Carthamus_leucocaulos","10"
"asteraceae","Carthamus_mitissimus","12"
"asteraceae","Carthamus_nitidus","12"
"asteraceae","Carthamus_oxyacantha","12"
"asteraceae","Carthamus_oxyacanthus","12"
"asteraceae","Carthamus_palaestinus","5"
"asteraceae","Carthamus_tenuis","10"
"asteraceae","Carthamus_tinctorius","12"
"asteraceae","Carthamus_turkestanicus","32"
"asteraceae","Cassinia_trinerva","14"
"asteraceae","Catananche_arenaria","9"
"asteraceae","Catananche_caerulea","9"
"asteraceae","Catananche_caespitosa","9"
"asteraceae","Catananche_oporinoides","8"
"asteraceae","Celmisia_alpina","108"
"asteraceae","Celmisia_holosericea","54"
"asteraceae","Celmisia_bellidioides","54"
"asteraceae","Celmisia_latifolia","54"
"asteraceae","Celmisia_brevifolia","54"
"asteraceae","Celmisia_glandulosa","54"
"asteraceae","Celmisia_hieraciifolia","54"
"asteraceae","Celmisia_angustifolia","54"
"asteraceae","Celmisia_viscosa","54"
"asteraceae","Celmisia_dubia","54"
"asteraceae","Celmisia_spectabilis","54"
"asteraceae","Celmisia_thomsonii","54"
"asteraceae","Celmisia_hookeri","54"
"asteraceae","Celmisia_adamsii","54"
"asteraceae","Celmisia_sessiliflora","54"
"asteraceae","Celmisia_monroi","54"
"asteraceae","Celmisia_discolor","54"
"asteraceae","Celmisia_allanii","54"
"asteraceae","Celmisia_armstrongii","54"
"asteraceae","Celmisia_asteliifolia","54"
"asteraceae","Celmisia_bonplandii","54"
"asteraceae","Celmisia_cordatifolia","54"
"asteraceae","Celmisia_coriacea","54"
"asteraceae","Celmisia_dallii","54"
"asteraceae","Celmisia_densiflora","54"
"asteraceae","Celmisia_durietzii","54"
"asteraceae","Celmisia_gibbsii","54"
"asteraceae","Celmisia_gracilenta","54"
"asteraceae","Celmisia_graminifolia","54"
"asteraceae","Celmisia_haastii","54"
"asteraceae","Celmisia_hectori","54"
"asteraceae","Celmisia_hectorii","54"
"asteraceae","Celmisia_hieracifolia","54"
"asteraceae","Celmisia_insignis","54"
"asteraceae","Celmisia_laricifolia","54"
"asteraceae","Celmisia_lateralis","54"
"asteraceae","Celmisia_lindsayi","54"
"asteraceae","Celmisia_lyallii","54"
"asteraceae","Celmisia_mackaui","54"
"asteraceae","Celmisia_major","54"
"asteraceae","Celmisia_morganii","54"
"asteraceae","Celmisia_parva","54"
"asteraceae","Celmisia_philocremna","54"
"asteraceae","Celmisia_prorepens","54"
"asteraceae","Celmisia_rupestris","54"
"asteraceae","Celmisia_rutlandii","54"
"asteraceae","Celmisia_semicordata","54"
"asteraceae","Celmisia_traversii","54"
"asteraceae","Celmisia_verbascifolia","54"
"asteraceae","Celmisia_vespertina","54"
"asteraceae","Celmisia_walkeri","54"
"asteraceae","Centaurea_pubescens","10"
"asteraceae","Centaurea_eriophora","12"
"asteraceae","Centaurea_nana","10"
"asteraceae","Centaurea_alba","18"
"asteraceae","Centaurea_microcephala","10"
"asteraceae","Centaurea_involucrata","11"
"asteraceae","Centaurea_cheiranthifolia","16"
"asteraceae","Centaurea_orientalis","20"
"asteraceae","Centaurea_ruthenica","15"
"asteraceae","Centaurea_granatensis","10"
"asteraceae","Centaurea_persica","10"
"asteraceae","Centaurea_kotschyi","27"
"asteraceae","Centaurea_spectabilis","13"
"asteraceae","Centaurea_linifolia","11"
"asteraceae","Centaurea_uniflora","11"
"asteraceae","Centaurea_diffusa","9"
"asteraceae","Centaurea_pectinata","11"
"asteraceae","Centaurea_rupestris","12"
"asteraceae","Centaurea_aegialophila","11"
"asteraceae","Centaurea_amadanensis","9"
"asteraceae","Centaurea_amanicola","9"
"asteraceae","Centaurea_americana","10"
"asteraceae","Centaurea_ammocyanus","8"
"asteraceae","Centaurea_antitauri","8"
"asteraceae","Centaurea_aspera","11"
"asteraceae","Centaurea_aucheri","9"
"asteraceae","Centaurea_aziziana","9"
"asteraceae","Centaurea_balsamita","13"
"asteraceae","Centaurea_behen","18"
"asteraceae","Centaurea_benedicta","11"
"asteraceae","Centaurea_biebersteinii","9"
"asteraceae","Centaurea_borjae","33"
"asteraceae","Centaurea_brugueriana","10"
"asteraceae","Centaurea_bruguierana","10"
"asteraceae","Centaurea_calcitrapa","10"
"asteraceae","Centaurea_carduiformis","10"
"asteraceae","Centaurea_carratracensis","9"
"asteraceae","Centaurea_castellana","9"
"asteraceae","Centaurea_clementei","10"
"asteraceae","Centaurea_debeauxii","22"
"asteraceae","Centaurea_diluta","10"
"asteraceae","Centaurea_exarata","9"
"asteraceae","Centaurea_fragilis","11"
"asteraceae","Centaurea_furfuracea","10"
"asteraceae","Centaurea_gaubae","14"
"asteraceae","Centaurea_ghahramanii","9"
"asteraceae","Centaurea_horrida","9"
"asteraceae","Centaurea_hyalolepis","11"
"asteraceae","Centaurea_hyrcanica","11"
"asteraceae","Centaurea_hyssopifolia","11"
"asteraceae","Centaurea_iberica","10"
"asteraceae","Centaurea_imperialis","9"
"asteraceae","Centaurea_iranshahrii","9"
"asteraceae","Centaurea_irritans","10"
"asteraceae","Centaurea_jacea","22"
"asteraceae","Centaurea_kandavanensis","10"
"asteraceae","Centaurea_koeieana","8"
"asteraceae","Centaurea_leucophaea","9"
"asteraceae","Centaurea_malinvaldiana","10"
"asteraceae","Centaurea_melitensis","12"
"asteraceae","Centaurea_monticola","9"
"asteraceae","Centaurea_nemecii","9"
"asteraceae","Centaurea_nervosa","11"
"asteraceae","Centaurea_nigerica","10"
"asteraceae","Centaurea_nigra","11"
"asteraceae","Centaurea_ornata","10"
"asteraceae","Centaurea_ovina","9"
"asteraceae","Centaurea_pallescens","10"
"asteraceae","Centaurea_pawlowskii","9"
"asteraceae","Centaurea_perrottetii","10"
"asteraceae","Centaurea_phrygia","11"
"asteraceae","Centaurea_polyphylla","9"
"asteraceae","Centaurea_polypodiifolia","8"
"asteraceae","Centaurea_prolongi","10"
"asteraceae","Centaurea_pseudoscabiosa","11"
"asteraceae","Centaurea_pterocaula","18"
"asteraceae","Centaurea_pullata","11"
"asteraceae","Centaurea_pungens","11"
"asteraceae","Centaurea_reflexa","10"
"asteraceae","Centaurea_rhaetica","11"
"asteraceae","Centaurea_scabiosa","20"
"asteraceae","Centaurea_seridis","22"
"asteraceae","Centaurea_simplicaulis","25"
"asteraceae","Centaurea_sintensiana","10"
"asteraceae","Centaurea_solstitialis","8"
"asteraceae","Centaurea_sphaerocephala","11"
"asteraceae","Centaurea_stevenii","8"
"asteraceae","Centaurea_stoebe","18"
"asteraceae","Centaurea_subjacea","22"
"asteraceae","Centaurea_sulphurea","12"
"asteraceae","Centaurea_triumfettii","11"
"asteraceae","Centaurea_ultreiae","11"
"asteraceae","Centaurea_urvillei","10"
"asteraceae","Centaurea_ustulata","8"
"asteraceae","Centaurea_virgata","18"
"asteraceae","Centaurea_wallichiana","17"
"asteraceae","Centipeda_minima","10"
"asteraceae","Centrapalus_pauciflorus","9"
"asteraceae","Centratherum_anthelminticum","10"
"asteraceae","Centratherum_phyllolaenum","9"
"asteraceae","Centratherum_punctatum","16"
"asteraceae","Centratherum_sengaltherianum","9"
"asteraceae","Centromadia_parryi","11"
"asteraceae","Centromadia_perennis","13"
"asteraceae","Centromadia_pungens","9"
"asteraceae","Centromadia_fitchii","13"
"asteraceae","Cephalipterum_drummondii","14"
"asteraceae","Ceratogyne_obionoides","6"
"asteraceae","Ceruana_pratensis","16"
"asteraceae","Chaenactis_santolinoides","6"
"asteraceae","Chaenactis_artemisiifolia","8"
"asteraceae","Chaenactis_fremontii","5"
"asteraceae","Chaenactis_nevadensis","6"
"asteraceae","Chaenactis_douglasii","6"
"asteraceae","Chaenactis_parishii","6"
"asteraceae","Chaenactis_lacera","8"
"asteraceae","Chaenactis_alpigena","6"
"asteraceae","Chaenactis_carphoclinia","8"
"asteraceae","Chaenactis_cusickii","6"
"asteraceae","Chaenactis_evermannii","6"
"asteraceae","Chaenactis_glabriuscula","6"
"asteraceae","Chaenactis_macrantha","6"
"asteraceae","Chaenactis_nevii","6"
"asteraceae","Chaenactis_stevioides","5"
"asteraceae","Chaenactis_suffrutescens","6"
"asteraceae","Chaenactis_xantiana","7"
"asteraceae","Chaetadelpha_wheeleri","9"
"asteraceae","Chaetanthera_tenella","14"
"asteraceae","Chaetanthera_ramosissima","14"
"asteraceae","Chaetopappa_bellidifolia","8"
"asteraceae","Chaetopappa_asteroides","8"
"asteraceae","Chaetopappa_effusa","9"
"asteraceae","Chaetopappa_bellioides","8"
"asteraceae","Chaetopappa_ericoides","16"
"asteraceae","Chaetopappa_hersheyi","8"
"asteraceae","Chaetopappa_imberbis","8"
"asteraceae","Chaetopappa_pulchella","9"
"asteraceae","Chaetymenia_peduncularis","9"
"asteraceae","Chamaechaenactis_scaposa","16"
"asteraceae","Chamaemelum_fuscatum","16"
"asteraceae","Chamaemelum_mixta","9"
"asteraceae","Chamaemelum_nobile","9"
"asteraceae","Chaptalia_tomentosa","24"
"asteraceae","Chaptalia_dentata","16"
"asteraceae","Chaptalia_texana","24"
"asteraceae","Chaptalia_nutans","24"
"asteraceae","Chaptalia_arechavaletae","50"
"asteraceae","Chaptalia_integerrima","24"
"asteraceae","Chaptalia_mandonii","24"
"asteraceae","Chevreulia_lycopodioides","14"
"asteraceae","Chihuahuana_purpusii","9"
"asteraceae","Chiliotrichum_diffusum","27"
"asteraceae","Chionolaena_salicifolia","14"
"asteraceae","Chionolaena_eleagnoides","14"
"asteraceae","Chionopappus_benthamii","9"
"asteraceae","Chloracantha_spinosa","9"
"asteraceae","Chondrilla_juncea","15"
"asteraceae","Chresta_angustifolia","17"
"asteraceae","Chromolaena_collina","10"
"asteraceae","Chromolaena_odorata","29"
"asteraceae","Chromolaena_glaberrima","10"
"asteraceae","Chromolaena_hirsuta","20"
"asteraceae","Chromolaena_bigelovii","30"
"asteraceae","Chromolaena_pedunculosa","2"
"asteraceae","Chromolaena_sagittata","10"
"asteraceae","Chromolaena_leptocephala","9"
"asteraceae","Chromolaena_scabra","10"
"asteraceae","Chromolaena_verbenacea","20"
"asteraceae","Chromolaena_arnottiana","10"
"asteraceae","Chromolaena_callilepis","20"
"asteraceae","Chromolaena_congesta","20"
"asteraceae","Chromolaena_cryptantha","10"
"asteraceae","Chromolaena_hookeriana","57"
"asteraceae","Chromolaena_impetiolaris","10"
"asteraceae","Chromolaena_ivaefolia","50"
"asteraceae","Chromolaena_kleinii","10"
"asteraceae","Chromolaena_laevigata","20"
"asteraceae","Chromolaena_mononeura","10"
"asteraceae","Chromolaena_oinopolepis","2"
"asteraceae","Chromolaena_opadoclinia","10"
"asteraceae","Chromolaena_pseudinsignis","10"
"asteraceae","Chromolaena_quercetorum","20"
"asteraceae","Chromolaena_squalida","2"
"asteraceae","Chromolaena_squarrulosa","20"
"asteraceae","Chromolaena_tacotana","10"
"asteraceae","Chromolaena_tunariensis","5"
"asteraceae","Chromolepis_heterophylla","19"
"asteraceae","Chrysactinia_truncata","15"
"asteraceae","Chrysactinia_mexicana","2"
"asteraceae","Chrysactinia_pinnata","15"
"asteraceae","Chrysactinium_hieracioides","12"
"asteraceae","Chrysactinium_rosulatum","12"
"asteraceae","Chrysactinium_acaule","12"
"asteraceae","Chrysanthellum_michoacanum","9"
"asteraceae","Chrysanthellum_americanum","8"
"asteraceae","Chrysanthellum_indicum","8"
"asteraceae","Chrysanthellum_involutum","8"
"asteraceae","Chrysanthellum_keilii","8"
"asteraceae","Chrysanthellum_pilzii","12"
"asteraceae","Chrysanthellum_pusillum","8"
"asteraceae","Chrysanthellum_tamaulipense","8"
"asteraceae","Chrysanthemoides_monilifera","10"
"asteraceae","Chrysanthemum_indicum","2"
"asteraceae","Chrysanthemum_anethifolium","9"
"asteraceae","Chrysanthemum_argenteum","9"
"asteraceae","Chrysanthemum_marginatum","9"
"asteraceae","Chrysanthemum_mawei","9"
"asteraceae","Chrysanthemum_morifolium","2"
"asteraceae","Chrysanthemum_seticuspe","9"
"asteraceae","Chrysanthemum_vestitum","27"
"asteraceae","Chrysanthemum_vulgare","9"
"asteraceae","Chrysanthemum_yoshinaganthum","18"
"asteraceae","Chrysanthemum_zawadskii","27"
"asteraceae","Chrysanthoglossum_trifurcatum","9"
"asteraceae","Chrysocephalum_apiculatum","12"
"asteraceae","Chrysocephalum_puteale","24"
"asteraceae","Chrysocephalum_semipapposum","12"
"asteraceae","Chrysocephalum_vitellinum","10"
"asteraceae","Chrysocoma_longifolia","9"
"asteraceae","Chrysogonum_arnottiana","17"
"asteraceae","Chrysogonum_virginianum","16"
"asteraceae","Chrysolaena_flexuosa","30"
"asteraceae","Chrysolaena_simplex","17"
"asteraceae","Chrysolaena_verbascifolia","10"
"asteraceae","Chrysolaena_cognata","2"
"asteraceae","Chrysolaena_lithospermifolia","2"
"asteraceae","Chrysolaena_obovata","20"
"asteraceae","Chrysolaena_platensis","34"
"asteraceae","Chrysolaena_propinqua","10"
"asteraceae","Chrysopsis_linearifolia","5"
"asteraceae","Chrysopsis_delaneyi","5"
"asteraceae","Chrysopsis_floridana","5"
"asteraceae","Chrysopsis_godfreyi","2"
"asteraceae","Chrysopsis_gossypina","9"
"asteraceae","Chrysopsis_lanuginosa","5"
"asteraceae","Chrysopsis_latisquamea","5"
"asteraceae","Chrysopsis_mariana","12"
"asteraceae","Chrysopsis_oregona","18"
"asteraceae","Chrysopsis_scabrella","5"
"asteraceae","Chrysopsis_subulata","5"
"asteraceae","Chrysothamnus_parryi","9"
"asteraceae","Chrysothamnus_scopulorum","9"
"asteraceae","Chrysothamnus_humilis","9"
"asteraceae","Chrysothamnus_depressus","9"
"asteraceae","Chrysothamnus_eremobius","9"
"asteraceae","Chrysothamnus_greenei","9"
"asteraceae","Chrysothamnus_molestus","9"
"asteraceae","Chrysothamnus_stylosus","9"
"asteraceae","Chrysothamnus_vaseyi","9"
"asteraceae","Chrysothamnus_viscidiflorus","9"
"asteraceae","Chuquiraga_oppositifolia","54"
"asteraceae","Chuquiraga_erinacea","27"
"asteraceae","Chuquiraga_avellanedae","27"
"asteraceae","Chuquiraga_rosulata","27"
"asteraceae","Chuquiraga_ruscifolia","27"
"asteraceae","Cichorium_endivia","9"
"asteraceae","Cichorium_intybus","9"
"asteraceae","Cineraria_deltoidea","20"
"asteraceae","Cineraria_atriplicifolia","10"
"asteraceae","Cineraria_albicans","20"
"asteraceae","Cineraria_geraniifolia","10"
"asteraceae","Cirsium_skutchii","17"
"asteraceae","Cirsium_canescens","17"
"asteraceae","Cirsium_alatum","11"
"asteraceae","Cirsium_grayanum","17"
"asteraceae","Cirsium_parryi","17"
"asteraceae","Cirsium_ciliatum","11"
"asteraceae","Cirsium_mexicanum","11"
"asteraceae","Cirsium_nuttallii","14"
"asteraceae","Cirsium_discolor","10"
"asteraceae","Cirsium_drummondii","16"
"asteraceae","Cirsium_cernuum","17"
"asteraceae","Cirsium_vulgare","34"
"asteraceae","Cirsium_virginianum","11"
"asteraceae","Cirsium_acaulon","17"
"asteraceae","Cirsium_acrolepis","17"
"asteraceae","Cirsium_aduncum","16"
"asteraceae","Cirsium_aidzuense","17"
"asteraceae","Cirsium_alpicola","51"
"asteraceae","Cirsium_alsophilum","17"
"asteraceae","Cirsium_altissimum","2"
"asteraceae","Cirsium_amplexifolium","17"
"asteraceae","Cirsium_andersonii","16"
"asteraceae","Cirsium_aomorense","17"
"asteraceae","Cirsium_arcense","17"
"asteraceae","Cirsium_argyracanthum","17"
"asteraceae","Cirsium_arizonicum","15"
"asteraceae","Cirsium_arvense","17"
"asteraceae","Cirsium_bitchuense","34"
"asteraceae","Cirsium_bracteosum","17"
"asteraceae","Cirsium_brevifolium","11"
"asteraceae","Cirsium_buergeri","17"
"asteraceae","Cirsium_bulgaricum","17"
"asteraceae","Cirsium_canum","17"
"asteraceae","Cirsium_carolinianum","10"
"asteraceae","Cirsium_chokaiense","17"
"asteraceae","Cirsium_chrysacanthum","17"
"asteraceae","Cirsium_clavatum","17"
"asteraceae","Cirsium_confertissimum","34"
"asteraceae","Cirsium_congestissimum","17"
"asteraceae","Cirsium_dipsacolepis","17"
"asteraceae","Cirsium_durangense","15"
"asteraceae","Cirsium_eatonii","16"
"asteraceae","Cirsium_echinus","4"
"asteraceae","Cirsium_ehrenbergii","18"
"asteraceae","Cirsium_erisithales","17"
"asteraceae","Cirsium_flodmanii","2"
"asteraceae","Cirsium_foliosum","17"
"asteraceae","Cirsium_glabrum","17"
"asteraceae","Cirsium_griffithii","34"
"asteraceae","Cirsium_hachijoense","34"
"asteraceae","Cirsium_heiianum","17"
"asteraceae","Cirsium_helenioides","17"
"asteraceae","Cirsium_heterophyllum","17"
"asteraceae","Cirsium_horridulum","16"
"asteraceae","Cirsium_hygrophilum","16"
"asteraceae","Cirsium_inundatum","51"
"asteraceae","Cirsium_japonicum","17"
"asteraceae","Cirsium_jorullense","17"
"asteraceae","Cirsium_kagamontanum","17"
"asteraceae","Cirsium_kamtschaticum","17"
"asteraceae","Cirsium_komarovii","17"
"asteraceae","Cirsium_lecontei","17"
"asteraceae","Cirsium_leucocephalum","34"
"asteraceae","Cirsium_libanoticum","6"
"asteraceae","Cirsium_lucens","17"
"asteraceae","Cirsium_luzoniense","17"
"asteraceae","Cirsium_maritimum","17"
"asteraceae","Cirsium_mirabile","34"
"asteraceae","Cirsium_morinifolium","17"
"asteraceae","Cirsium_muticum","10"
"asteraceae","Cirsium_neomexicanum","15"
"asteraceae","Cirsium_nipponicum","34"
"asteraceae","Cirsium_nivale","17"
"asteraceae","Cirsium_obvallatum","17"
"asteraceae","Cirsium_occidentale","15"
"asteraceae","Cirsium_ochrocentrum","17"
"asteraceae","Cirsium_oleraceum","17"
"asteraceae","Cirsium_oligophyllum","17"
"asteraceae","Cirsium_osseticum","17"
"asteraceae","Cirsium_palustre","17"
"asteraceae","Cirsium_pannonicum","17"
"asteraceae","Cirsium_pascuarense","16"
"asteraceae","Cirsium_pendulum","17"
"asteraceae","Cirsium_pitcheri","17"
"asteraceae","Cirsium_pulcherrimum","17"
"asteraceae","Cirsium_purpuratum","17"
"asteraceae","Cirsium_pyrenaicum","17"
"asteraceae","Cirsium_rivulare","17"
"asteraceae","Cirsium_scariosum","17"
"asteraceae","Cirsium_schantarense","17"
"asteraceae","Cirsium_sorocephalum","6"
"asteraceae","Cirsium_spectabile","14"
"asteraceae","Cirsium_spinosissimum","17"
"asteraceae","Cirsium_strigosum","9"
"asteraceae","Cirsium_subcoriaceum","17"
"asteraceae","Cirsium_suffultum","34"
"asteraceae","Cirsium_suzukaense","17"
"asteraceae","Cirsium_tenue","17"
"asteraceae","Cirsium_tenuipedunculatum","17"
"asteraceae","Cirsium_tenuisquamatum","17"
"asteraceae","Cirsium_texanum","11"
"asteraceae","Cirsium_tuberosum","17"
"asteraceae","Cirsium_turkestanicum","17"
"asteraceae","Cirsium_ugoense","17"
"asteraceae","Cirsium_undulatum","13"
"asteraceae","Cirsium_velatum","16"
"asteraceae","Cirsium_waldsteinii","34"
"asteraceae","Cirsium_wallichii","17"
"asteraceae","Cirsium_yezoense","17"
"asteraceae","Cladanthus_arabicus","9"
"asteraceae","Cladanthus_mixtus","9"
"asteraceae","Cladanthus_scariosus","9"
"asteraceae","Clappia_suaedaefolia","16"
"asteraceae","Clappia_suaedifolia","16"
"asteraceae","Clibadium_trianae","16"
"asteraceae","Clibadium_anceps","16"
"asteraceae","Clibadium_arboreum","16"
"asteraceae","Clibadium_armanii","16"
"asteraceae","Clibadium_cordatum","16"
"asteraceae","Clibadium_eggersii","16"
"asteraceae","Clibadium_erosum","16"
"asteraceae","Clibadium_glabrescens","16"
"asteraceae","Clibadium_glomeratum","16"
"asteraceae","Clibadium_grandifolium","16"
"asteraceae","Clibadium_laxum","16"
"asteraceae","Clibadium_leiocarpum","16"
